Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,Reference,Reference,Event Id,Event Date,Event Duration
5.0781250000,0,4167.9487304688,7657.1796875000,2850.5129394531,7229.4873046875,3318.9743652344,7619.7436523438,3466.0256347656,8052.4360351563,5489.6152343750,2080.2563476563,7462.3076171875,7530.1284179688,2928.4614257813,4135.5126953125,7946.2822265625,123.8461456299,,,
5.0859375000,0,2276.1538085938,2230.6411132813,1237.8205566406,1611.0256347656,5425.5126953125,5702.8203125000,3795.7692871094,7095.3847656250,2927.5642089844,5295.2563476563,2548.3332519531,4368.0771484375,7810.6411132813,7175.6411132813,1754.6153564453,5863.5898437500,,,
5.0937500000,0,2799.6154785156,2.8205039501,2053.3332519531,4947.4360351563,4386.2822265625,6399.6152343750,5946.1538085938,2297.5642089844,1590.7691650391,254.6153717041,4986.9228515625,1329.8718261719,2778.8461914063,7869.3588867188,2897.6923828125,1001.2820434570,,,
5.1015625000,0,4182.3076171875,2930.8974609375,2035.0000000000,2886.9230957031,2945.5129394531,3076.9230957031,1758.5897216797,1347.1794433594,2767.9487304688,3440.2563476563,5832.1796875000,1938.7178955078,5561.4101562500,560.0000000000,2906.1538085938,6228.5898437500,,,
5.1093750000,0,756.0256347656,1726.5384521484,6141.5385742188,4261.7949218750,5287.1796875000,6803.7177734375,1453.2050781250,4742.0512695313,3262.9487304688,2575.3845214844,7143.9741210938,4142.8203125000,99.9999923706,5348.4614257813,6452.8203125000,6466.0258789063,,,
5.1171875000,0,8357.1796875000,7624.6152343750,3460.6411132813,5089.4873046875,3215.6411132813,4033.7180175781,7141.6665039063,7338.7177734375,3382.6923828125,593.8461303711,2202.8205566406,1904.3590087891,5634.7436523438,5910.6411132813,7608.9746093750,5706.2822265625,,,
5.1250000000,0,4599.7436523438,5443.8461914063,3520.8974609375,675.5128173828,2085.8974609375,8130.5126953125,6639.3588867188,3430.8974609375,5856.4101562500,2384.2307128906,6517.6923828125,458.9743652344,4891.4101562500,6628.8461914063,2878.0769042969,1744.6153564453,,,
5.1328125000,0,3195.7692871094,1924.7435302734,5427.8203125000,3424.4870605469,1161.7949218750,1356.6666259766,1102.6922607422,5606.5385742188,6345.6411132813,7122.8203125000,7587.6923828125,1809.6153564453,1912.0512695313,4013.2050781250,7603.7177734375,5804.3588867188,,,
5.1406250000,0,2549.4870605469,5707.4360351563,7547.6923828125,7114.8715820313,237.5640869141,7151.7949218750,6658.2050781250,3419.8718261719,2821.7949218750,4753.0771484375,2741.0256347656,4843.2050781250,2631.0256347656,4462.0512695313,4165.1284179688,2769.7436523438,,,
5.1484375000,0,4698.7177734375,5662.4360351563,7103.9741210938,7984.8715820313,6535.6411132813,5233.4614257813,816.6666870117,6970.6411132813,2869.1025390625,6886.9228515625,6045.2563476563,4878.5898437500,1521.6666259766,6911.2822265625,7599.1025390625,5558.8461914063,,,
5.1562500000,0,5837.5639648438,3399.6154785156,7321.4101562500,1988.3333740234,2105.0000000000,5205.0000000000,6658.2050781250,4127.9487304688,8226.0253906250,4999.2309570313,2219.2307128906,7614.4873046875,4571.6665039063,4308.0771484375,2288.7180175781,574.6153564453,,,
5.1640625000,0,1522.3077392578,4868.2050781250,4823.8461914063,3580.7692871094,3833.8461914063,1208.8461914063,1428.9743652344,1942.5640869141,2605.8974609375,3556.0256347656,5367.3076171875,1775.0000000000,806.6666870117,5445.7690429688,5193.8461914063,5461.2822265625,,,
5.1718750000,0,5004.3588867188,8323.3330078125,5701.4101562500,6270.0000000000,6462.0512695313,7402.6923828125,7921.9228515625,8352.4355468750,4849.4873046875,2786.6667480469,7870.0000000000,8035.8974609375,7520.8974609375,4551.2822265625,1799.6153564453,7062.5639648438,,,
5.1796875000,0,6020.7690429688,6582.8203125000,727.8204956055,932.3076782227,6843.2050781250,1988.8461914063,7652.5639648438,3244.3588867188,3587.4357910156,3508.2050781250,2562.1794433594,1852.6922607422,1324.1025390625,232.9487152100,3004.3588867188,1489.3590087891,,,
5.1875000000,0,1663.9743652344,4325.5126953125,4618.9741210938,1708.8461914063,1698.5897216797,7110.7690429688,3147.1794433594,5219.1025390625,1467.3077392578,5925.6411132813,3612.0512695313,124.1025543213,4513.2050781250,1542.0512695313,6359.4873046875,2895.2563476563,,,
5.1953125000,0,5962.1796875000,5104.7436523438,2141.7949218750,8074.8715820313,6894.8715820313,1092.6922607422,2921.4101562500,475.0000000000,405.5128173828,1378.8461914063,875.0000000000,1984.1025390625,7958.2050781250,6070.1284179688,6479.2309570313,7305.7690429688,,,
5.2031250000,0,5628.3334960938,840.7692260742,2196.9230957031,1452.8205566406,7462.8203125000,2081.1538085938,5652.0512695313,4796.4101562500,3935.2563476563,3720.2563476563,4456.7949218750,6785.0000000000,5976.6665039063,5554.3588867188,5781.1538085938,1156.2821044922,,,
5.2109375000,0,6916.6665039063,5340.2563476563,6018.8461914063,4103.2050781250,2932.0512695313,5128.2050781250,2380.0000000000,728.0769042969,5339.6152343750,8343.3330078125,2396.0256347656,4240.2563476563,7358.3334960938,1190.2563476563,352.5640869141,4022.6923828125,,,
5.2187500000,0,1264.7435302734,3377.5642089844,6215.1284179688,1626.2821044922,7244.2309570313,8393.3330078125,8194.1025390625,285.3846130371,6896.9228515625,3715.6411132813,5444.2309570313,7466.4101562500,6099.4873046875,5986.5385742188,6594.7436523438,7421.5385742188,,,
5.2265625000,0,6423.5898437500,5896.1538085938,5495.0000000000,7834.3588867188,1387.6922607422,5482.8203125000,2843.9743652344,7480.7690429688,7371.6665039063,558.2051391602,5181.0258789063,152.5640869141,2624.1025390625,249.4871673584,6922.6923828125,2797.5642089844,,,
5.2343750000,0,679.4871826172,2668.9743652344,4306.6665039063,6103.0771484375,7199.6152343750,169.7435760498,4293.8461914063,1124.1025390625,823.8461303711,8065.2563476563,5219.4873046875,6543.0771484375,1933.9743652344,6562.3076171875,8176.6665039063,336.4102478027,,,
5.2421875000,0,1609.7435302734,1773.8461914063,674.1025390625,6398.5898437500,907.9487304688,4510.8974609375,4032.0512695313,8153.0771484375,2448.9743652344,7553.0771484375,5816.4101562500,5739.3588867188,5516.1538085938,3764.4870605469,5366.4101562500,2767.3076171875,,,
5.2500000000,0,4511.9228515625,1159.4871826172,1090.6409912109,8313.7177734375,2033.2050781250,4840.1284179688,7951.9228515625,1749.8718261719,4247.4360351563,934.7435913086,2297.9487304688,1521.6666259766,8086.1538085938,6246.4101562500,686.6666870117,7549.2309570313,,,
5.2578125000,0,5162.8203125000,1432.3077392578,113.8461456299,7358.4614257813,3834.6154785156,171.7948608398,7129.3588867188,5216.5385742188,1779.3590087891,4876.6665039063,1684.2307128906,641.6666870117,2218.5898437500,1871.1538085938,3623.2050781250,6249.6152343750,,,
5.2656250000,0,6049.6152343750,277.0512695313,6496.9228515625,642.3076782227,3926.5385742188,4143.8461914063,483.2051086426,7598.9746093750,6466.6665039063,5076.9228515625,4961.5385742188,3785.2563476563,6426.1538085938,7709.8715820313,2778.2050781250,3755.7692871094,,,
5.2734375000,0,2532.5642089844,3316.1538085938,3392.0512695313,1071.1538085938,2172.0512695313,4849.4873046875,1360.6409912109,1226.1538085938,459.2307739258,7987.8203125000,7336.6665039063,3364.7436523438,5616.0258789063,3665.5129394531,5838.7177734375,3297.3076171875,,,
5.2812500000,0,4851.4101562500,2964.8718261719,2223.4614257813,7155.5126953125,656.0256347656,4833.8461914063,4453.9741210938,109.3589630127,83.5897369385,5412.5639648438,5567.8203125000,1555.3846435547,2807.3076171875,1027.3077392578,8322.3076171875,4553.8461914063,,,
5.2890625000,0,2107.4357910156,8267.5644531250,3101.1538085938,121.6666564941,6598.4614257813,1957.4359130859,1328.4615478516,810.0000000000,3497.3076171875,3314.2307128906,3449.6154785156,4247.1796875000,8389.2304687500,6639.6152343750,7777.1796875000,5875.6411132813,,,
5.2968750000,0,5745.8974609375,3990.5129394531,7094.4873046875,3316.5385742188,2833.3332519531,8176.6665039063,7498.9746093750,7636.6665039063,3568.8461914063,7420.5126953125,7582.1796875000,1400.3846435547,2679.6154785156,5197.9487304688,3924.4870605469,7843.0771484375,,,
5.3046875000,0,2661.5385742188,5978.4614257813,1779.8718261719,1316.6666259766,4292.8203125000,1010.5128173828,832.5640869141,6377.3076171875,1073.2050781250,7715.0000000000,7406.1538085938,1689.2307128906,3584.2307128906,1998.9743652344,1244.1025390625,1205.0000000000,,,
5.3125000000,0,6589.8715820313,5430.3847656250,6925.2563476563,7731.4101562500,896.6666870117,2177.8205566406,4302.3076171875,2155.2563476563,5010.7690429688,4183.2050781250,7256.7949218750,205.2564086914,1117.5640869141,7619.1025390625,3020.7692871094,3523.8461914063,,,
5.3203125000,0,3395.0000000000,5063.5898437500,5597.6923828125,3214.8718261719,4030.1281738281,3014.8718261719,1201.1538085938,6948.3334960938,4108.4614257813,6168.4614257813,7937.9487304688,5927.4360351563,844.7435913086,1041.4102783203,6092.5639648438,3548.5898437500,,,
5.3281250000,0,7357.1796875000,876.2820434570,6634.6152343750,6748.2050781250,8126.0258789063,982.9487304688,2932.3076171875,3123.8461914063,7635.2563476563,635.1281738281,830.0000000000,1666.2821044922,4464.7436523438,3864.2307128906,3502.0512695313,4198.0771484375,,,
5.3359375000,0,5253.4614257813,4554.4873046875,1005.7692260742,1151.4102783203,3910.6411132813,1041.1538085938,1262.5640869141,746.1538085938,1445.2563476563,1369.4871826172,7192.3076171875,6196.7949218750,2136.4101562500,5251.6665039063,1224.2307128906,4021.9230957031,,,
5.3437500000,0,4180.3847656250,7699.6152343750,3839.6154785156,602.3076782227,740.2564086914,7843.8461914063,3808.9743652344,5707.1796875000,3213.9743652344,5755.2563476563,5893.8461914063,6101.6665039063,2884.8718261719,569.4871826172,1633.0769042969,7687.8203125000,,,
5.3515625000,0,4166.4101562500,3157.0512695313,3144.3588867188,5353.8461914063,8328.4619140625,4363.0771484375,1184.6153564453,1114.1025390625,3739.8718261719,8123.3334960938,3748.0769042969,8196.7949218750,3730.0000000000,8063.5898437500,6515.5126953125,3068.2050781250,,,
5.3593750000,0,6573.7177734375,6309.1025390625,1151.2821044922,6490.5126953125,4889.4873046875,1890.5128173828,7702.4360351563,7178.4614257813,6021.2822265625,1657.8205566406,1974.7435302734,7838.0771484375,189.3589630127,7225.7690429688,2896.2819824219,3316.6667480469,,,
5.3671875000,0,720.8973999023,3025.7692871094,7192.0512695313,6367.4360351563,4152.5639648438,7788.7177734375,1.0256320238,1960.1281738281,5470.1284179688,2578.3332519531,5622.3076171875,6745.0000000000,338.0769042969,8206.2822265625,5185.8974609375,417.4358825684,,,
5.3750000000,0,6635.1284179688,3907.9487304688,3830.6411132813,3888.0769042969,5928.8461914063,627.6923217773,5988.7177734375,6510.5126953125,3485.0000000000,487.4358825684,2946.0256347656,2857.8205566406,3300.2563476563,349.8717956543,5908.5898437500,4708.7177734375,,,
5.3828125000,0,194.7435760498,2096.9230957031,3276.5385742188,1470.3846435547,4921.9228515625,861.5384521484,5470.7690429688,3399.8718261719,5926.6665039063,1145.6409912109,7524.4873046875,4260.3847656250,4400.2563476563,1267.0512695313,6750.3847656250,3620.5129394531,,,
5.3906250000,0,5364.7436523438,5593.8461914063,2400.1281738281,1137.5640869141,5116.5385742188,4670.0000000000,8124.3588867188,2562.1794433594,2642.0512695313,4441.2822265625,4295.8974609375,2263.0769042969,243.5897369385,5950.7690429688,4793.4614257813,6360.7690429688,,,
5.3984375000,0,8265.0000000000,4172.0512695313,1427.3077392578,7299.4873046875,3537.6923828125,6665.3847656250,1902.4359130859,4160.8974609375,5877.1796875000,2801.0256347656,543.4615478516,3590.0000000000,2987.9487304688,8161.4101562500,2646.9230957031,6311.1538085938,,,
5.4062500000,0,2607.3076171875,3847.0512695313,1656.7949218750,4490.0000000000,5404.4873046875,2662.8205566406,6327.5639648438,2981.4101562500,6105.0000000000,5436.4101562500,3304.4870605469,6450.7690429688,79.1025543213,7372.4360351563,2709.2307128906,149.6153717041,,,
5.4140625000,0,7039.8715820313,5487.1796875000,5275.2563476563,407.6922912598,2632.4357910156,1265.7691650391,3489.3588867188,8312.1796875000,2522.3076171875,98.4615325928,6885.5126953125,1024.1025390625,4888.8461914063,6923.4614257813,4249.8715820313,5180.8974609375,,,
5.4218750000,0,6626.7949218750,4849.4873046875,5491.1538085938,7238.4614257813,4926.6665039063,6327.6923828125,6817.9487304688,3021.4101562500,6113.9741210938,4495.3847656250,4515.2563476563,7487.9487304688,5382.6923828125,7547.8203125000,6455.0000000000,1751.5384521484,,,
5.4296875000,0,7964.1025390625,1452.4359130859,952.6923217773,5722.4360351563,325.3846130371,4593.0771484375,5701.9228515625,5834.6152343750,2167.6923828125,2702.8205566406,4943.2050781250,4100.8974609375,6710.3847656250,2964.2307128906,4651.0258789063,6710.6411132813,,,
5.4375000000,0,7491.1538085938,6731.0258789063,6398.9741210938,3246.9230957031,2029.4871826172,3276.9230957031,613.7179565430,4206.7949218750,5448.5898437500,4282.4360351563,8215.7695312500,1497.6922607422,6668.8461914063,6723.5898437500,5509.6152343750,697.4359130859,,,
5.4453125000,0,6089.2309570313,7699.6152343750,5462.6923828125,1976.7949218750,5093.2050781250,1529.4871826172,4179.3588867188,3873.7180175781,1875.6409912109,2622.6923828125,7383.3334960938,5901.1538085938,2736.9230957031,5726.4101562500,5376.4101562500,2293.2050781250,,,
5.4531250000,0,1970.2563476563,4051.2819824219,5458.9741210938,1827.1794433594,4418.9741210938,4855.5126953125,583.0769042969,2453.3332519531,3217.8205566406,2311.4101562500,3211.5385742188,3280.2563476563,4480.5126953125,5100.2563476563,1587.8205566406,2632.5642089844,,,
5.4609375000,0,982.4359130859,663.3333129883,1566.7949218750,1223.5897216797,3242.8205566406,3146.2819824219,3893.4614257813,3800.3845214844,603.2051391602,7991.0258789063,2708.5898437500,2654.4870605469,8173.8461914063,865.7692260742,1651.9230957031,1822.8205566406,,,
5.4687500000,0,3746.7949218750,4678.7177734375,5522.1796875000,501.4102478027,5201.6665039063,4161.6665039063,1604.3590087891,5514.2309570313,6106.7949218750,8005.5126953125,3986.1538085938,4912.4360351563,7897.3076171875,5797.4360351563,8355.8974609375,3730.5129394531,,,
5.4765625000,0,6403.3334960938,5808.3334960938,645.0000000000,6362.9487304688,3267.0512695313,6857.6923828125,3998.5898437500,4799.3588867188,7810.6411132813,7889.1025390625,853.7179565430,7421.2822265625,2545.8974609375,7870.3847656250,4302.6923828125,3469.2307128906,,,
5.4843750000,0,1157.4359130859,8358.9746093750,2014.8718261719,2049.4870605469,3158.7180175781,7059.4873046875,1571.6666259766,6191.4101562500,141.5384521484,1575.1281738281,5263.4614257813,3967.9487304688,3953.2050781250,7120.6411132813,4980.8974609375,4996.0258789063,,,
5.4921875000,0,4862.4360351563,917.0512695313,4234.1025390625,1822.5640869141,363.9743652344,6110.6411132813,7847.1796875000,244.7435760498,562.8204956055,5965.6411132813,388.9743652344,1511.0256347656,1840.3846435547,3552.4357910156,428.2051086426,2547.9487304688,,,
5.5000000000,0,3250.2563476563,7728.8461914063,5952.9487304688,2170.1281738281,1200.8974609375,823.0769042969,2400.7692871094,8349.4873046875,3901.0256347656,1999.2307128906,5543.7177734375,5402.9487304688,2349.7436523438,7636.6665039063,3762.1794433594,5066.1538085938,,,
5.5078125000,0,1143.4615478516,2403.2050781250,6795.8974609375,775.6409912109,7063.2050781250,1735.2563476563,2450.0000000000,522.5640869141,2205.6411132813,813.9743652344,5316.6665039063,1541.0256347656,6028.9741210938,5322.6923828125,2050.7692871094,3969.4870605469,,,
5.5156250000,0,2925.6411132813,6756.5385742188,5717.0512695313,1858.3333740234,1170.7691650391,4115.5126953125,7752.0512695313,3003.2050781250,2454.4870605469,4729.4873046875,2211.7949218750,6470.2563476563,7491.7949218750,1700.7691650391,3820.7692871094,2356.7949218750,,,
5.5234375000,0,8163.0771484375,3269.3588867188,12.9487085342,2451.6667480469,7443.7177734375,7281.5385742188,3543.2050781250,4632.3076171875,6903.7177734375,3412.1794433594,1708.3333740234,80.1281967163,6348.8461914063,2577.0512695313,7902.4360351563,520.2564086914,,,
5.5312500000,0,6896.2822265625,2641.0256347656,7235.6411132813,1413.2050781250,6732.4360351563,3146.7949218750,5059.2309570313,3668.4614257813,4353.9741210938,2589.7436523438,1106.5384521484,4303.0771484375,3984.2307128906,1233.2050781250,195.7692260742,7477.1796875000,,,
5.5390625000,0,8140.5126953125,7102.1796875000,7978.0771484375,7120.3847656250,1628.4615478516,6692.5639648438,2267.0512695313,3535.6411132813,297.0512695313,3491.9230957031,3909.1025390625,2014.2307128906,7045.1284179688,3438.7180175781,1348.7178955078,5890.0000000000,,,
5.5468750000,0,2682.3076171875,7270.8974609375,1276.6666259766,381.0256347656,625.7692260742,2720.7692871094,6786.9228515625,470.2564086914,189.1025543213,2713.3332519531,291.9230651855,2119.3588867188,2821.6667480469,2307.9487304688,1553.5897216797,6320.0000000000,,,
5.5546875000,0,7126.2822265625,8017.4360351563,892.4359130859,5427.9487304688,3704.1025390625,2459.3588867188,3910.8974609375,574.8717651367,57.6922988892,1219.1025390625,2053.7180175781,5807.8203125000,36.9230690002,116.5384521484,2876.0256347656,5300.1284179688,,,
5.5625000000,0,7901.2822265625,7501.2822265625,6724.6152343750,3963.9743652344,3947.6923828125,6617.8203125000,1320.8974609375,6747.1796875000,6179.2309570313,5211.1538085938,4620.5126953125,3056.0256347656,3191.9230957031,7750.5126953125,3381.1538085938,4518.9741210938,,,
5.5703125000,0,7845.1284179688,7924.4873046875,8142.4360351563,7211.7949218750,7741.7949218750,2384.7436523438,5299.3588867188,6325.7690429688,1198.0769042969,3882.3076171875,3785.0000000000,4131.7949218750,6745.2563476563,2747.5642089844,366.5384521484,7880.1284179688,,,
5.5781250000,0,5631.9228515625,4551.7949218750,6075.8974609375,6501.6665039063,5541.0258789063,7283.5898437500,7631.2822265625,6306.6665039063,6280.0000000000,6421.5385742188,3535.6411132813,2046.6666259766,4206.1538085938,550.1281738281,1681.7949218750,1759.4871826172,,,
5.5859375000,0,3138.7180175781,3152.4357910156,7762.3076171875,4271.5385742188,1795.5128173828,4456.4101562500,5508.3334960938,3450.1281738281,2470.0000000000,5074.4873046875,4138.9741210938,4064.4870605469,4388.7177734375,5723.5898437500,7659.1025390625,488.0769042969,,,
5.5937500000,0,4364.1025390625,3875.1281738281,3309.6154785156,4232.9487304688,5509.8715820313,1541.9230957031,3288.8461914063,7286.6665039063,1124.4871826172,3556.9230957031,7761.4101562500,1482.9487304688,7602.0512695313,7894.4873046875,4027.5642089844,3621.6667480469,,,
5.6015625000,0,1274.3590087891,6922.8203125000,1395.0000000000,504.3589782715,4105.7690429688,5148.0771484375,7260.1284179688,6991.1538085938,2918.7180175781,3898.9743652344,7777.3076171875,1614.8718261719,7450.5126953125,1487.4359130859,8208.0771484375,6271.6665039063,,,
5.6093750000,0,2585.7692871094,1225.3846435547,2973.7180175781,1067.8205566406,4780.6411132813,8341.9228515625,3805.2563476563,4733.9741210938,1058.0769042969,7491.0258789063,8.5897350311,3200.3845214844,1646.1538085938,5757.9487304688,1378.3333740234,3874.4870605469,,,
5.6171875000,0,4034.8718261719,3051.5385742188,7641.7949218750,5209.7436523438,928.8461303711,160.2564086914,904.8717651367,4600.5126953125,101.0256347656,3898.2050781250,5396.9228515625,7841.5385742188,6622.4360351563,3890.8974609375,6266.6665039063,3467.4357910156,,,
5.6250000000,0,6114.8715820313,2962.3076171875,2235.8974609375,1.1538372040,1004.6153564453,7677.0512695313,4465.3847656250,1963.7178955078,3238.9743652344,2776.4101562500,2644.2307128906,1672.1794433594,8376.4101562500,6455.0000000000,2596.0256347656,2947.4357910156,,,
5.6328125000,0,2322.0512695313,2352.9487304688,4976.2822265625,7718.4614257813,4327.0512695313,5603.8461914063,5547.4360351563,3941.2819824219,2626.2819824219,4424.8715820313,7819.6152343750,1546.4102783203,8098.3334960938,3158.9743652344,4373.7177734375,6530.3847656250,,,
5.6406250000,0,7184.1025390625,4835.1284179688,8140.5126953125,887.1795043945,3534.4870605469,5306.7949218750,926.4102783203,1267.0512695313,582.8204956055,8136.2822265625,6074.4873046875,7474.7436523438,4438.8461914063,6215.6411132813,832.6923217773,3889.8718261719,,,
5.6484375000,0,3683.5898437500,7945.3847656250,103.0769119263,4876.0258789063,1830.0000000000,3838.4614257813,1173.2050781250,3507.8205566406,6762.0512695313,2220.2563476563,1702.9487304688,7417.0512695313,4307.4360351563,7073.2050781250,797.1795043945,6943.8461914063,,,
5.6562500000,0,7896.9228515625,850.0000000000,7404.1025390625,601.6666870117,6034.7436523438,5206.0258789063,2864.8718261719,5156.0258789063,2440.5126953125,4267.6923828125,1102.8205566406,7363.7177734375,3822.9487304688,3912.6923828125,2663.7180175781,8286.7949218750,,,
5.6640625000,0,4700.2563476563,1066.9230957031,49.6153755188,7229.1025390625,463.5897216797,6659.4873046875,272.0512695313,2052.0512695313,6360.0000000000,2955.6411132813,5675.1284179688,4039.2307128906,2805.6411132813,3845.8974609375,2951.0256347656,1968.8461914063,,,
5.6718750000,0,4025.8974609375,6105.0000000000,2533.2050781250,1993.8461914063,222.9487152100,6739.3588867188,4092.3076171875,7518.4614257813,2137.3076171875,3714.3588867188,3395.3845214844,8241.2822265625,2027.9487304688,5575.3847656250,2412.4357910156,4305.7690429688,,,
5.6796875000,0,112.4358901978,2763.4614257813,6125.8974609375,7360.2563476563,4268.8461914063,2618.3332519531,5429.4873046875,116.1538391113,2183.8461914063,294.6153869629,4672.5639648438,4942.1796875000,6696.0258789063,3565.1281738281,2506.1538085938,1486.9230957031,,,
5.6875000000,0,4764.7436523438,6296.0258789063,4320.3847656250,57.6922988892,1625.8974609375,6089.7436523438,3726.6667480469,3310.0000000000,4007.3076171875,7423.5898437500,1906.4102783203,7300.3847656250,4225.6411132813,1825.6409912109,2723.0769042969,5273.3334960938,,,
5.6953125000,0,111.0256347656,1773.5897216797,2710.7692871094,5375.0000000000,277.6922912598,7075.5126953125,5306.9228515625,5974.8715820313,5305.2563476563,4536.7949218750,3796.6667480469,7738.0771484375,3988.7180175781,8120.7690429688,2014.8718261719,5687.8203125000,,,
5.7031250000,0,239.9999847412,6374.4873046875,2959.2307128906,6185.7690429688,385.8974304199,2536.9230957031,7775.0000000000,8338.3330078125,2871.5385742188,4530.5126953125,5072.4360351563,7057.9487304688,5630.1284179688,924.3589477539,5156.4101562500,2284.8718261719,,,
5.7109375000,0,358.5897216797,7967.4360351563,734.8717651367,3361.2819824219,2240.1281738281,8024.3588867188,671.5384521484,451.0256347656,4250.1284179688,1087.3077392578,4230.0000000000,269.3589782715,6323.3334960938,8137.9487304688,1331.9230957031,6336.2822265625,,,
5.7187500000,0,6152.0512695313,1253.4615478516,2133.8461914063,4437.3076171875,1075.0000000000,1445.5128173828,4862.9487304688,6190.3847656250,1364.4871826172,5182.9487304688,6785.1284179688,6330.8974609375,3773.0769042969,1618.7178955078,2884.8718261719,6296.6665039063,,,
5.7265625000,0,6035.1284179688,7923.5898437500,5448.0771484375,1130.0000000000,7752.6923828125,4892.0512695313,483.0769042969,2357.5642089844,3626.7949218750,1414.3590087891,2420.3845214844,810.6409912109,3076.9230957031,8126.1538085938,6623.3334960938,153.2051239014,,,
5.7343750000,0,3736.5385742188,8394.3593750000,290.0000000000,7165.1284179688,7641.9228515625,7244.3588867188,1895.8974609375,5132.4360351563,8151.7949218750,5720.3847656250,6688.5898437500,6771.5385742188,5272.4360351563,7707.3076171875,4984.4873046875,6771.2822265625,,,
5.7421875000,0,366.2820434570,5189.2309570313,7012.3076171875,5317.0512695313,5203.9741210938,4031.2819824219,5719.6152343750,204.6153717041,1577.8205566406,3981.5385742188,683.5897216797,1576.5384521484,6237.5639648438,3938.7180175781,7951.6665039063,7733.2050781250,,,
5.7500000000,0,5384.7436523438,2075.1281738281,2436.2819824219,1757.4359130859,593.9743652344,6207.8203125000,2151.7949218750,736.1538085938,4340.0000000000,8112.9487304688,4034.3588867188,1699.2307128906,3233.4614257813,7819.8715820313,640.6409912109,8389.7431640625,,,
5.7578125000,0,1604.7435302734,3183.9743652344,6572.1796875000,7133.3334960938,4246.6665039063,388.7179260254,409.6153869629,5669.4873046875,2487.9487304688,5400.8974609375,90.1281967163,5813.4614257813,7930.2563476563,7455.1284179688,7715.3847656250,8234.2304687500,,,
5.7656250000,0,2722.6923828125,7843.3334960938,8025.8974609375,7337.6923828125,4693.9741210938,7972.5639648438,4678.4614257813,4792.6923828125,4489.4873046875,7324.1025390625,5931.7949218750,6284.8715820313,5230.6411132813,6848.2050781250,4823.3334960938,2798.0769042969,,,
5.7734375000,0,2832.1794433594,7195.1284179688,6951.5385742188,4182.4360351563,2015.2563476563,3901.5385742188,2755.6411132813,2528.9743652344,7332.3076171875,1475.6409912109,277.9486999512,2292.4357910156,4357.6923828125,3578.2050781250,2948.9743652344,1982.9487304688,,,
