Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,Reference,Reference,Event Id,Event Date,Event Duration
705.2109375000,0,7161.0258789063,7388.7177734375,1491.9230957031,7325.5126953125,5601.9228515625,3531.6667480469,4128.9741210938,5625.1284179688,6787.0512695313,7053.0771484375,4896.9228515625,1828.5897216797,9.7435808182,7096.1538085938,228.5897369385,7333.0771484375,,,
705.2187500000,0,1112.1794433594,1731.2821044922,7057.3076171875,7132.1796875000,7661.6665039063,2274.3588867188,4981.5385742188,5405.2563476563,5107.1796875000,8162.0512695313,8393.3330078125,1733.2050781250,3666.6667480469,3609.7436523438,857.0512695313,351.1538391113,,,
705.2265625000,0,7326.2822265625,5827.9487304688,4400.6411132813,8287.6923828125,1396.7949218750,8226.4101562500,2197.4357910156,6225.5126953125,7016.7949218750,7495.3847656250,1665.7691650391,3463.5898437500,4379.6152343750,5928.2050781250,163.7179412842,8071.5385742188,,,
705.2343750000,0,490.6410217285,4007.8205566406,8101.9228515625,4296.5385742188,5853.3334960938,6429.8715820313,1299.7435302734,7565.0000000000,1285.6409912109,8050.6411132813,4745.1284179688,136.9230651855,6870.6411132813,3035.0000000000,1.5384526253,4022.6923828125,,,
705.2421875000,0,3647.6923828125,4372.1796875000,3677.3076171875,5130.1284179688,6516.1538085938,5613.4614257813,6592.3076171875,3886.5385742188,7756.5385742188,7009.7436523438,8322.9482421875,351.4102478027,2513.0769042969,802.0512695313,3386.4101562500,7148.8461914063,,,
705.2500000000,0,1923.9743652344,6699.8715820313,2504.2307128906,1383.3333740234,7608.5898437500,7664.2309570313,3808.9743652344,3363.9743652344,7279.2309570313,4195.8974609375,5727.1796875000,1707.6922607422,5970.2563476563,3913.4614257813,567.0512695313,8155.0000000000,,,
705.2578125000,0,8290.8974609375,7626.9228515625,7085.0000000000,6524.4873046875,6713.7177734375,6490.5126953125,3482.8205566406,7099.8715820313,3975.5129394531,2854.4870605469,816.7948608398,2945.7692871094,810.8973999023,1851.9230957031,7679.2309570313,6579.4873046875,,,
705.2656250000,0,2737.4357910156,509.6153869629,5276.9228515625,4048.9743652344,1501.4102783203,1361.6666259766,3217.1794433594,3436.1538085938,1836.2821044922,2063.8461914063,199.9999847412,869.6153564453,1591.0256347656,7181.2822265625,1897.5640869141,2301.9230957031,,,
705.2734375000,0,3331.7949218750,3801.1538085938,5661.7949218750,7605.3847656250,7883.2050781250,7030.7690429688,4409.8715820313,4650.3847656250,5135.0000000000,1339.2307128906,1849.7435302734,3185.5129394531,3742.0512695313,4735.5126953125,6591.6665039063,8300.6406250000,,,
705.2812500000,0,4000.6411132813,2607.5642089844,6018.3334960938,2798.7180175781,5549.8715820313,4218.9741210938,5494.8715820313,6471.6665039063,4410.7690429688,5032.0512695313,7047.6923828125,4941.7949218750,5824.3588867188,5254.2309570313,3467.5642089844,3516.1538085938,,,
705.2890625000,0,8243.2050781250,334.3589782715,6575.7690429688,2064.4870605469,1955.7691650391,2675.2563476563,1294.7435302734,7961.7949218750,1274.6153564453,5387.5639648438,4962.5639648438,4528.5898437500,8314.1025390625,3872.3076171875,5827.3076171875,5497.8203125000,,,
705.2968750000,0,2661.7949218750,3178.8461914063,2635.5126953125,6103.8461914063,4709.6152343750,1305.7691650391,1269.7435302734,4357.1796875000,6994.1025390625,953.8461303711,2123.7180175781,7898.5898437500,3483.4614257813,6578.7177734375,5234.4873046875,5169.6152343750,,,
705.3046875000,0,4749.8715820313,7404.4873046875,5787.6923828125,4597.8203125000,2940.8974609375,3264.7436523438,783.5897216797,4097.9487304688,5453.2050781250,6285.5126953125,8274.2304687500,1687.5640869141,3229.3588867188,6916.1538085938,2485.3845214844,2880.2563476563,,,
705.3125000000,0,363.8461608887,4519.1025390625,2947.5642089844,2921.5385742188,1760.0000000000,960.7692260742,3217.1794433594,7451.1538085938,803.7179565430,4956.7949218750,3910.2563476563,1115.2563476563,7016.7949218750,6102.0512695313,2187.9487304688,5163.2050781250,,,
705.3203125000,0,4337.4360351563,5823.9741210938,1625.0000000000,8193.8457031250,3642.1794433594,3406.2819824219,4267.9487304688,4498.2050781250,946.6666870117,8118.4614257813,6347.4360351563,5045.2563476563,4978.2050781250,7993.8461914063,7554.8715820313,5178.5898437500,,,
705.3281250000,0,7655.3847656250,1255.6409912109,1138.7178955078,7614.6152343750,376.9230651855,7418.0771484375,2402.4357910156,7761.2822265625,1004.4871826172,3301.6667480469,4776.7949218750,5488.3334960938,5490.8974609375,2661.7949218750,7522.5639648438,7726.4101562500,,,
705.3359375000,0,5158.9741210938,8275.3847656250,6984.6152343750,6833.8461914063,8360.3847656250,4049.7436523438,6882.5639648438,956.5384521484,7371.0258789063,2125.1281738281,7916.5385742188,5415.7690429688,185.8974304199,7625.0000000000,7278.9746093750,3348.3332519531,,,
705.3437500000,0,317.3076782227,8067.8203125000,2599.2307128906,534.3589477539,4329.4873046875,220.7692260742,3215.3845214844,8309.4873046875,27.3076839447,7600.1284179688,2957.3076171875,4428.5898437500,6146.4101562500,4585.7690429688,3864.4870605469,1742.4359130859,,,
705.3515625000,0,2144.1025390625,8086.2822265625,8069.4873046875,6954.2309570313,7827.1796875000,451.0256347656,4966.9228515625,3002.9487304688,5920.1284179688,2329.6154785156,3352.6923828125,3543.3332519531,4409.2309570313,1180.1281738281,3762.6923828125,6579.4873046875,,,
705.3593750000,0,4051.9230957031,5715.8974609375,57.0512733459,8389.3593750000,556.2820434570,1418.2050781250,6625.0000000000,4268.5898437500,3028.2050781250,3316.0256347656,5765.5126953125,2449.6154785156,6554.8715820313,8232.5644531250,4951.0258789063,6786.2822265625,,,
705.3671875000,0,4434.1025390625,5233.7177734375,5160.0000000000,7824.4873046875,6131.0258789063,2459.1025390625,1594.2307128906,1410.6409912109,3160.6411132813,3010.6411132813,171.2820434570,7004.4873046875,1883.5897216797,4179.8715820313,474.2307739258,3184.2307128906,,,
705.3750000000,0,7838.9746093750,2674.2307128906,2909.6154785156,2748.3332519531,3964.1025390625,5947.3076171875,2467.0512695313,5331.0258789063,1019.2307739258,5660.0000000000,4271.5385742188,768.9743652344,7941.5385742188,2778.4614257813,5365.2563476563,4232.0512695313,,,
705.3828125000,0,3932.4357910156,1499.6153564453,288.8461303711,815.7692260742,4168.8461914063,515.6409912109,38.2051200867,7142.4360351563,7821.0258789063,1678.0769042969,1234.3590087891,2379.2307128906,7352.6923828125,4000.1281738281,770.7692260742,3862.4357910156,,,
705.3906250000,0,4800.8974609375,2538.8461914063,4215.6411132813,1960.0000000000,2274.6154785156,1497.8205566406,6016.5385742188,2231.5385742188,4270.6411132813,5425.2563476563,3562.3076171875,3102.3076171875,5436.1538085938,4589.2309570313,3488.3332519531,4727.4360351563,,,
705.3984375000,0,6573.3334960938,3423.3332519531,5190.8974609375,2178.7180175781,4955.3847656250,2422.0512695313,8371.1542968750,2519.8718261719,7648.5898437500,7780.5126953125,4566.1538085938,4020.6411132813,7667.3076171875,1317.5640869141,4695.8974609375,1263.7178955078,,,
705.4062500000,0,1330.3846435547,7272.3076171875,1180.8974609375,7338.2050781250,483.9743652344,2552.6923828125,347.6922912598,5848.4614257813,1878.2050781250,3781.9230957031,7031.6665039063,4467.1796875000,1894.8718261719,3797.1794433594,8145.6411132813,2572.0512695313,,,
705.4140625000,0,6620.5126953125,6131.6665039063,7754.8715820313,351.2820434570,5831.2822265625,6066.5385742188,1890.2563476563,4017.3076171875,2198.8461914063,485.7692260742,252.6923065186,6535.0000000000,1455.1281738281,5125.5126953125,6650.7690429688,2811.1538085938,,,
705.4218750000,0,1832.3077392578,4289.4873046875,644.6153564453,7502.8203125000,1153.5897216797,2312.1794433594,6812.5639648438,5253.2050781250,3521.9230957031,7127.0512695313,7072.5639648438,3177.4357910156,665.1281738281,4990.5126953125,4355.2563476563,5365.6411132813,,,
705.4296875000,0,6126.0258789063,4973.3334960938,5148.5898437500,1390.2563476563,2547.8205566406,1908.9743652344,2983.3332519531,6274.2309570313,7795.0000000000,752.3076782227,925.8973999023,6924.4873046875,3977.8205566406,1959.4871826172,7599.6152343750,6893.7177734375,,,
705.4375000000,0,1510.3846435547,3280.2563476563,7746.1538085938,8077.0512695313,3576.5385742188,7931.7949218750,7303.4614257813,2365.0000000000,971.9230957031,4892.8203125000,6756.5385742188,5677.4360351563,3825.6411132813,1192.8205566406,4845.5126953125,5587.3076171875,,,
705.4453125000,0,1600.2563476563,1028.0769042969,6523.7177734375,764.1025390625,2861.5385742188,67.1794815063,210.2564086914,2057.3076171875,193.0769195557,4135.5126953125,3041.5385742188,8127.4360351563,4871.0258789063,7079.1025390625,805.2564086914,5317.0512695313,,,
705.4531250000,0,1191.1538085938,3581.6667480469,2695.2563476563,2361.0256347656,6840.2563476563,3377.5642089844,3656.6667480469,4116.1538085938,5339.4873046875,8352.8203125000,5996.0258789063,6055.1284179688,2814.7436523438,334.4871826172,3296.5385742188,3121.7949218750,,,
705.4609375000,0,2918.0769042969,4631.5385742188,5546.0258789063,5807.4360351563,2396.5385742188,5241.7949218750,4267.3076171875,3497.8205566406,5019.2309570313,5311.5385742188,2229.6154785156,4211.9228515625,5108.2050781250,100.7692184448,6887.3076171875,5224.7436523438,,,
705.4687500000,0,2820.1281738281,1022.9487304688,4824.7436523438,2180.6411132813,5957.3076171875,7571.7949218750,2787.1794433594,1181.6666259766,6254.1025390625,439.4871826172,1730.8974609375,1667.4359130859,5297.5639648438,1784.6153564453,1673.5897216797,6623.8461914063,,,
705.4765625000,0,3228.3332519531,6286.7949218750,2541.4101562500,1755.6409912109,354.2307739258,4782.4360351563,742.6923217773,1425.7691650391,4971.4101562500,6161.6665039063,8038.7177734375,4060.6411132813,7962.9487304688,509.2307739258,2366.5385742188,1941.0256347656,,,
705.4843750000,0,4508.5898437500,552.9487304688,1884.8718261719,5256.7949218750,5698.5898437500,88.0769119263,4035.3845214844,7668.0771484375,5571.4101562500,4966.5385742188,7765.0000000000,687.5640869141,637.4359130859,4483.8461914063,4423.9741210938,4946.6665039063,,,
705.4921875000,0,7270.8974609375,3632.0512695313,6233.2050781250,3532.0512695313,308.4615173340,6083.0771484375,7717.5639648438,1568.2050781250,6545.2563476563,7709.3588867188,6336.5385742188,3898.0769042969,3431.4101562500,4613.3334960938,1141.1538085938,35.6410179138,,,
705.5000000000,0,2674.7436523438,2710.8974609375,7904.3588867188,5003.5898437500,1608.3333740234,508.4615173340,4239.1025390625,4793.7177734375,6644.1025390625,3557.6923828125,5677.9487304688,2642.0512695313,5107.5639648438,3190.0000000000,2577.6923828125,1444.2307128906,,,
705.5078125000,0,7868.3334960938,6436.7949218750,6570.6411132813,3605.5129394531,7124.7436523438,2587.3076171875,6932.0512695313,3154.6154785156,4147.9487304688,7573.4614257813,2026.7949218750,2676.0256347656,1728.7178955078,6197.8203125000,7091.6665039063,6692.5639648438,,,
705.5156250000,0,243.3333282471,692.5640869141,4320.2563476563,5596.5385742188,1156.2821044922,638.2051391602,1326.4102783203,2845.0000000000,5646.2822265625,1356.1538085938,4263.9741210938,6884.7436523438,312.3076782227,230.1281890869,6387.5639648438,7165.8974609375,,,
705.5234375000,0,8250.1279296875,1343.4615478516,6745.6411132813,800.0000000000,1711.0256347656,3298.3332519531,1367.9487304688,6597.6923828125,3758.9743652344,2751.5385742188,3628.3332519531,5852.8203125000,5850.3847656250,2473.3332519531,5549.1025390625,6646.0258789063,,,
705.5312500000,0,1619.2307128906,8192.1796875000,5764.3588867188,5450.1284179688,8012.4360351563,5128.8461914063,7214.1025390625,3453.2050781250,7373.2050781250,2360.5126953125,6477.5639648438,7322.6923828125,7245.3847656250,981.6666870117,6261.5385742188,6309.8715820313,,,
705.5390625000,0,3628.8461914063,6065.1284179688,0.3846064210,135.7692260742,801.1538085938,5191.1538085938,1045.3846435547,5057.5639648438,614.3589477539,953.2051391602,1294.1025390625,4152.9487304688,1532.0512695313,4699.8715820313,2663.8461914063,8221.9228515625,,,
705.5468750000,0,1527.9487304688,2496.4101562500,942.5640869141,481.1538391113,2842.4357910156,1888.2050781250,5564.4873046875,36.7948646545,7512.3076171875,7959.1025390625,6026.9228515625,1386.7949218750,5814.3588867188,2897.3076171875,3953.3332519531,4208.2050781250,,,
705.5546875000,0,1574.3590087891,2657.9487304688,3814.7436523438,6458.5898437500,2037.8205566406,1470.3846435547,1324.1025390625,7951.0258789063,1660.7691650391,2472.5642089844,5737.1796875000,592.8204956055,2649.4870605469,3216.5385742188,1746.2821044922,381.4102478027,,,
705.5625000000,0,6148.4614257813,6556.6665039063,480.6410217285,7482.1796875000,5290.8974609375,7083.0771484375,3992.3076171875,6061.9228515625,6200.1284179688,2939.4870605469,8397.1796875000,7962.0512695313,162.3076782227,164.6153717041,3973.0769042969,7342.9487304688,,,
705.5703125000,0,5143.9741210938,2150.3845214844,2986.6667480469,995.1281738281,2382.0512695313,1352.1794433594,5713.5898437500,7608.8461914063,1427.4359130859,6545.6411132813,3523.7180175781,1659.3590087891,4197.4360351563,6220.0000000000,3814.4870605469,7263.8461914063,,,
705.5781250000,0,5119.6152343750,7455.7690429688,1554.4871826172,231.6666564941,5979.2309570313,5465.7690429688,6602.1796875000,5882.3076171875,199.4871673584,2020.2563476563,3144.1025390625,5709.1025390625,6940.6411132813,1000.3845825195,2095.8974609375,3500.2563476563,,,
705.5859375000,0,2398.2050781250,5820.2563476563,5113.9741210938,4006.0256347656,2430.5126953125,1342.0512695313,657.0512695313,6843.8461914063,5270.6411132813,4407.0512695313,7355.0000000000,745.0000000000,6521.1538085938,1786.9230957031,3574.3588867188,6509.6152343750,,,
705.5937500000,0,7208.4614257813,1653.5897216797,6188.8461914063,6869.2309570313,4313.3334960938,5598.2050781250,961.9230957031,3635.3845214844,1246.2821044922,6940.2563476563,8268.0771484375,3606.2819824219,353.2051086426,2905.5129394531,3626.6667480469,3368.2050781250,,,
705.6015625000,0,4253.4614257813,8271.2822265625,7780.6411132813,2935.3845214844,4839.4873046875,2844.7436523438,1885.7691650391,8068.0771484375,7882.3076171875,4579.4873046875,7344.2309570313,4149.7436523438,7830.3847656250,5462.0512695313,3686.5385742188,3648.5898437500,,,
705.6093750000,0,264.6153869629,6465.6411132813,6158.9741210938,4201.6665039063,2202.0512695313,6097.1796875000,3642.0512695313,5755.2563476563,8149.8715820313,4433.9741210938,3965.6411132813,3527.6923828125,3070.6411132813,6466.7949218750,5817.4360351563,5374.1025390625,,,
705.6171875000,0,5704.2309570313,5412.9487304688,1345.1281738281,5408.9741210938,6362.5639648438,8107.8203125000,6526.6665039063,814.2307739258,322.4358825684,7428.0771484375,6393.2050781250,1868.8461914063,6307.9487304688,8235.7695312500,5563.0771484375,6118.8461914063,,,
705.6250000000,0,6591.5385742188,8291.7949218750,1495.3846435547,3191.1538085938,2417.3076171875,2314.4870605469,6261.9228515625,3293.5898437500,3995.2563476563,6170.2563476563,4277.1796875000,324.8717956543,3187.4357910156,3157.6923828125,1076.7949218750,7626.0258789063,,,
705.6328125000,0,1495.1281738281,3781.4101562500,8197.1796875000,3932.5642089844,5825.0000000000,5708.0771484375,96.1538391113,5533.4614257813,646.0256347656,4781.7949218750,6050.3847656250,7358.0771484375,3474.2307128906,6924.4873046875,2531.6667480469,1551.6666259766,,,
705.6406250000,0,6005.5126953125,6416.2822265625,181.2820434570,8069.1025390625,8389.8720703125,7062.5639648438,5389.6152343750,2231.0256347656,7490.6411132813,4147.4360351563,7659.1025390625,6576.5385742188,5368.3334960938,1027.3077392578,8298.7177734375,7794.6152343750,,,
705.6484375000,0,4468.9741210938,5315.1284179688,2200.8974609375,1256.0256347656,5791.2822265625,4958.5898437500,6648.5898437500,2498.2050781250,3096.1538085938,7141.2822265625,2878.5898437500,3767.8205566406,2475.5126953125,6152.1796875000,7133.8461914063,8372.8203125000,,,
705.6562500000,0,5954.4873046875,5135.6411132813,1312.3077392578,178.3333282471,239.9999847412,961.5384521484,1090.0000000000,688.3333129883,3887.5642089844,4620.3847656250,6318.5898437500,3016.6667480469,4921.7949218750,3771.4101562500,6610.5126953125,7993.4614257813,,,
705.6640625000,0,8198.0771484375,1430.2563476563,3795.5129394531,6520.8974609375,7081.1538085938,6555.3847656250,806.4102783203,1254.1025390625,80.8974304199,126.0256347656,2957.8205566406,2728.3332519531,5107.9487304688,1714.4871826172,7802.4360351563,3916.6667480469,,,
705.6718750000,0,7636.6665039063,1265.7691650391,5645.0000000000,5540.5126953125,7586.4101562500,8388.4619140625,1667.1794433594,3524.8718261719,8172.8203125000,851.7948608398,2533.9743652344,4763.4614257813,2359.3588867188,1616.5384521484,1474.4871826172,4523.8461914063,,,
705.6796875000,0,3829.2307128906,3644.7436523438,384.7435913086,1713.0769042969,345.7692260742,1386.4102783203,4369.8715820313,7781.2822265625,5131.5385742188,4448.2050781250,1931.4102783203,5482.0512695313,1874.4871826172,2607.8205566406,805.5128173828,6456.7949218750,,,
705.6875000000,0,4085.8974609375,4092.8205566406,2580.5126953125,1851.7949218750,2951.0256347656,6056.9228515625,8046.6665039063,6884.6152343750,6679.8715820313,5686.9228515625,1717.3077392578,3237.4357910156,5998.3334960938,6711.9228515625,6322.3076171875,3017.1794433594,,,
705.6953125000,0,6605.1284179688,1412.4359130859,5775.6411132813,6625.6411132813,1952.4359130859,7592.4360351563,741.6666870117,5667.5639648438,4634.4873046875,7073.8461914063,3748.0769042969,227.6923065186,3527.4357910156,4639.2309570313,1589.8718261719,4341.5385742188,,,
705.7031250000,0,4058.3332519531,1564.3590087891,5735.1284179688,5170.2563476563,1156.0256347656,6165.6411132813,2871.4101562500,3203.0769042969,2277.0512695313,3867.0512695313,357.1794738770,3415.5129394531,1160.0000000000,6131.2822265625,543.2051391602,7729.1025390625,,,
705.7109375000,0,559.7435913086,1604.4871826172,3635.0000000000,7490.2563476563,1582.8205566406,5303.0771484375,1594.4871826172,5398.5898437500,6346.0258789063,1600.6409912109,3480.2563476563,3646.0256347656,7369.6152343750,7523.3334960938,98.0769119263,7068.0771484375,,,
705.7187500000,0,7561.9228515625,4842.4360351563,4029.3588867188,8004.7436523438,3293.0769042969,4388.0771484375,5145.2563476563,3224.6154785156,3962.4357910156,975.1281738281,6272.4360351563,511.1538391113,8372.5644531250,406.9230651855,6176.5385742188,7593.3334960938,,,
705.7265625000,0,233.4615325928,7803.9746093750,409.4871826172,7417.9487304688,3241.9230957031,2593.9743652344,2757.1794433594,3532.0512695313,3247.6923828125,6279.1025390625,438.3333129883,1198.8461914063,1898.9743652344,5612.5639648438,5155.2563476563,4744.4873046875,,,
705.7343750000,0,6316.4101562500,5634.2309570313,246.4102478027,5755.0000000000,8375.6406250000,1470.6409912109,652.4359130859,6468.0771484375,8172.1796875000,5516.4101562500,3030.8974609375,2188.0769042969,8141.0258789063,5003.8461914063,6764.6152343750,4321.0258789063,,,
705.7421875000,0,17.0512733459,4239.1025390625,3396.2819824219,7251.5385742188,4879.3588867188,7872.9487304688,1324.1025390625,1936.0256347656,7128.2050781250,52.5640945435,5499.3588867188,3685.1281738281,6289.3588867188,7543.4614257813,6680.0000000000,3630.1281738281,,,
705.7500000000,0,576.1538085938,5057.0512695313,4347.3076171875,578.0769042969,6871.7949218750,4264.4873046875,2300.6411132813,4862.1796875000,4590.1284179688,8104.1025390625,8227.1796875000,2231.4101562500,2997.5642089844,5939.2309570313,1602.8205566406,512.0512695313,,,
705.7578125000,0,5837.9487304688,882.5640869141,7671.9228515625,7156.9228515625,753.7179565430,4749.3588867188,1811.4102783203,607.3076782227,7615.7690429688,422.0512695313,6324.6152343750,15.3846063614,498.3333129883,5667.6923828125,1474.3590087891,1181.5384521484,,,
705.7656250000,0,176.0256347656,3032.8205566406,6553.4614257813,3272.9487304688,1625.7691650391,803.7179565430,5980.2563476563,3419.4870605469,5735.7690429688,6755.5126953125,7778.9746093750,175.7692260742,6082.1796875000,1500.7691650391,7551.2822265625,4796.5385742188,,,
705.7734375000,0,1740.2563476563,5902.1796875000,5429.3588867188,4028.2050781250,4752.1796875000,5842.6923828125,2214.1025390625,5877.1796875000,5741.0258789063,5926.6665039063,256.0256347656,6679.3588867188,6244.4873046875,3610.3845214844,3073.0769042969,234.1025543213,,,
