Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,Reference,Reference,Event Id,Event Date,Event Duration
5.1796875000,0,3444.2307128906,2260.0000000000,5379.4873046875,3011.5385742188,3291.0256347656,2190.8974609375,3815.0000000000,114.2307586670,8223.2050781250,2706.1538085938,5468.7177734375,1910.0000000000,3257.4357910156,5773.3334960938,4775.2563476563,1728.2050781250,,,
5.1875000000,0,3680.3845214844,6753.2050781250,7240.6411132813,6773.2050781250,3102.1794433594,7447.8203125000,5606.1538085938,2456.0256347656,3390.0000000000,3559.6154785156,2844.2307128906,4039.8718261719,7192.1796875000,7723.5898437500,13.9743499756,460.8974304199,,,
5.1953125000,0,1853.8461914063,736.9230957031,3238.9743652344,3283.3332519531,6844.2309570313,8187.5639648438,6864.3588867188,1869.2307128906,2792.4357910156,7133.9741210938,4330.2563476563,6570.5126953125,8302.4355468750,6370.1284179688,4491.5385742188,111.5384521484,,,
5.2031250000,0,5009.1025390625,2733.9743652344,437.6922912598,1367.6922607422,1486.0256347656,1431.4102783203,7842.5639648438,4960.3847656250,4968.3334960938,1007.1795043945,7789.3588867188,6665.5126953125,1057.6922607422,5152.5639648438,1522.9487304688,5857.4360351563,,,
5.2109375000,0,7415.2563476563,5893.0771484375,7521.9228515625,5246.5385742188,4773.0771484375,7631.1538085938,4745.1284179688,3581.5385742188,5964.6152343750,2935.1281738281,4526.1538085938,7589.6152343750,1972.3077392578,7896.7949218750,7744.6152343750,4510.7690429688,,,
5.2187500000,0,1257.8205566406,6324.3588867188,8073.7177734375,3582.3076171875,3030.3845214844,3451.7949218750,5879.1025390625,8399.2304687500,6927.0512695313,300.5128173828,4361.6665039063,549.3589477539,8219.4873046875,6155.7690429688,7152.4360351563,1397.8205566406,,,
5.2265625000,0,2678.3332519531,2401.9230957031,7351.6665039063,400.8974304199,70.7692184448,7210.8974609375,28.3333244324,5147.6923828125,7471.6665039063,3399.6154785156,6060.5126953125,7052.6923828125,6000.5126953125,645.2564086914,4733.2050781250,7116.7949218750,,,
5.2343750000,0,70.5128097534,6362.1796875000,6956.7949218750,3445.7692871094,6516.4101562500,1091.9230957031,542.8204956055,6403.2050781250,2898.4614257813,5337.8203125000,2393.9743652344,5103.0771484375,1970.5128173828,2989.4870605469,192.6923065186,6202.9487304688,,,
5.2421875000,0,5069.4873046875,382.9486999512,4761.1538085938,359.3589782715,1117.5640869141,8217.1796875000,0.2564013004,4840.5126953125,1373.3333740234,286.9230651855,716.2820434570,5803.2050781250,1230.5128173828,2589.2307128906,3219.7436523438,333.8461303711,,,
5.2500000000,0,2994.2307128906,2053.9743652344,5417.1796875000,2486.4101562500,3988.9743652344,6873.4614257813,7641.1538085938,3630.1281738281,6356.2822265625,1179.8718261719,2822.9487304688,3881.9230957031,4225.5126953125,4545.5126953125,1346.0256347656,4781.0258789063,,,
5.2578125000,0,3282.6923828125,6606.4101562500,2671.7949218750,7700.5126953125,867.6923217773,4179.6152343750,661.5384521484,7030.7690429688,7225.1284179688,7850.2563476563,5562.9487304688,7091.4101562500,3622.6923828125,5656.2822265625,2845.1281738281,3604.6154785156,,,
5.2656250000,0,800.3845825195,8236.9228515625,4813.3334960938,92.6922988892,764.1025390625,1405.2563476563,775.2564086914,6281.6665039063,3138.5898437500,3277.0512695313,3321.9230957031,5652.6923828125,4048.5898437500,3045.3845214844,5220.6411132813,5942.6923828125,,,
5.2734375000,0,2887.4357910156,2568.4614257813,2729.4870605469,5923.2050781250,5283.8461914063,6051.4101562500,4519.2309570313,759.1025390625,2612.6923828125,3845.3845214844,1057.3077392578,7882.3076171875,1256.6666259766,1376.6666259766,1194.8718261719,4547.9487304688,,,
5.2812500000,0,6046.0258789063,3645.7692871094,3446.6667480469,8108.9746093750,844.4871826172,5500.8974609375,3397.1794433594,5447.0512695313,1787.9487304688,8007.6923828125,317.3076782227,8008.2050781250,7394.3588867188,7657.4360351563,6811.7949218750,3873.4614257813,,,
5.2890625000,0,2078.3332519531,5381.2822265625,6136.5385742188,2311.2819824219,7142.1796875000,1913.7178955078,6892.6923828125,215.7692260742,4151.0258789063,1639.8718261719,777.0512695313,7648.3334960938,5410.2563476563,3770.3845214844,6704.3588867188,777.5640869141,,,
5.2968750000,0,3258.0769042969,3510.0000000000,6169.8715820313,4430.8974609375,2885.7692871094,4071.7949218750,5248.5898437500,7831.7949218750,1491.1538085938,6248.3334960938,4157.5639648438,827.5640869141,7450.5126953125,4282.1796875000,5009.6152343750,4616.1538085938,,,
5.3046875000,0,7355.8974609375,1245.5128173828,1842.1794433594,7881.0258789063,603.2051391602,8120.8974609375,5395.1284179688,3460.3845214844,8202.6923828125,1500.7691650391,5096.0258789063,4430.2563476563,5136.2822265625,839.1025390625,2000.2563476563,323.8461303711,,,
5.3125000000,0,1472.1794433594,7188.5898437500,6887.5639648438,44.7435798645,7841.4101562500,3171.9230957031,460.0000000000,5817.0512695313,2196.1538085938,1822.5640869141,2771.0256347656,10.5128116608,6786.5385742188,1316.2821044922,5278.7177734375,1200.1281738281,,,
5.3203125000,0,4499.8715820313,1406.9230957031,1978.7178955078,6368.4614257813,3285.8974609375,2361.4101562500,972.4359130859,5.1281962395,7382.6923828125,1273.3333740234,5198.8461914063,6377.4360351563,7815.7690429688,3738.4614257813,7132.3076171875,2357.4357910156,,,
5.3281250000,0,4620.2563476563,3368.0769042969,5905.6411132813,5662.5639648438,7451.2822265625,7952.0512695313,5591.1538085938,380.1282043457,7054.7436523438,4988.7177734375,8279.3593750000,3042.3076171875,4329.8715820313,6517.9487304688,7441.6665039063,959.4871826172,,,
5.3359375000,0,7165.0000000000,1314.4871826172,2946.4101562500,3452.4357910156,3387.3076171875,763.3333129883,2842.5642089844,6391.5385742188,3989.3588867188,5022.1796875000,137.5640869141,6012.3076171875,8188.9746093750,6152.0512695313,7180.0000000000,7979.4873046875,,,
5.3437500000,0,4173.7177734375,2631.6667480469,114.3589630127,6230.3847656250,3568.7180175781,7896.1538085938,283.8461303711,3540.5129394531,1749.3590087891,3077.1794433594,6609.3588867188,7178.4614257813,936.4102783203,423.5897216797,3258.2050781250,5901.7949218750,,,
5.3515625000,0,346.9230651855,1629.1025390625,4749.3588867188,4161.0258789063,2513.0769042969,4462.1796875000,123.5897369385,2831.2819824219,3920.3845214844,4180.5126953125,3566.6667480469,2096.0256347656,5878.2050781250,2240.0000000000,2191.7949218750,8054.4873046875,,,
5.3593750000,0,6344.3588867188,7833.8461914063,7284.6152343750,2798.7180175781,707.5640869141,6730.2563476563,2251.7949218750,2119.8718261719,3395.6411132813,8274.2304687500,5971.6665039063,1528.7178955078,6342.3076171875,4710.6411132813,3936.2819824219,2393.0769042969,,,
5.3671875000,0,4311.0258789063,140.2564086914,6918.9741210938,4173.0771484375,4964.7436523438,3968.4614257813,5631.5385742188,2988.0769042969,4318.9741210938,7686.1538085938,438.9743652344,4360.7690429688,4878.3334960938,7272.8203125000,2925.7692871094,2274.4870605469,,,
5.3750000000,0,3968.5898437500,7162.6923828125,5942.6923828125,6797.8203125000,7635.7690429688,3912.6923828125,5622.8203125000,4072.6923828125,6555.7690429688,5260.5126953125,8038.8461914063,6058.7177734375,1730.6409912109,2183.0769042969,3336.9230957031,144.2307586670,,,
5.3828125000,0,1766.0256347656,4287.4360351563,5286.1538085938,8355.7695312500,2180.7692871094,4417.4360351563,5472.9487304688,4159.8715820313,1546.0256347656,3404.7436523438,947.1795043945,7052.3076171875,598.4615478516,4233.8461914063,2875.0000000000,7597.5639648438,,,
5.3906250000,0,701.4102783203,3440.0000000000,5152.9487304688,217.3076782227,1299.7435302734,1286.0256347656,4567.9487304688,4813.0771484375,4906.7949218750,2444.4870605469,347.4358825684,5319.2309570313,584.6153564453,7214.1025390625,4537.1796875000,1781.5384521484,,,
5.3984375000,0,6114.1025390625,2067.4357910156,7395.7690429688,7008.2050781250,7545.8974609375,6927.8203125000,2129.6154785156,5797.5639648438,2669.7436523438,2360.8974609375,7151.5385742188,7744.4873046875,7042.4360351563,3534.3588867188,3537.9487304688,6126.7949218750,,,
5.4062500000,0,168.9743499756,3785.0000000000,7420.5126953125,7440.8974609375,5339.8715820313,1684.1025390625,5530.3847656250,6153.2050781250,3769.3588867188,1471.6666259766,6048.0771484375,7225.1284179688,2697.8205566406,4557.4360351563,5014.8715820313,3679.6154785156,,,
5.4140625000,0,1804.3590087891,5385.2563476563,758.2051391602,5684.1025390625,7048.8461914063,889.1025390625,2572.3076171875,3226.4101562500,2012.3077392578,1815.5128173828,2644.1025390625,3883.3332519531,5531.0258789063,8380.6406250000,5836.1538085938,3309.8718261719,,,
5.4218750000,0,284.2307739258,6425.1284179688,5643.2050781250,4899.2309570313,5300.1284179688,7773.2050781250,4982.1796875000,7927.8203125000,4127.4360351563,4830.2563476563,3114.8718261719,5550.0000000000,735.5128173828,1661.1538085938,7646.6665039063,5007.8203125000,,,
5.4296875000,0,941.4102783203,6108.8461914063,4911.0258789063,1872.1794433594,8385.5126953125,6406.5385742188,4610.7690429688,2686.4101562500,4175.7690429688,729.8717651367,7535.5126953125,5541.7949218750,606.6666870117,6565.5126953125,7028.3334960938,7530.5126953125,,,
5.4375000000,0,8037.1796875000,6041.5385742188,1903.8461914063,3390.1281738281,1167.9487304688,2962.1794433594,7049.3588867188,1141.1538085938,4674.6152343750,6685.8974609375,3054.4870605469,2887.1794433594,4766.0258789063,5701.0258789063,762.9487304688,2505.0000000000,,,
5.4453125000,0,4642.8203125000,3062.4357910156,1151.4102783203,1290.2563476563,2767.3076171875,346.0256347656,5332.9487304688,6283.9741210938,3495.2563476563,5914.7436523438,5670.6411132813,765.3845825195,5234.6152343750,7172.6923828125,8212.1796875000,3675.7692871094,,,
5.4531250000,0,3873.3332519531,4322.3076171875,3453.5898437500,4791.0258789063,2547.9487304688,1521.4102783203,4150.3847656250,1508.2050781250,5780.8974609375,5358.9741210938,4438.0771484375,7416.4101562500,7266.5385742188,6445.5126953125,5913.5898437500,4294.1025390625,,,
5.4609375000,0,5228.5898437500,6642.8203125000,8321.6669921875,3494.4870605469,8101.9228515625,3901.4101562500,783.2051391602,5951.1538085938,995.1281738281,50.5128097534,4643.5898437500,7044.1025390625,127.4358901978,7161.5385742188,4446.0258789063,6933.7177734375,,,
5.4687500000,0,4681.5385742188,6683.7177734375,3029.7436523438,2144.2307128906,4166.4101562500,2000.8974609375,2129.8718261719,1807.1794433594,6773.7177734375,6570.1284179688,1659.6153564453,4558.3334960938,4264.7436523438,2042.5640869141,1580.0000000000,6584.7436523438,,,
5.4765625000,0,490.8974304199,4258.5898437500,5525.7690429688,6712.8203125000,111.7948608398,4560.1284179688,6303.2050781250,2982.1794433594,6398.2050781250,343.4615173340,7057.8203125000,6889.8715820313,5315.2563476563,2915.7692871094,4634.6152343750,243.5897369385,,,
5.4843750000,0,3948.5898437500,3151.4101562500,3265.7692871094,1299.8718261719,4670.5126953125,4324.1025390625,8101.0258789063,2951.9230957031,1771.7949218750,182.9487152100,5206.1538085938,1560.8974609375,3609.8718261719,7318.5898437500,3240.7692871094,6852.0512695313,,,
5.4921875000,0,5372.3076171875,2161.2819824219,2165.8974609375,2717.6923828125,3337.4357910156,7482.1796875000,3827.5642089844,4143.7177734375,3517.9487304688,1363.7178955078,7004.6152343750,4941.5385742188,3247.6923828125,4448.2050781250,7407.0512695313,921.6666870117,,,
5.5000000000,0,419.7435913086,1692.5640869141,6230.6411132813,6411.7949218750,2570.6411132813,1494.2307128906,6863.0771484375,4589.3588867188,1005.0000000000,5.1281962395,225.3846130371,628.0769042969,7261.9228515625,3886.4101562500,7081.1538085938,7115.3847656250,,,
5.5078125000,0,4395.1284179688,6040.1284179688,4528.7177734375,1935.2563476563,332.1794738770,1694.2307128906,3627.8205566406,7932.4360351563,1503.5897216797,3399.8718261719,3990.8974609375,7791.4101562500,7017.0512695313,5565.8974609375,6013.9741210938,6167.1796875000,,,
5.5156250000,0,1057.6922607422,3245.0000000000,4923.8461914063,880.3845825195,2467.6923828125,5703.2050781250,206.4102478027,7704.8715820313,2083.7180175781,6736.2822265625,2481.9230957031,3409.8718261719,2118.7180175781,2924.4870605469,5153.0771484375,1862.5640869141,,,
5.5234375000,0,6508.0771484375,16.5384521484,6629.7436523438,6660.6411132813,5914.3588867188,7414.2309570313,6138.2050781250,6196.4101562500,5940.3847656250,8230.2568359375,6553.0771484375,6834.4873046875,1243.3333740234,4109.1025390625,4699.1025390625,4968.0771484375,,,
5.5312500000,0,3906.4101562500,2409.6154785156,7758.7177734375,2058.5898437500,7622.0512695313,7267.9487304688,8145.3847656250,5662.4360351563,4611.4101562500,8147.9487304688,607.8204956055,4279.2309570313,3958.7180175781,5234.2309570313,4883.0771484375,3888.2050781250,,,
5.5390625000,0,1551.6666259766,3277.5642089844,74.6153793335,3584.6154785156,7742.0512695313,493.2051086426,7003.7177734375,883.5897216797,3982.8205566406,7441.9228515625,2824.8718261719,8102.5639648438,2536.1538085938,4391.0258789063,7927.5639648438,8273.5898437500,,,
5.5468750000,0,7848.0771484375,5206.0258789063,2050.8974609375,4631.9228515625,5470.2563476563,5425.6411132813,7221.7949218750,3155.8974609375,6883.4614257813,482.4358825684,4809.4873046875,3653.2050781250,266.7948608398,5249.6152343750,1618.0769042969,3561.5385742188,,,
5.5546875000,0,268.7179260254,5873.0771484375,4620.3847656250,7714.3588867188,1812.3077392578,4135.6411132813,429.4871826172,3291.2819824219,5649.8715820313,4765.2563476563,6815.3847656250,5980.1284179688,353.8461303711,6355.5126953125,4580.6411132813,6348.2050781250,,,
5.5625000000,0,6857.3076171875,6722.6923828125,1062.8205566406,1582.9487304688,5199.1025390625,6774.3588867188,2587.5642089844,6051.2822265625,3259.1025390625,424.8717956543,6027.9487304688,233.0769195557,2453.9743652344,3671.5385742188,2946.1538085938,5258.8461914063,,,
5.5703125000,0,4152.3076171875,4108.5898437500,2271.9230957031,3619.4870605469,5373.3334960938,213.4615325928,8154.2309570313,8222.0517578125,4998.3334960938,1646.1538085938,359.3589782715,2579.1025390625,3315.7692871094,8287.5644531250,811.6666870117,5456.2822265625,,,
5.5781250000,0,713.8461303711,8132.0512695313,7392.6923828125,7462.3076171875,3535.7692871094,5636.0258789063,5887.8203125000,4778.5898437500,1082.3077392578,6937.1796875000,1822.6922607422,3322.9487304688,1238.4615478516,1421.6666259766,263.4615173340,1575.7691650391,,,
5.5859375000,0,4478.3334960938,7279.4873046875,2920.1281738281,589.2307739258,3529.8718261719,1118.2050781250,7606.2822265625,6053.8461914063,2624.2307128906,2680.8974609375,2050.8974609375,916.6666870117,5096.1538085938,1766.7949218750,852.1795043945,3619.6154785156,,,
5.5937500000,0,2.9487090111,5528.7177734375,7192.3076171875,4595.3847656250,80.2564010620,7995.3847656250,4667.9487304688,7616.9228515625,2085.8974609375,2222.5642089844,1971.1538085938,5137.3076171875,1019.7435913086,5990.3847656250,1076.2821044922,2815.2563476563,,,
5.6015625000,0,799.2307739258,7258.0771484375,1509.6153564453,2627.8205566406,2153.2050781250,6575.6411132813,2698.3332519531,6168.9741210938,7564.2309570313,7528.7177734375,5625.5126953125,7025.1284179688,3689.8718261719,558.0769042969,7355.2563476563,5095.7690429688,,,
5.6093750000,0,1916.9230957031,3980.1281738281,1014.4871826172,536.1538085938,6526.9228515625,111.9230651855,156.0256347656,8357.1796875000,5826.4101562500,2587.8205566406,3103.4614257813,5947.1796875000,6801.5385742188,2722.3076171875,5897.5639648438,1565.1281738281,,,
5.6171875000,0,4249.6152343750,4073.4614257813,1075.5128173828,8199.1025390625,2511.0256347656,5413.5898437500,7301.0258789063,3333.0769042969,3364.2307128906,7740.1284179688,2891.2819824219,6228.7177734375,8248.2050781250,7334.8715820313,2427.0512695313,3245.6411132813,,,
5.6250000000,0,4753.2050781250,1412.3077392578,5607.0512695313,3276.2819824219,1196.9230957031,6090.5126953125,480.5128173828,2276.5385742188,14.6153755188,3878.7180175781,3445.6411132813,1856.5384521484,5999.7436523438,6428.4614257813,3549.7436523438,8132.6923828125,,,
5.6328125000,0,916.4102783203,4342.1796875000,1056.9230957031,7311.4101562500,5952.4360351563,6166.5385742188,2663.5898437500,4651.4101562500,6702.4360351563,4656.7949218750,5996.1538085938,7014.1025390625,815.8973999023,362.5640869141,3231.4101562500,891.9230957031,,,
5.6406250000,0,7342.3076171875,3395.5129394531,7282.1796875000,6956.5385742188,1159.4871826172,5956.9228515625,1462.6922607422,6830.1284179688,1210.2563476563,2102.9487304688,4028.8461914063,4741.2822265625,1227.6922607422,4967.4360351563,7761.2822265625,5881.5385742188,,,
5.6484375000,0,7838.2050781250,5787.8203125000,4125.7690429688,6504.7436523438,7348.7177734375,6737.5639648438,1016.5384521484,7090.1284179688,1889.2307128906,4308.2050781250,3296.9230957031,1247.0512695313,513.3333129883,370.8974304199,2257.5642089844,3132.4357910156,,,
5.6562500000,0,7369.3588867188,7927.9487304688,5430.3847656250,26.6666584015,1278.9743652344,6262.6923828125,2408.2050781250,8166.6665039063,3106.2819824219,4387.8203125000,59.1025543213,1484.2307128906,6478.0771484375,783.7179565430,1875.2563476563,5238.2050781250,,,
5.6640625000,0,1586.5384521484,2576.4101562500,4835.7690429688,2161.0256347656,6471.4101562500,28.8461456299,1103.2050781250,6036.2822265625,3374.8718261719,5658.8461914063,7185.5126953125,7760.1284179688,3769.2307128906,2066.6667480469,8330.7695312500,2470.8974609375,,,
5.6718750000,0,4357.3076171875,1588.9743652344,3376.9230957031,3229.4870605469,2085.3845214844,3455.1281738281,2756.6667480469,1536.7949218750,5801.6665039063,3620.0000000000,2470.5126953125,2868.4614257813,933.4615478516,8377.3076171875,2099.7436523438,7315.6411132813,,,
5.6796875000,0,1320.1281738281,8047.0512695313,609.8717651367,8074.4873046875,4558.4614257813,5049.4873046875,2940.3845214844,5677.6923828125,8198.7177734375,1557.0512695313,3094.6154785156,1641.4102783203,2051.4101562500,3588.4614257813,57.1794776917,1711.2821044922,,,
5.6875000000,0,8114.8715820313,7737.0512695313,1001.4102783203,3535.7692871094,7619.8715820313,4509.1025390625,7786.9228515625,5953.4614257813,4890.3847656250,5469.8715820313,4011.0256347656,5423.3334960938,2939.4870605469,7842.3076171875,4050.0000000000,2571.9230957031,,,
5.6953125000,0,6985.5126953125,1001.2820434570,8322.1796875000,5958.2050781250,513.2051391602,1464.1025390625,6411.0258789063,1652.4359130859,5784.1025390625,221.0256347656,945.6409912109,6951.5385742188,7963.5898437500,4173.2050781250,6796.5385742188,6971.2822265625,,,
5.7031250000,0,935.8973999023,4052.1794433594,3498.0769042969,2813.2050781250,6147.6923828125,4540.0000000000,3638.8461914063,4074.7436523438,4000.1281738281,5628.3334960938,6178.0771484375,5392.1796875000,821.7948608398,7890.1284179688,7818.5898437500,2481.2819824219,,,
5.7109375000,0,7461.1538085938,7393.2050781250,4987.0512695313,1762.3077392578,3673.8461914063,332.3076782227,5869.7436523438,3939.2307128906,7559.6152343750,6486.0258789063,7721.6665039063,5637.4360351563,5221.2822265625,6199.6152343750,267.4358825684,6271.9228515625,,,
5.7187500000,0,4367.0512695313,2913.0769042969,4975.6411132813,4785.3847656250,3395.7692871094,1928.7178955078,5257.6923828125,2762.3076171875,7313.5898437500,6385.0000000000,5561.1538085938,6071.5385742188,4031.6667480469,7218.5898437500,3130.1281738281,2305.0000000000,,,
5.7265625000,0,48.4615287781,2188.8461914063,979.4871826172,4984.3588867188,4147.1796875000,1923.2050781250,2557.0512695313,6875.6411132813,6913.7177734375,6256.0258789063,5428.9741210938,4978.7177734375,2681.6667480469,4193.5898437500,4683.4614257813,1741.7949218750,,,
5.7343750000,0,6566.6665039063,3175.5129394531,4872.6923828125,2262.9487304688,239.6153717041,5917.4360351563,3484.3588867188,3123.5898437500,3965.2563476563,1914.6153564453,8254.4873046875,4752.8203125000,6008.7177734375,2860.6411132813,3599.2307128906,1858.7178955078,,,
5.7421875000,0,927.3076782227,1106.4102783203,5703.2050781250,6575.6411132813,617.0512695313,2401.6667480469,5877.5639648438,8180.3847656250,2633.3332519531,5656.6665039063,250.3846130371,1688.7178955078,4205.3847656250,872.1795043945,1650.2563476563,3004.7436523438,,,
5.7500000000,0,3278.5898437500,3714.3588867188,7811.5385742188,7273.2050781250,4978.7177734375,3118.9743652344,8114.2309570313,1842.8205566406,6415.7690429688,2862.0512695313,6840.5126953125,83.9743499756,6961.1538085938,4648.7177734375,22.9487094879,410.0000000000,,,
5.7578125000,0,5770.2563476563,2638.8461914063,8219.1025390625,1837.9487304688,5895.0000000000,2680.2563476563,698.0769042969,6714.1025390625,5157.5639648438,1515.1281738281,4307.5639648438,6571.0258789063,2893.2050781250,96.7948608398,158.5897369385,2556.6667480469,,,
5.7656250000,0,4841.6665039063,1937.8205566406,2157.8205566406,8016.0258789063,2719.4870605469,6270.2563476563,7543.4614257813,772.4359130859,6478.4614257813,4983.0771484375,2457.4357910156,8199.6152343750,2502.1794433594,3168.2050781250,232.5640869141,2590.3845214844,,,
5.7734375000,0,3121.6667480469,8260.2568359375,1896.4102783203,1398.9743652344,4213.0771484375,5038.5898437500,6352.4360351563,8398.7177734375,644.3589477539,2520.8974609375,4801.1538085938,8128.9746093750,321.1538391113,3291.1538085938,169.6153717041,6463.9741210938,,,
