Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,Channel 15,Channel 16,Event Id,Event Date,Event Duration
13.0781249998,0,1296.9230957031,4889.4873046875,810.2564086914,3496.1538085938,8371.7949218750,2767.5642089844,7920.3847656250,5971.2822265625,78.7179412842,1510.7691650391,8295.1279296875,8258.9746093750,4256.9228515625,7336.2822265625,947.1795043945,985.0000000000,,,
13.0859374998,0,1355.5128173828,2848.9743652344,6115.8974609375,4936.7949218750,1951.2821044922,7812.4360351563,4101.6665039063,2380.8974609375,984.4871826172,6837.1796875000,5959.2309570313,417.1794738770,2704.2307128906,5143.5898437500,4143.5898437500,6127.8203125000,,,
13.0937499998,0,1094.2307128906,6029.2309570313,817.0512695313,2272.1794433594,2789.4870605469,4710.2563476563,5171.1538085938,904.6153564453,2470.0000000000,3886.9230957031,1431.6666259766,5887.9487304688,7184.1025390625,5667.1796875000,4143.5898437500,1993.9743652344,,,
13.1015624998,0,1511.9230957031,4361.2822265625,979.4871826172,3786.1538085938,2683.5898437500,5942.6923828125,1446.0256347656,6164.7436523438,1442.5640869141,7059.7436523438,1923.4615478516,8134.4873046875,6644.6152343750,4201.5385742188,3311.9230957031,5382.4360351563,,,
13.1093749998,0,6935.3847656250,334.3589782715,1216.0256347656,346.6666564941,7667.6923828125,6946.6665039063,1188.3333740234,3153.5898437500,1744.1025390625,7449.1025390625,3258.9743652344,659.3589477539,2506.0256347656,8146.4101562500,1288.2050781250,5777.0512695313,,,
13.1171874998,0,223.5897369385,5732.3076171875,8135.3847656250,7126.5385742188,5298.3334960938,6872.3076171875,3844.4870605469,6072.1796875000,7716.1538085938,2393.0769042969,2983.0769042969,2716.4101562500,7205.2563476563,7853.0771484375,6933.2050781250,500.6410217285,,,
13.1249999998,0,6948.2050781250,5819.8715820313,2284.8718261719,7054.1025390625,794.2307739258,565.7692260742,3673.3332519531,5359.7436523438,3393.0769042969,2719.4870605469,8224.8720703125,7929.4873046875,909.1025390625,1815.3846435547,1747.5640869141,2347.5642089844,,,
13.1328124998,0,2859.3588867188,4687.3076171875,8046.4101562500,4376.0258789063,4855.8974609375,576.6666870117,7998.4614257813,414.1025695801,1385.2563476563,1268.5897216797,2908.5898437500,6912.0512695313,704.8717651367,1641.4102783203,2881.2819824219,7043.5898437500,,,
13.1406249998,0,7112.1796875000,7454.7436523438,6967.5639648438,5495.1284179688,2904.3588867188,7067.0512695313,3627.9487304688,1852.0512695313,1776.0256347656,1270.8974609375,273.8461303711,1773.8461914063,1408.7178955078,7425.0000000000,6655.1284179688,8032.0512695313,,,
13.1484374998,0,5039.8715820313,6580.8974609375,6861.0258789063,3122.9487304688,3831.4101562500,1697.4359130859,2710.8974609375,2407.8205566406,8243.5898437500,5578.7177734375,3367.4357910156,5803.8461914063,3292.3076171875,5846.2822265625,5590.8974609375,376.7948608398,,,
13.1562499998,0,6150.0000000000,3293.4614257813,6208.0771484375,829.1025390625,5693.0771484375,3786.2819824219,5282.3076171875,2289.7436523438,757.4359130859,2404.2307128906,8107.6923828125,7582.1796875000,1446.2821044922,6608.2050781250,2667.4357910156,5939.6152343750,,,
13.1640624998,0,7399.8715820313,6278.9741210938,1940.1281738281,5056.5385742188,2931.5385742188,2276.7949218750,7194.8715820313,7883.0771484375,8331.0253906250,8110.6411132813,1073.7178955078,8313.3330078125,4182.3076171875,339.8717956543,8215.7695312500,3268.8461914063,,,
13.1718749998,0,4986.6665039063,6661.0258789063,2417.6923828125,978.3333129883,3488.8461914063,4462.6923828125,1221.7949218750,3274.3588867188,1495.7691650391,2876.0256347656,5207.1796875000,2129.3588867188,6688.3334960938,7401.7949218750,7019.7436523438,652.5640869141,,,
13.1796874998,0,1510.6409912109,3187.5642089844,257.3076782227,5207.8203125000,7618.0771484375,444.3589782715,4585.5126953125,4262.3076171875,6913.2050781250,3584.6154785156,6208.5898437500,5136.1538085938,7969.2309570313,8058.2050781250,5644.1025390625,7861.4101562500,,,
13.1874999998,0,2917.3076171875,1546.2821044922,5938.4614257813,6918.9741210938,7766.6665039063,2841.0256347656,7372.0512695313,6352.8203125000,6725.5126953125,6924.6152343750,4668.0771484375,2534.1025390625,5036.6665039063,3539.2307128906,3226.1538085938,5585.3847656250,,,
13.1953124998,0,6871.1538085938,7306.9228515625,1632.5640869141,5449.3588867188,6884.6152343750,1769.4871826172,1519.3590087891,8163.3334960938,1894.7435302734,6084.3588867188,5826.0258789063,1184.2307128906,3712.9487304688,6353.2050781250,8152.6923828125,1003.9743652344,,,
13.2031249998,0,3861.9230957031,6810.2563476563,1641.5384521484,889.4871826172,4692.0512695313,4505.5126953125,2976.1538085938,7975.6411132813,7943.0771484375,3030.5129394531,6772.5639648438,5205.2563476563,7525.5126953125,657.5640869141,2732.9487304688,2165.5126953125,,,
13.2109374998,0,2815.8974609375,91.2820434570,5330.0000000000,5246.4101562500,4804.7436523438,7700.3847656250,3817.3076171875,3355.7692871094,6974.1025390625,7555.8974609375,3331.5385742188,7253.8461914063,7005.3847656250,1371.0256347656,3180.2563476563,6011.2822265625,,,
13.2187499998,0,6159.8715820313,3980.2563476563,6960.7690429688,2878.5898437500,7090.5126953125,8340.3847656250,8256.0253906250,8271.7949218750,2935.5129394531,4319.1025390625,7412.1796875000,3368.4614257813,785.2564086914,1766.6666259766,4325.6411132813,5557.1796875000,,,
13.2265624998,0,7759.8715820313,7271.7949218750,1582.5640869141,4896.0258789063,2331.4101562500,2324.6154785156,2168.3332519531,7385.2563476563,1933.2050781250,3109.3588867188,6817.3076171875,6251.5385742188,5402.5639648438,6988.7177734375,6193.5898437500,6083.4614257813,,,
13.2343749998,0,6791.9228515625,6162.6923828125,1699.3590087891,2783.7180175781,4210.2563476563,7744.3588867188,2866.9230957031,647.4359130859,2249.1025390625,2354.4870605469,1897.1794433594,8313.2050781250,7970.1284179688,8128.2050781250,818.8461303711,6074.8715820313,,,
13.2421874998,0,4787.8203125000,6401.1538085938,4686.6665039063,4617.0512695313,432.5640869141,1994.7435302734,7135.3847656250,5414.3588867188,920.6409912109,5155.0000000000,6404.8715820313,5326.0258789063,1842.1794433594,7157.8203125000,4848.0771484375,5214.7436523438,,,
13.2499999998,0,2599.2307128906,1198.4615478516,7393.4614257813,2441.6667480469,49.1025543213,1255.0000000000,3760.6411132813,5863.4614257813,1663.3333740234,2475.7692871094,2217.8205566406,5304.2309570313,872.4359130859,8290.6406250000,4171.1538085938,7724.1025390625,,,
13.2578124998,0,139.9999847412,2126.4101562500,4701.5385742188,1796.5384521484,4586.0258789063,8252.3076171875,1194.3590087891,789.4871826172,5171.1538085938,853.3333129883,3493.5898437500,4135.0000000000,1946.4102783203,1918.0769042969,1299.6153564453,3972.0512695313,,,
13.2656249998,0,4238.9741210938,364.3589782715,4602.4360351563,553.4615478516,674.7435913086,81.7948608398,94.4871673584,5884.3588867188,3220.7692871094,6969.6152343750,334.2307739258,1730.2563476563,7121.5385742188,6739.7436523438,2837.0512695313,5331.4101562500,,,
13.2734374998,0,1355.2563476563,6081.4101562500,7753.8461914063,5017.5639648438,2434.3588867188,7862.3076171875,5297.4360351563,3928.4614257813,5956.2822265625,2993.0769042969,6826.1538085938,1832.3077392578,673.7179565430,2516.4101562500,3267.0512695313,6081.2822265625,,,
13.2812499998,0,2081.0256347656,3765.0000000000,2227.5642089844,6308.0771484375,3003.8461914063,6840.3847656250,1605.2563476563,3155.8974609375,8019.2309570313,1384.4871826172,3037.3076171875,3114.1025390625,7444.6152343750,7357.8203125000,3110.6411132813,6236.6665039063,,,
13.2890624998,0,5812.6923828125,5575.2563476563,3286.2819824219,5555.5126953125,1317.9487304688,7217.9487304688,3474.4870605469,5273.7177734375,1781.9230957031,5574.2309570313,5882.8203125000,7581.9228515625,4321.4101562500,4184.7436523438,8087.8203125000,308.4615173340,,,
13.2968749998,0,1016.6666870117,3851.5385742188,6390.0000000000,5912.1796875000,5834.3588867188,4100.3847656250,3129.4870605469,1121.1538085938,3028.4614257813,7542.3076171875,841.5384521484,1960.3846435547,7796.7949218750,66.9230651855,2973.7180175781,129.4871673584,,,
13.3046874998,0,1191.7949218750,379.7435913086,5162.6923828125,1874.2307128906,6480.0000000000,7288.8461914063,526.2820434570,8243.5898437500,790.2564086914,3245.1281738281,6921.5385742188,5322.1796875000,3586.9230957031,272.5640869141,602.1795043945,1948.4615478516,,,
13.3124999998,0,867.9487304688,6629.8715820313,12.0512733459,6091.7949218750,4100.2563476563,5155.5126953125,6470.5126953125,133.9743499756,5112.6923828125,2287.6923828125,2637.6923828125,3324.3588867188,6088.2050781250,3555.3845214844,7923.0771484375,8229.4873046875,,,
13.3203124998,0,5322.0512695313,8216.9228515625,1597.5640869141,8016.6665039063,1540.7691650391,2520.0000000000,2073.5898437500,7586.9228515625,4208.8461914063,151.7948608398,7308.2050781250,1765.3846435547,1905.8974609375,3823.7180175781,7070.0000000000,2004.7435302734,,,
13.3281249998,0,7634.3588867188,7162.3076171875,2085.3845214844,7868.5898437500,3998.5898437500,237.1794738770,2553.8461914063,3286.7949218750,7645.3847656250,3490.0000000000,4935.6411132813,3896.7949218750,84.7435836792,7868.4614257813,8171.7949218750,5510.6411132813,,,
13.3359374998,0,3633.5898437500,3044.8718261719,3572.6923828125,3355.0000000000,4069.6154785156,1908.3333740234,4930.1284179688,4447.1796875000,5345.0000000000,4150.5126953125,932.8204956055,2580.8974609375,4160.5126953125,5996.4101562500,4212.5639648438,5018.4614257813,,,
13.3437499998,0,2486.5385742188,4748.4614257813,3474.2307128906,759.1025390625,8367.4355468750,7166.0258789063,2774.6154785156,1309.3590087891,3496.6667480469,7108.0771484375,977.4359130859,4402.6923828125,4832.5639648438,4521.1538085938,7330.7690429688,3286.2819824219,,,
13.3515624998,0,5843.3334960938,8221.2822265625,3837.8205566406,8176.0258789063,4050.8974609375,7510.6411132813,586.0256347656,2482.9487304688,3125.2563476563,8060.6411132813,204.1025543213,3566.7949218750,1569.6153564453,6191.6665039063,1649.8718261719,1178.4615478516,,,
13.3593749998,0,4538.8461914063,3685.8974609375,8253.8457031250,3077.6923828125,6606.4101562500,6687.3076171875,2973.0769042969,5527.9487304688,6129.4873046875,4957.6923828125,5100.1284179688,6661.2822265625,7858.5898437500,7460.3847656250,1031.6666259766,4586.2822265625,,,
13.3671874998,0,3464.2307128906,1440.3846435547,137.0512695313,8248.0771484375,746.7948608398,4796.1538085938,2336.4101562500,5175.2563476563,3616.0256347656,1922.0512695313,6596.7949218750,1026.9230957031,2012.0512695313,4201.7949218750,6273.7177734375,1749.8718261719,,,
13.3749999998,0,6262.9487304688,296.1538391113,568.7179565430,7754.6152343750,6033.4614257813,7568.8461914063,5908.7177734375,4909.2309570313,3044.2307128906,352.4358825684,4297.6923828125,6090.8974609375,2683.0769042969,3011.1538085938,7741.5385742188,5180.1284179688,,,
13.3828124998,0,6031.2822265625,608.2051391602,5903.8461914063,5845.3847656250,410.2564086914,1537.3077392578,8234.2304687500,4651.9228515625,7237.1796875000,931.9230957031,846.2820434570,4734.8715820313,5077.5639648438,3838.0769042969,8022.0512695313,992.5640869141,,,
13.3906249998,0,3853.5898437500,1007.6923217773,2383.9743652344,5558.5898437500,2412.4357910156,2294.6154785156,3597.5642089844,2567.3076171875,1709.3590087891,6455.6411132813,1895.0000000000,2005.7691650391,3581.6667480469,4411.9228515625,6917.3076171875,3847.5642089844,,,
13.3984374998,0,1758.4615478516,4217.0512695313,2726.6667480469,7654.2309570313,7231.1538085938,4233.0771484375,2997.6923828125,6251.1538085938,984.3589477539,7484.1025390625,1314.2307128906,6083.4614257813,8024.6152343750,4672.8203125000,4483.4614257813,7814.4873046875,,,
13.4062499998,0,3125.7692871094,8175.2563476563,2946.6667480469,7553.7177734375,7393.8461914063,5134.4873046875,7648.4614257813,46.6666564941,4161.4101562500,7142.1796875000,5990.3847656250,3769.4870605469,6866.5385742188,1835.0000000000,2862.0512695313,5197.4360351563,,,
13.4140624998,0,7622.0512695313,6977.6923828125,138.0769195557,4881.4101562500,3893.7180175781,97.6922988892,4835.2563476563,5055.2563476563,910.6409912109,5185.1284179688,4666.5385742188,4712.3076171875,1156.0256347656,6202.1796875000,4836.1538085938,2064.4870605469,,,
13.4218749998,0,6907.4360351563,3119.4870605469,1304.7435302734,6024.2309570313,7212.4360351563,5308.3334960938,7958.7177734375,284.1025695801,6291.9228515625,2905.5129394531,5477.0512695313,3562.4357910156,2739.7436523438,7814.7436523438,6054.3588867188,8089.6152343750,,,
13.4296874998,0,2607.8205566406,5823.2050781250,4718.0771484375,6076.0258789063,6148.8461914063,2691.7949218750,1802.3077392578,4283.3334960938,2727.3076171875,471.9230651855,8106.2822265625,4244.4873046875,3357.0512695313,957.5640869141,5012.1796875000,7337.4360351563,,,
13.4374999998,0,5645.5126953125,1058.9743652344,8382.6923828125,7434.6152343750,5571.9228515625,4317.8203125000,7061.0258789063,1036.1538085938,3442.4357910156,948.3333129883,6411.1538085938,4650.5126953125,31.4102478027,7479.2309570313,6330.7690429688,1015.3845825195,,,
13.4453124998,0,3010.5129394531,7012.3076171875,8283.9746093750,5233.3334960938,7907.6923828125,6883.0771484375,8146.4101562500,8197.4355468750,7196.0258789063,4574.6152343750,4805.1284179688,5850.2563476563,1392.9487304688,2239.6154785156,3155.7692871094,3353.2050781250,,,
13.4531249998,0,3345.0000000000,1787.4359130859,7802.1796875000,2481.7949218750,5446.7949218750,8201.1542968750,5150.2563476563,1565.7691650391,3546.6667480469,2806.2819824219,6058.5898437500,3006.9230957031,5837.5639648438,2788.0769042969,3563.7180175781,4626.1538085938,,,
13.4609374998,0,2360.2563476563,7322.8203125000,7593.8461914063,5650.1284179688,7688.2050781250,7765.7690429688,4880.0000000000,4159.1025390625,6508.3334960938,6574.8715820313,5006.9228515625,2988.9743652344,5235.1284179688,1123.5897216797,2856.7949218750,1141.4102783203,,,
13.4687499998,0,2975.0000000000,7971.2822265625,752.9487304688,1597.6922607422,3432.1794433594,5916.5385742188,3172.8205566406,1031.1538085938,139.7435760498,5569.3588867188,7047.9487304688,2417.0512695313,3715.2563476563,7246.9228515625,5829.7436523438,1412.6922607422,,,
13.4765624998,0,825.8973999023,7603.8461914063,405.3846130371,4849.8715820313,4544.7436523438,3031.9230957031,7197.6923828125,4715.0000000000,7697.6923828125,3197.5642089844,3716.6667480469,3477.1794433594,7641.6665039063,5981.5385742188,1481.4102783203,7710.1284179688,,,
13.4843749998,0,3745.8974609375,5102.0512695313,4691.5385742188,726.1538085938,1306.4102783203,3256.6667480469,2955.5129394531,6479.4873046875,541.2820434570,5856.9228515625,7129.4873046875,4885.2563476563,7116.9228515625,8226.0253906250,4145.5126953125,273.3333129883,,,
13.4921874998,0,3846.9230957031,5577.3076171875,829.4871826172,1295.2563476563,3945.2563476563,5896.2822265625,6533.9741210938,8139.3588867188,2659.4870605469,2900.6411132813,3547.4357910156,910.5128173828,5229.8715820313,6946.0258789063,4005.5129394531,4328.8461914063,,,
13.4999999998,0,5378.0771484375,6634.4873046875,5185.0000000000,4349.7436523438,5419.3588867188,6721.1538085938,3699.3588867188,439.4871826172,5954.1025390625,4404.7436523438,1941.7949218750,8207.3076171875,2968.0769042969,1908.8461914063,3339.4870605469,4471.1538085938,,,
13.5078124998,0,3978.4614257813,5808.7177734375,3410.7692871094,3673.9743652344,6930.8974609375,1176.9230957031,2471.7949218750,1659.1025390625,8336.4101562500,3305.2563476563,2995.3845214844,8292.5644531250,384.1025695801,3404.7436523438,3898.8461914063,2726.5385742188,,,
13.5156249998,0,4119.3588867188,6969.3588867188,2782.9487304688,4648.7177734375,1018.4615478516,7570.7690429688,8261.9228515625,3578.5898437500,6721.2822265625,7177.5639648438,1952.3077392578,4102.4360351563,5679.7436523438,1582.8205566406,2576.4101562500,5128.9741210938,,,
13.5234374998,0,6182.9487304688,84.9999923706,7158.4614257813,2815.1281738281,6540.8974609375,5558.4614257813,1889.7435302734,5746.6665039063,5418.5898437500,1920.8974609375,37.8205032349,2830.5129394531,4026.5385742188,5564.2309570313,2.4358885288,5576.6665039063,,,
13.5312499998,0,3285.6411132813,2418.7180175781,3638.3332519531,4813.5898437500,978.5897216797,1629.4871826172,7968.5898437500,2034.6153564453,3039.3588867188,7457.5639648438,5626.2822265625,3478.5898437500,4971.5385742188,2715.7692871094,1772.5640869141,7075.7690429688,,,
13.5390624998,0,963.8461303711,24.3589649200,3938.0769042969,38.3333244324,5111.7949218750,6474.4873046875,4259.3588867188,6247.9487304688,770.0000000000,1046.2821044922,6177.4360351563,7757.4360351563,5270.3847656250,3689.4870605469,7266.6665039063,6913.3334960938,,,
13.5468749998,0,1941.4102783203,7859.8715820313,7319.1025390625,7566.6665039063,5109.7436523438,341.5384521484,1705.0000000000,2802.6923828125,87.3076858521,2771.2819824219,3814.4870605469,2722.8205566406,4130.6411132813,8314.1025390625,8227.3076171875,4329.8715820313,,,
13.5546874998,0,699.3589477539,1037.3077392578,7791.7949218750,4540.5126953125,7159.6152343750,4726.2822265625,1335.3846435547,4721.9228515625,1054.8718261719,6927.5639648438,4127.5639648438,6165.8974609375,8295.3847656250,1581.0256347656,7208.2050781250,1238.7178955078,,,
13.5624999998,0,3353.4614257813,8279.3593750000,3669.7436523438,447.0512695313,3411.4101562500,6147.6923828125,7823.3334960938,3914.8718261719,1048.0769042969,5054.4873046875,1191.5384521484,5532.8203125000,3262.4357910156,6670.2563476563,3375.7692871094,6169.2309570313,,,
13.5703124998,0,5867.0512695313,7705.7690429688,6597.3076171875,7656.7949218750,1983.7178955078,5682.5639648438,8287.4355468750,6744.4873046875,1513.8461914063,4740.7690429688,4106.9228515625,1244.2307128906,344.7435913086,1705.8974609375,6002.1796875000,472.5640869141,,,
13.5781249998,0,2766.9230957031,1722.9487304688,6605.0000000000,1238.3333740234,1888.7178955078,3255.8974609375,6258.5898437500,2755.0000000000,4458.5898437500,4017.6923828125,1717.8205566406,6868.0771484375,2743.4614257813,5273.9741210938,6268.2050781250,2955.7692871094,,,
13.5859374998,0,4810.3847656250,5468.4614257813,7287.8203125000,6435.3847656250,6921.7949218750,4961.2822265625,7555.0000000000,294.8717956543,6006.9228515625,7305.1284179688,2918.7180175781,109.9999923706,4877.8203125000,6700.0000000000,900.1281738281,3325.0000000000,,,
13.5937499998,0,2726.0256347656,2700.2563476563,8033.7177734375,7684.8715820313,2361.7949218750,6061.9228515625,3090.7692871094,7474.3588867188,8188.7177734375,7174.6152343750,5860.0000000000,6315.1284179688,8186.9228515625,7127.3076171875,3248.9743652344,919.7435913086,,,
13.6015624998,0,2807.9487304688,7146.7949218750,6388.0771484375,2756.5385742188,3470.6411132813,2253.5898437500,3674.7436523438,3302.1794433594,6704.3588867188,1403.2050781250,6425.7690429688,7439.7436523438,717.0512695313,948.8461303711,4516.2822265625,6206.9228515625,,,
13.6093749998,0,764.3589477539,745.7692260742,4944.8715820313,2336.5385742188,7990.3847656250,26.5384521484,8344.4873046875,5303.0771484375,5430.6411132813,7478.8461914063,4673.4614257813,1274.4871826172,6167.3076171875,5782.4360351563,5252.1796875000,4082.9487304688,,,
13.6171874998,0,1071.0256347656,8105.1284179688,1420.6409912109,624.7435913086,7892.1796875000,2708.7180175781,2208.5898437500,7079.1025390625,3085.6411132813,2923.9743652344,3265.7692871094,2276.6667480469,1445.6409912109,1034.3590087891,4555.6411132813,5757.9487304688,,,
13.6249999998,0,2611.5385742188,7392.3076171875,738.7179565430,3980.0000000000,7824.7436523438,2330.8974609375,1028.7178955078,3323.4614257813,4320.5126953125,7397.9487304688,1562.9487304688,6880.0000000000,3253.5898437500,5333.0771484375,4438.8461914063,337.9486999512,,,
13.6328124998,0,4683.4614257813,1918.0769042969,3350.8974609375,4973.9741210938,7949.8715820313,7105.5126953125,1251.4102783203,615.7692260742,7761.6665039063,3336.7949218750,5898.5898437500,2132.3076171875,7216.1538085938,1977.3077392578,8076.6665039063,2945.2563476563,,,
13.6406249998,0,5259.6152343750,1142.5640869141,4782.4360351563,548.3333129883,2299.8718261719,5656.7949218750,6912.0512695313,66.5384521484,7626.2822265625,837.6923217773,707.3076782227,8201.6669921875,3134.4870605469,2040.7692871094,1649.3590087891,8263.2050781250,,,
13.6484374998,0,105.2564010620,6181.4101562500,3866.1538085938,7286.5385742188,2943.7180175781,3901.4101562500,2366.5385742188,1948.4615478516,777.3076782227,251.9230651855,7356.7949218750,4573.4614257813,6234.3588867188,7665.6411132813,6441.0258789063,6775.3847656250,,,
13.6562499998,0,6590.6411132813,8251.9228515625,2446.0256347656,1068.2050781250,7025.8974609375,630.7692260742,5548.5898437500,1262.8205566406,1236.7949218750,1637.5640869141,7218.2050781250,5950.7690429688,5621.4101562500,7124.7436523438,7141.1538085938,5856.2822265625,,,
13.6640624998,0,32.4358901978,6361.4101562500,8275.2568359375,4202.9487304688,6796.7949218750,7265.2563476563,6966.4101562500,1639.7435302734,3874.1025390625,361.5384521484,1937.1794433594,3315.5129394531,5011.6665039063,4205.8974609375,1671.4102783203,3837.6923828125,,,
13.6718749998,0,5976.4101562500,443.0769042969,6.7948627472,5028.7177734375,5382.0512695313,2131.9230957031,7100.6411132813,2068.8461914063,3937.5642089844,381.2820434570,4640.7690429688,2577.5642089844,8197.9482421875,4737.9487304688,7318.7177734375,8001.4101562500,,,
13.6796874998,0,1901.4102783203,1990.0000000000,3837.3076171875,6457.1796875000,6705.7690429688,7718.3334960938,4468.5898437500,4991.7949218750,5474.2309570313,2855.8974609375,437.4358825684,6743.3334960938,4190.1284179688,1673.3333740234,7682.3076171875,4834.1025390625,,,
13.6874999998,0,6854.1025390625,136.7948608398,6046.1538085938,6693.0771484375,7629.2309570313,8088.8461914063,3737.4357910156,5398.3334960938,3306.9230957031,6750.8974609375,7723.0771484375,82.1794815063,2113.8461914063,4764.2309570313,5516.4101562500,5560.8974609375,,,
13.6953124998,0,4635.2563476563,47.6922988892,3114.7436523438,7305.8974609375,512.3076782227,7180.0000000000,3405.0000000000,3394.2307128906,3219.4870605469,5049.6152343750,1756.5384521484,6521.2822265625,5613.4614257813,7307.6923828125,7149.8715820313,3242.8205566406,,,
13.7031249998,0,5429.1025390625,4849.6152343750,720.1281738281,2888.7180175781,4178.7177734375,6272.6923828125,4290.0000000000,5153.4614257813,5101.5385742188,6007.5639648438,8266.9228515625,6280.6411132813,868.4615478516,4148.0771484375,6571.5385742188,910.0000000000,,,
13.7109374998,0,4023.2050781250,7409.7436523438,8368.3330078125,871.4102783203,4097.8203125000,1989.4871826172,560.5128173828,1883.0769042969,6157.9487304688,4236.2822265625,1193.9743652344,5516.9228515625,12.3076829910,4568.0771484375,1836.7949218750,7472.9487304688,,,
13.7187499998,0,1273.4615478516,6770.0000000000,4672.0512695313,1913.2050781250,7284.6152343750,8151.5385742188,7794.8715820313,1466.9230957031,7807.1796875000,2181.0256347656,6380.8974609375,2376.2819824219,5461.5385742188,2382.0512695313,3115.1281738281,6177.3076171875,,,
13.7265624998,0,5037.0512695313,5432.3076171875,7259.2309570313,5345.1284179688,2084.1025390625,4224.8715820313,5530.0000000000,3268.0769042969,2531.4101562500,4648.0771484375,6956.9228515625,4367.0512695313,606.0256347656,1371.2821044922,5922.1796875000,7922.9487304688,,,
13.7343749998,0,426.4102478027,3661.1538085938,7185.6411132813,4887.1796875000,3321.7949218750,6815.6411132813,5192.5639648438,62.1794776917,6789.3588867188,1856.4102783203,8368.5898437500,6810.7690429688,1225.2563476563,5077.0512695313,3548.3332519531,8115.1284179688,,,
13.7421874998,0,1093.5897216797,766.9230957031,3082.4357910156,1103.5897216797,3088.2050781250,7523.7177734375,5441.0258789063,1631.2821044922,5974.6152343750,3108.2050781250,3658.9743652344,7854.3588867188,2513.8461914063,6587.3076171875,1467.4359130859,6511.7949218750,,,
13.7499999998,0,7241.0258789063,4245.5126953125,8244.2304687500,4326.1538085938,175.5128173828,6666.6665039063,2662.4357910156,101.9230651855,6333.8461914063,7264.7436523438,4851.2822265625,5375.6411132813,2904.7436523438,3853.8461914063,157.8205108643,2003.2050781250,,,
13.7578124998,0,4796.6665039063,4833.8461914063,2783.7180175781,4807.3076171875,6159.1025390625,919.7435913086,3087.3076171875,4835.6411132813,1177.8205566406,4231.4101562500,3468.3332519531,1426.1538085938,114.6153793335,3895.0000000000,841.2820434570,1897.1794433594,,,
13.7656249998,0,5303.9741210938,1597.1794433594,912.9487304688,4208.7177734375,8015.0000000000,3257.4357910156,4943.5898437500,1379.4871826172,5902.4360351563,722.6923217773,8036.6665039063,3608.2050781250,3641.9230957031,1989.6153564453,3926.9230957031,8225.1279296875,,,
13.7734374998,0,391.2820434570,1778.8461914063,7126.4101562500,908.3333129883,3376.1538085938,8051.0258789063,1671.5384521484,884.4871826172,4536.4101562500,3556.1538085938,7761.9228515625,5308.8461914063,4760.2563476563,5277.0512695313,827.3076782227,526.2820434570,,,
