Time:512Hz,Epoch,Oscillator 1,Oscillator 2,Oscillator 3,Oscillator 4,Event Id,Event Date,Event Duration
28.4101562500,0,-0.5755917430,1.2294441462,0.2984518409,-1.3088946342,,,
28.4121093750,0,-0.4774090052,1.2571505308,0.1805583239,-1.8213702440,,,
28.4140625000,0,-0.3909147382,1.2134810686,-0.0519723222,-2.3373277187,,,
28.4160156250,0,-0.3176513910,1.1004810333,-0.3496221900,-2.7164392471,,,
28.4179687500,0,-0.2589204907,0.9249232411,-0.6528606415,-2.8531711102,,,
28.4199218750,0,-0.2157597840,0.6978396177,-0.9014722109,-2.7056868076,,,
28.4218750000,0,-0.1889250427,0.4337575436,-1.0439897776,-2.3073143959,,,
28.4238281250,0,-0.1788766384,0.1496914029,-1.0457637310,-1.7574362755,,,
28.4257812500,0,-0.1857715100,-0.1360380650,-0.8944097161,-1.1942992210,,,
28.4277343750,0,-0.2094603181,-0.4050759673,-0.6017862558,-0.7571942806,,,
28.4296875000,0,-0.2494899929,-0.6403073072,-0.2021943927,-0.5483727455,,,
28.4316406250,0,-0.3051116168,-0.8270444274,0.2529210746,-0.6051340103,,,
28.4335937500,0,-0.3752934933,-0.9540450573,0.7029432654,-0.8897353411,,,
28.4355468750,0,-0.4587392211,-1.0142899752,1.0874865055,-1.2998871803,,,
28.4375000000,0,-0.5539102554,-1.0054658651,1.3557667732,-1.6969560385,,,
28.4394531250,0,-0.6590529084,-0.9301200509,1.4744800329,-1.9441444874,,,
28.4414062500,0,-0.7722289562,-0.7954761982,1.4329614639,-1.9441817999,,,
28.4433593750,0,-0.8913496733,-0.6129235029,1.2448221445,-1.6661953926,,,
28.4453125000,0,-1.0142121315,-0.3972157538,0.9458084106,-1.1543935537,,,
28.4472656250,0,-1.1385382414,-0.1654354185,0.5882172585,-0.5161809921,,,
28.4492187500,0,-1.2620141506,0.0642045960,0.2327380329,0.1070400402,,,
28.4511718750,0,-1.3823308945,0.2736381590,-0.0610090680,0.5783811808,,,
28.4531250000,0,-1.4972251654,0.4462127388,-0.2437641323,0.8027400374,,,
28.4550781250,0,-1.6045182943,0.5678578019,-0.2843008637,0.7526198030,,,
28.4570312500,0,-1.7021553516,0.6280730963,-0.1742869467,0.4754219353,,,
28.4589843750,0,-1.7882399559,0.6206677556,0.0704252198,0.0802154317,,,
28.4609375000,0,-1.8610688448,0.5441993475,0.4122788310,-0.2923885286,,,
28.4628906250,0,-1.9191604853,0.4020810127,0.7978773117,-0.5089989305,,,
28.4648437500,0,-1.9612821341,0.2023505867,1.1663199663,-0.4802179039,,,
28.4667968750,0,-1.9864705801,-0.0428833067,1.4587099552,-0.1853446662,,,
28.4687500000,0,-1.9940495491,-0.3182789683,1.6273540258,0.3217625320,,,
28.4707031250,0,-1.9836418629,-0.6063249111,1.6432201862,0.9272741675,,,
28.4726562500,0,-1.9551751614,-0.8885547519,1.5004922152,1.4884306192,,,
28.4746093750,0,-1.9088844061,-1.1468286514,1.2175115347,1.8725306988,,,
28.4765625000,0,-1.8453067541,-1.3645923138,0.8339588046,1.9931827784,,,
28.4785156250,0,-1.7652732134,-1.5280255079,0.4047146738,1.8338849545,,,
28.4804687500,0,-1.6698935032,-1.6270004511,-0.0086445278,1.4524707794,,,
28.4824218750,0,-1.5605368614,-1.6557822227,-0.3473918140,0.9652055502,,,
28.4843750000,0,-1.4388082027,-1.6134239435,-0.5647489429,0.5148888230,,,
28.4863281250,0,-1.3065204620,-1.5038280487,-0.6331229806,0.2317084819,,,
28.4882812500,0,-1.1656624079,-1.3354687691,-0.5483531356,0.1975731850,,,
28.4902343750,0,-1.0183640718,-1.1207978725,-0.3303071558,0.4236994982,,,
28.4921875000,0,-0.8668599129,-0.8753714561,-0.0197339430,0.8475951552,,,
28.4941406250,0,-0.7134493589,-0.6167619228,0.3281365037,1.3502652645,,,
28.4960937500,0,-0.5604570508,-0.3633288145,0.6522490382,1.7889245749,,,
28.4980468750,0,-0.4101919234,-0.1329355538,0.8952865005,2.0362493992,,,
28.5000000000,0,-0.2649072409,0.0582990833,1.0126503706,2.0154101849,,,
28.5019531250,0,-0.1267610639,0.1971275508,0.9794598818,1.7212828398,,,
28.5039062500,0,0.0022213068,0.2740994394,0.7944787145,1.2220216990,,,
28.5058593750,0,0.1201826781,0.2842224538,0.4803584218,0.6405643821,,,
28.5078125000,0,0.2254662961,0.2273118198,0.0801593065,0.1211333275,,,
28.5097656250,0,0.3166446984,0.1080045477,-0.3493092656,-0.2100859284,,,
28.5117187500,0,0.3925445378,-0.0645632967,-0.7462916970,-0.2793147266,,,
28.5136718750,0,0.4522670507,-0.2773931324,-1.0536617041,-0.0851823539,,,
28.5156250000,0,0.4952034354,-0.5145303011,-1.2277797461,0.3011220396,,,
28.5175781250,0,0.5210455656,-0.7581767440,-1.2452514172,0.7555856705,,,
28.5195312500,0,0.5297909379,-0.9899329543,-1.1065366268,1.1355854273,,,
28.5214843750,0,0.5217428803,-1.1920819283,-0.8358457685,1.3191992044,,,
28.5234375000,0,0.4975046217,-1.3488258123,-0.4773400426,1.2388396263,,,
28.5253906250,0,0.4579689503,-1.4473894835,-0.0882276744,0.8999886513,,,
28.5273437500,0,0.4043021202,-1.4789134264,0.2701683640,0.3798983097,,,
28.5292968750,0,0.3379233181,-1.4390735626,0.5419798493,-0.1933896691,,,
28.5312500000,0,0.2604796290,-1.3283859491,0.6855095029,-0.6759564877,,,
28.5332031250,0,0.1738169342,-1.1521735191,0.6797358394,-0.9472845197,,,
28.5351562500,0,0.0799474418,-0.9201986790,0.5275942683,-0.9431375861,,,
28.5371093750,0,-0.0189857781,-0.6459856629,0.2555220723,-0.6730335951,,,
28.5390625000,0,-0.1207465604,-0.3458820879,-0.0906604901,-0.2175215781,,,
28.5410156250,0,-0.2230449915,-0.0379228629,-0.4528924823,0.2939889729,,,
28.5429687500,0,-0.3235777318,0.2594226003,-0.7699249983,0.7187697291,,,
28.5449218750,0,-0.4200685322,0.5285334587,-0.9868743420,0.9399441481,,,
28.5468750000,0,-0.5103084445,0.7538611293,-1.0637878180,0.8985512257,,,
28.5488281250,0,-0.5921944976,0.9230078459,-0.9818872809,0.6097140908,,,
28.5507812500,0,-0.6637669802,1.0275857449,-0.7465191483,0.1584825814,,,
28.5527343750,0,-0.7232438922,1.0637958050,-0.3863495290,-0.3235112131,,,
28.5546875000,0,-0.7690523267,1.0326864719,0.0510685630,-0.6941861510,,,
28.5566406250,0,-0.7998563647,0.9400742054,0.5066670179,-0.8400300145,,,
28.5585937500,0,-0.8145805597,0.7961315513,0.9190245867,-0.7073081732,,,
28.5605468750,0,-0.8124291301,0.6146706343,1.2338925600,-0.3169089854,,,
28.5625000000,0,-0.7929000854,0.4121734798,1.4126005173,0.2412446439,,,
28.5644531250,0,-0.7557942867,0.2066352665,1.4380332232,0.8326861858,,,
28.5664062500,0,-0.7012190819,0.0163024403,1.3172477484,1.3150889874,,,
28.5683593750,0,-0.6295867562,-0.1416070461,1.0803240538,1.5770891905,,,
28.5703125000,0,-0.5416075587,-0.2521118224,0.7756277919,1.5686104298,,,
28.5722656250,0,-0.4382774234,-0.3035193682,0.4622228742,1.3143806458,,,
28.5742187500,0,-0.3208609223,-0.2882488072,0.2006174475,0.9069378972,,,
28.5761718750,0,-0.1908691972,-0.2033674419,0.0432835259,0.4810450971,,,
28.5781250000,0,-0.0500338748,-0.0508027226,0.0264276695,0.1765272766,,,
28.5800781250,0,0.0997230560,0.1627843678,0.1642948538,0.0997186080,,,
28.5820312500,0,0.2563226819,0.4264560938,0.4468928874,0.2940877974,,,
28.5839843750,0,0.4175652564,0.7257530093,0.8414921165,0.7280948162,,,
28.5859375000,0,0.5811685324,1.0436946154,1.2976671457,1.3036088943,,,
28.5878906250,0,0.7448074222,1.3619558811,1.7550956011,1.8825827837,,,
28.5898437500,0,0.9061545134,1.6621375084,2.1528992653,2.3246755600,,,
28.5917968750,0,1.0629206896,1.9270415306,2.4390742779,2.5255129337,,,
28.5937500000,0,1.2128945589,2.1418633461,2.5785386562,2.4451036453,,,
28.5957031250,0,1.3539814949,2.2952163219,2.5585479736,2.1186215878,,,
28.5976562500,0,1.4842395782,2.3799200058,2.3906335831,1.6466060877,,,
28.5996093750,0,1.6019138098,2.3934919834,2.1087615490,1.1672613621,,,
28.6015625000,0,1.7054662704,2.3383162022,1.7640006542,0.8184528351,,,
28.6035156250,0,1.7936027050,2.2214682102,1.4165287018,0.6998161674,,,
28.6054687500,0,1.8652955294,2.0542171001,1.1262239218,0.8453634381,,,
28.6074218750,0,1.9198009968,1.8512320518,0.9433057308,1.2140966654,,,
28.6093750000,0,1.9566721916,1.6295543909,0.9004838467,1.7012017965,,,
28.6113281250,0,1.9757667780,1.4074029922,1.0078372955,2.1667542458,,,
28.6132812500,0,1.9772489071,1.2028986216,1.2512234449,2.4740712643,,,
28.6152343750,0,1.9615867138,1.0327947140,1.5944617987,2.5271973610,,,
28.6171875000,0,1.9295431376,0.9113043547,1.9849559069,2.2972509861,,,
28.6191406250,0,1.8821630478,0.8491048217,2.3618750572,1.8304107189,,,
28.6210937500,0,1.8207541704,0.8525880575,2.6656231880,1.2353508472,,,
28.6230468750,0,1.7468643188,0.9234112501,2.8471188545,0.6535698771,,,
28.6250000000,0,1.6622540951,1.0583773851,2.8754425049,0.2207433432,,,
28.6269531250,0,1.5688655376,1.2496548891,2.7426590919,0.0296905581,,,
28.6289062500,0,1.4687882662,1.4853204489,2.4650633335,0.1051052958,,,
28.6308593750,0,1.3642224073,1.7501877546,2.0806572437,0.3969731331,,,
28.6328125000,0,1.2574399710,2.0268642902,1.6432489157,0.7944787145,,,
28.6347656250,0,1.1507452726,2.2969622612,1.2140940428,1.1565893888,,,
28.6367187500,0,1.0464335680,2.5423779488,0.8523814082,1.3509310484,,,
28.6386718750,0,0.9467512965,2.7465543747,0.6060434580,1.2903002501,,,
28.6406250000,0,0.8538564444,2.8956344128,0.5043236613,0.9568026066,,,
