Time:512Hz,Epoch,Oscillator 1,Oscillator 2,Oscillator 3,Oscillator 4,Event Id,Event Date,Event Duration
29.0546875000,0,0.7918492556,0.9511100054,0.5527715683,0.7133966684,,,
29.0566406250,0,0.8585324287,0.9433500767,0.3093046844,0.0678950772,,,
29.0585937500,0,0.9113830328,0.8690781593,-0.0128548387,-0.4772456884,,,
29.0605468750,0,0.9490545988,0.7340629101,-0.3553412259,-0.8058937192,,,
29.0625000000,0,0.9704607129,0.5484428406,-0.6571537256,-0.8609251380,,,
29.0644531250,0,0.9747942686,0.3260184228,-0.8641905189,-0.6596426964,,,
29.0664062500,0,0.9615417123,0.0832882971,-0.9377046227,-0.2888022959,,,
29.0683593750,0,0.9304923415,-0.1617029756,-0.8603647351,0.1193863675,,,
29.0703125000,0,0.8817420006,-0.3906252682,-0.6389768124,0.4237067103,,,
29.0722656250,0,0.8156917095,-0.5861435533,-0.3034423292,0.5128378272,,,
29.0742187500,0,0.7330409884,-0.7331295013,0.0978843421,0.3360498846,,,
29.0761718750,0,0.6347755194,-0.8197194338,0.5057169199,-0.0827229097,,,
29.0781250000,0,0.5221502781,-0.8381449580,0.8590646982,-0.6512893438,,,
29.0800781250,0,0.3966678381,-0.7852785587,1.1047292948,-1.2343342304,,,
29.0820312500,0,0.2600520253,-0.6628556252,1.2055922747,-1.6903901100,,,
29.0839843750,0,0.1142182052,-0.4773575664,1.1464014053,-1.9105154276,,,
29.0859375000,0,-0.0387601554,-0.2395647168,0.9361559153,-1.8480803967,,,
29.0878906250,0,-0.1966875643,0.0361908004,0.6067178845,-1.5314961672,,,
29.0898437500,0,-0.3572847247,0.3330192566,0.2078662366,-1.0564011335,,,
29.0917968750,0,-0.5182281733,0.6326457858,-0.2004355043,-0.5594433546,,,
29.0937500000,0,-0.6771908402,0.9166790247,-0.5573548675,-0.1808471382,,,
29.0957031250,0,-0.8318824768,1.1678880453,-0.8106374145,-0.0260209553,,,
29.0976562500,0,-0.9800894260,1.3713976145,-0.9247149229,-0.1367295235,,,
29.0996093750,0,-1.1197135448,1.5157192945,-0.8862107992,-0.4797295928,,,
29.1015625000,0,-1.2488080263,1.5935461521,-0.7059864402,-0.9559835196,,,
29.1035156250,0,-1.3656121492,1.6022560596,-0.4174098074,-1.4279243946,,,
29.1054687500,0,-1.4685809612,1.5440870523,-0.0711155683,-1.7572985888,,,
29.1074218750,0,-1.5564126968,1.4259753227,0.2729262114,-1.8432134390,,,
29.1093750000,0,-1.6280713081,1.2590637207,0.5547975898,-1.6499606371,,,
29.1113281250,0,-1.6828038692,1.0579179525,0.7240137458,-1.2169871330,,,
29.1132812500,0,-1.7201540470,0.8395040035,0.7474366426,-0.6482807994,,,
29.1152343750,0,-1.7399697304,0.6219971180,0.6144876480,-0.0840766430,,,
29.1171875000,0,-1.7424052954,0.4235075414,0.3388477862,0.3373635411,,,
29.1191406250,0,-1.7279186249,0.2608102262,-0.0436200276,0.5174250603,,,
29.1210937500,0,-1.6972632408,0.1481675506,-0.4804033339,0.4239443839,,,
29.1230468750,0,-1.6514743567,0.0963274613,-0.9104654789,0.0997998491,,,
29.1250000000,0,-1.5918508768,0.1117665991,-1.2736989260,-0.3490639329,,,
29.1269531250,0,-1.5199322701,0.1962313503,-1.5202339888,-0.7828931808,,,
29.1289062500,0,-1.4374712706,0.3466087878,-1.6181545258,-1.0666429996,,,
29.1308593750,0,-1.3464033604,0.5551365018,-1.5584169626,-1.1071982384,,,
29.1328125000,0,-1.2488120794,0.8099367619,-1.3562095165,-0.8790928125,,,
29.1347656250,0,-1.1468926668,1.0958377123,-1.0485373735,-0.4316784739,,,
29.1367187500,0,-1.0429131985,1.3954247236,-0.6884133220,0.1242254898,,,
29.1386718750,0,-0.9391748309,1.6902474165,-0.3365550339,0.6465429068,,,
29.1406250000,0,-0.8379710913,1.9621000290,-0.0518866815,1.0007342100,,,
29.1425781250,0,-0.7415477037,2.1942846775,0.1176789775,1.0965416431,,,
29.1445312500,0,-0.6520626545,2.3727688789,0.1427399069,0.9126171470,,,
29.1464843750,0,-0.5715485811,2.4871585369,0.0170182548,0.5022833943,,,
29.1484375000,0,-0.5018767118,2.5314161777,-0.2416311651,-0.0211487934,,,
29.1503906250,0,-0.4447239339,2.5042774677,-0.5939744711,-0.5154832602,,,
29.1523437500,0,-0.4015432894,2.4093320370,-0.9854858518,-0.8486360908,,,
29.1542968750,0,-0.3735381365,2.2547702789,-1.3548198938,-0.9348390698,,,
29.1562500000,0,-0.3616409898,2.0528056622,-1.6433501244,-0.7581280470,,,
29.1582031250,0,-0.3664969206,1.8188185692,-1.8042877913,-0.3766773045,,,
29.1601562500,0,-0.3884521127,1.5702800751,-1.8099604845,0.0932063460,,,
29.1621093750,0,-0.4275474250,1.3255290985,-1.6561183929,0.5090433955,,,
29.1640625000,0,-0.4835177064,1.1024895906,-1.3625944853,0.7413347960,,,
29.1660156250,0,-0.5557960272,0.9174177051,-0.9702198505,0.7091770768,,,
29.1679687500,0,-0.6435234547,0.7837647200,-0.5344707966,0.4025776088,,,
29.1699218750,0,-0.7455639243,0.7112364173,-0.1168397889,-0.1146482974,,,
29.1718750000,0,-0.8605239391,0.7051134109,0.2247267663,-0.7221923470,,,
29.1738281250,0,-0.9867767096,0.7658814192,0.4448348582,-1.2760379314,,,
29.1757812500,0,-1.1224905252,0.8891949058,0.5176900625,-1.6477295160,,,
29.1777343750,0,-1.2656606436,1.0661792755,0.4410882294,-1.7593674660,,,
29.1796875000,0,-1.4141441584,1.2840483189,0.2367285192,-1.6047379971,,,
29.1816406250,0,-1.5656971931,1.5269950628,-0.0532002188,-1.2507896423,,,
29.1835937500,0,-1.7180143595,1.7772940397,-0.3726277351,-0.8190540671,,,
29.1855468750,0,-1.8687685728,2.0165369511,-0.6603757143,-0.4521046579,,,
29.1875000000,0,-2.0156521797,2.2269172668,-0.8597297072,-0.2742484212,,,
29.1894531250,0,-2.1564164162,2.3924715519,-0.9273185134,-0.3572258353,,,
29.1914062500,0,-2.2889113426,2.5001952648,-0.8399175406,-0.7003220916,,,
29.1933593750,0,-2.4111227989,2.5409500599,-0.5981165767,-1.2303421497,,,
29.1953125000,0,-2.5212078094,2.5101027489,-0.2262804061,-1.8214594126,,,
29.1972656250,0,-2.6175272465,2.4078512192,0.2311922908,-2.3294985294,,,
29.1992187500,0,-2.6986725330,2.2392129898,0.7167286277,-2.6312601566,,,
29.2011718750,0,-2.7634928226,2.0136773586,1.1684923172,-2.6581106186,,,
29.2031250000,0,-2.8111126423,1.7445483208,1.5299572945,-2.4146316051,,,
29.2050781250,0,-2.8409485817,1.4480191469,1.7586541176,-1.9772228003,,,
29.2070312500,0,-2.8527185917,1.1420475245,1.8327263594,-1.4730376005,,,
29.2089843750,0,-2.8464474678,0.8451076150,1.7542765141,-1.0450302362,,,
29.2109375000,0,-2.8224654198,0.5749060512,1.5489804745,-0.8126922250,,,
29.2128906250,0,-2.7814030647,0.3471518755,1.2620310783,-0.8392413855,,,
29.2148437500,0,-2.7241797447,0.1744665504,0.9510422945,-1.1142554283,,,
29.2167968750,0,-2.6519875526,0.0655087680,0.6770203710,-1.5565110445,,,
29.2187500000,0,-2.5662703514,0.0243764836,0.4948077500,-2.0362501144,,,
29.2207031250,0,-2.4686982632,0.0503269248,0.4444889426,-2.4107708931,,,
29.2226562500,0,-2.3611385822,0.1378345042,0.5450968146,-2.5635890961,,,
29.2246093750,0,-2.2456226349,0.2769824564,0.7916001678,-2.4364359379,,,
29.2265625000,0,-2.1243104935,0.4541608393,1.1556420326,-2.0453226566,,,
29.2285156250,0,-1.9994531870,0.6530225277,1.5899133682,-1.4762680531,,,
29.2304687500,0,-1.8733525276,0.8556296825,2.0354819298,-0.8618583083,,,
29.2324218750,0,-1.7483215332,1.0437121391,2.4309346676,-0.3450637162,,,
29.2343750000,0,-1.6266434193,1.1999483109,2.7219095230,-0.0402261727,,,
29.2363281250,0,-1.5105319023,1.3091807365,2.8695328236,-0.0019085525,,,
29.2382812500,0,-1.4020920992,1.3594802618,2.8564472198,-0.2101422101,,,
29.2402343750,0,-1.3032836914,1.3429856300,2.6894936562,-0.5761135817,,,
29.2421875000,0,-1.2158867121,1.2564593554,2.3986263275,-0.9667295218,,,
29.2441406250,0,-1.1414704323,1.1015213728,2.0322322845,-1.2413270473,,,
29.2460937500,0,-1.0813654661,0.8845434785,1.6495852470,-1.2904641628,,,
29.2480468750,0,-1.0366410017,0.6162130833,1.3116059303,-1.0661581755,,,
29.2500000000,0,-1.0080856085,0.3107959330,1.0713709593,-0.5952817202,,,
29.2519531250,0,-0.9961935878,-0.0148511631,0.9658478498,0.0275557749,,,
29.2539062500,0,-1.0011565685,-0.3424477577,1.0101429224,0.6656946540,,,
29.2558593750,0,-1.0228598118,-0.6535567641,1.1951578856,1.1776398420,,,
29.2578125000,0,-1.0608843565,-0.9308624864,1.4890214205,1.4556077719,,,
29.2597656250,0,-1.1145144701,-1.1593703032,1.8420705795,1.4548423290,,,
29.2617187500,0,-1.1827503443,-1.3274447918,2.1946084499,1.2056671381,,,
29.2636718750,0,-1.2643250227,-1.4276134968,2.4862267971,0.8049736023,,,
29.2656250000,0,-1.3577274084,-1.4570807219,2.6652455330,0.3894784153,,,
29.2675781250,0,-1.4612283707,-1.4179154634,2.6967930794,0.0980822369,,,
29.2695312500,0,-1.5729107857,-1.3168996572,2.5682747364,0.0336466655,,,
29.2714843750,0,-1.6907039881,-1.1650484800,2.2913730145,0.2346673906,,,
29.2734375000,0,-1.8124192953,-0.9768356085,1.9002704620,0.6646076441,,,
29.2753906250,0,-1.9357887506,-0.7691774964,1.4463690519,1.2218166590,,,
29.2773437500,0,-2.0585048199,-0.5602470040,0.9903318882,1.7673150301,,,
29.2792968750,0,-2.1782612801,-0.3682004809,0.5926839113,2.1628334522,,,
29.2812500000,0,-2.2927927971,-0.2099054605,0.3044357300,2.3086786270,,,
29.2832031250,0,-2.3999154568,-0.0997591466,0.1591915935,2.1710500717,,,
29.2851562500,0,-2.4975650311,-0.0486788563,0.1679696590,1.7913193703,,,
29.2871093750,0,-2.5838327408,-0.0633357912,0.3175414205,1.2747300863,,,
29.2890625000,0,-2.6569995880,-0.1456850171,0.5725485086,0.7616138458,,,
29.2910156250,0,-2.7155656815,-0.2928246260,0.8810669184,0.3890116513,,,
29.2929687500,0,-2.7582767010,-0.4971939623,1.1827516556,0.2532168329,,,
29.2949218750,0,-2.7841472626,-0.7470969558,1.4182932377,0.3835054636,,,
29.2968750000,0,-2.7924764156,-1.0275141001,1.5387120247,0.7342524529,,,
29.2988281250,0,-2.7828617096,-1.3211468458,1.5130439997,1.1975924969,,,
29.3007812500,0,-2.7552049160,-1.6096206903,1.3332183361,1.6331547499,,,
29.3027343750,0,-2.7097148895,-1.8747643232,1.0153694153,1.9067196846,,,
29.3046875000,0,-2.6469044685,-2.0998742580,0.5973765850,1.9272021055,,,
29.3066406250,0,-2.5675797462,-2.2708778381,0.1330150813,1.6718220711,,,
29.3085937500,0,-2.4728281498,-2.3773131371,-0.3163701892,1.1925637722,,,
29.3105468750,0,-2.3639986515,-2.4130580425,-0.6913725734,0.6021496058,,,
29.3125000000,0,-2.2426779270,-2.3767547607,-0.9437318444,0.0433711000,,,
29.3144531250,0,-2.1106638908,-2.2719061375,-1.0438094139,-0.3498188853,,,
29.3164062500,0,-1.9699332714,-2.1066298485,-0.9851655364,-0.4887924492,,,
29.3183593750,0,-1.8226075172,-1.8930929899,-0.7855262160,-0.3543131053,,,
29.3203125000,0,-1.6709163189,-1.6466652155,-0.4839900136,-0.0015891157,,,
29.3222656250,0,-1.5171580315,-1.3848466873,-0.1349087954,0.4550696015,,,
29.3242187500,0,-1.3636600971,-1.1260499954,0.2006035298,0.8737835884,,,
29.3261718750,0,-1.2127381563,-0.8883177638,0.4642117918,1.1241813898,,,
29.3281250000,0,-1.0666559935,-0.6880663633,0.6094638109,1.1233100891,,,
29.3300781250,0,-0.9275859594,-0.5389438868,0.6090396643,0.8585360646,,,
29.3320312500,0,-0.7975711226,-0.4508808851,0.4590177536,0.3911572993,,,
29.3339843750,0,-0.6784897447,-0.4294013977,0.1794914156,-0.1602643877,,,
29.3359375000,0,-0.5720225573,-0.4752406776,-0.1885578334,-0.6522833109,,,
29.3378906250,0,-0.4796235263,-0.5842980742,-0.5896453261,-0.9557900429,,,
29.3398437500,0,-0.4024945796,-0.7479266524,-0.9624307156,-0.9913222790,,,
29.3417968750,0,-0.3415649831,-0.9535408616,-1.2492817640,-0.7507908940,,,
29.3437500000,0,-0.2974750102,-1.1854984760,-1.4052642584,-0.2996658385,,,
29.3457031250,0,-0.2705651522,-1.4261963367,-1.4051579237,0.2409760356,,,
29.3476562500,0,-0.2608702481,-1.6573032141,-1.2474060059,0.7276209593,,,
29.3496093750,0,-0.2681191564,-1.8610429764,-0.9543818831,1.0336158276,,,
29.3515625000,0,-0.2917397618,-2.0214405060,-0.5689323545,1.0838230848,,,
29.3535156250,0,-0.3308691680,-2.1254405975,-0.1477357298,0.8751350045,,,
29.3554687500,0,-0.3843690455,-2.1638257504,0.2474920601,0.4772272706,,,
29.3574218750,0,-0.4508458078,-2.1318633556,0.5595724583,0.0133440979,,,
29.3593750000,0,-0.5286751986,-2.0296437740,0.7447301745,-0.3736156225,,,
29.3613281250,0,-0.6160311103,-1.8620795012,0.7793686390,-0.5604167581,,,
29.3632812500,0,-0.7109176517,-1.6385700703,0.6637005806,-0.4774327278,,,
29.3652343750,0,-0.8112042546,-1.3723527193,0.4216679633,-0.1279117465,,,
29.3671875000,0,-0.9146635532,-1.0795868635,0.0971642062,0.4127168655,,,
29.3691406250,0,-1.0190101862,-0.7782340646,-0.2528526485,1.0173087120,,,
29.3710937500,0,-1.1219415665,-0.4868123829,-0.5672827959,1.5416349173,,,
29.3730468750,0,-1.2211776972,-0.2231127024,-0.7904536724,1.8636889458,,,
29.3750000000,0,-1.3145022392,-0.0029650482,-0.8808442950,1.9168975353,,,
29.3769531250,0,-1.3998008966,0.1608579159,-0.8176055551,1.7081371546,,,
29.3789062500,0,-1.4750987291,0.2595243752,-0.6038614511,1.3156194687,,,
29.3808593750,0,-1.5385955572,0.2887518406,-0.2662754953,0.8672282100,,,
29.3828125000,0,-1.5886969566,0.2490987331,0.1490494162,0.5052456856,,,
29.3847656250,0,-1.6240427494,0.1459179968,0.5836997032,0.3471400440,,,
29.3867187500,0,-1.6435312033,-0.0110231061,0.9759983420,0.4531607330,,,
29.3886718750,0,-1.6463383436,-0.2082313001,1.2705619335,0.8096264005,,,
29.3906250000,0,-1.6319328547,-0.4294351339,1.4268786907,1.3324872255,,,
29.3925781250,0,-1.6000852585,-0.6567265987,1.4255725145,1.8901864290,,,
29.3945312500,0,-1.5508725643,-0.8718165159,1.2713767290,2.3395578861,,,
29.3964843750,0,-1.4846767187,-1.0573167801,0.9923551679,2.5649223328,,,
29.3984375000,0,-1.4021786451,-1.1979588270,0.6354921460,2.5096693039,,,
29.4003906250,0,-1.3043462038,-1.2816653252,0.2593379915,2.1916680336,,,
29.4023437500,0,-1.1924177408,-1.3003979921,-0.0751435012,1.6982879639,,,
29.4042968750,0,-1.0678801537,-1.2507241964,-0.3141007423,1.1623922586,,,
29.4062500000,0,-0.9324436784,-1.1340618134,-0.4192085862,0.7258843780,,,
29.4082031250,0,-0.7880118489,-0.9565861225,-0.3736609519,0.5008001328,,,
29.4101562500,0,-0.6366484165,-0.7288042903,-0.1848078817,0.5386078358,,,
29.4121093750,0,-0.4805414081,-0.4648274779,0.1169733927,0.8161315322,,,
29.4140625000,0,-0.3219651282,-0.1813918352,0.4829980433,1.2419538498,,,
29.4160156250,0,-0.1632405967,0.1033044234,0.8538485169,1.6815443039,,,
29.4179687500,0,-0.0066948999,0.3708657026,1.1686251163,1.9942257404,,,
29.4199218750,0,0.1453791261,0.6039780378,1.3744314909,2.0718448162,,,
29.4218750000,0,0.2907629311,0.7876129150,1.4346175194,1.8685497046,,,
29.4238281250,0,0.4273508787,0.9100719094,1.3344956636,1.4135115147,,,
29.4257812500,0,0.5531868935,0.9637996554,1.0836410522,0.8031002879,,,
29.4277343750,0,0.6664984822,0.9459080696,0.7144153714,0.1746611148,,,
29.4296875000,0,0.7657276988,0.8583754301,0.2769469619,-0.3309269249,,,
29.4316406250,0,0.8495581746,0.7079066634,-0.1686539799,-0.6076470017,,,
29.4335937500,0,0.9169377089,0.5054639578,-0.5616304278,-0.6131759286,,,
29.4355468750,0,0.9670970440,0.2655014396,-0.8500108719,-0.3802506626,,,
29.4375000000,0,0.9995626807,0.0049559255,-0.9986703396,-0.0074562132,,,
29.4394531250,0,1.0141651630,-0.2579342723,-0.9947636127,0.3680375218,,,
29.4414062500,0,1.0110418797,-0.5049015880,-0.8496859670,0.6083162427,,,
29.4433593750,0,0.9906345010,-0.7189227343,-0.5972548127,0.6127657890,,,
29.4453125000,0,0.9536809921,-0.8854054213,-0.2883968055,0.3458915353,,,
29.4472656250,0,0.9012026787,-0.9932049513,0.0168324020,-0.1527135670,,,
29.4492187500,0,0.8344860077,-1.0354001522,0.2586523890,-0.7789868116,,,
29.4511718750,0,0.7550599575,-1.0097744465,0.3869213462,-1.3926912546,,,
29.4531250000,0,0.6646692157,-0.9189686775,0.3689996600,-1.8556356430,,,
29.4550781250,0,0.5652432442,-0.7702943087,0.1948888004,-2.0693466663,,,
29.4570312500,0,0.4588626623,-0.5752214193,-0.1211550608,-2.0018692017,,,
29.4589843750,0,0.3477224112,-0.3485757709,-0.5427845716,-1.6963518858,,,
29.4609375000,0,0.2340932488,-0.1075017080,-1.0171650648,-1.2590663433,,,
29.4628906250,0,0.1202819869,0.1297369152,-1.4831461906,-0.8301452398,,,
29.4648437500,0,0.0085908389,0.3450341225,-1.8807283640,-0.5450587869,,,
29.4667968750,0,-0.0987229571,0.5217084885,-2.1603517532,-0.4973908663,,,
29.4687500000,0,-0.1994867921,0.6456709504,-2.2905576229,-0.7131162286,,,
29.4707031250,0,-0.2916508019,0.7064119577,-2.2628343105,-1.1434291601,,,
29.4726562500,0,-0.3733239174,0.6977390647,-2.0928866863,-1.6780900955,,,
29.4746093750,0,-0.4428070486,0.6182143688,-1.8181388378,-2.1756322384,,,
29.4765625000,0,-0.4986228943,0.4712598324,-1.4918533564,-2.5021491051,,,
29.4785156250,0,-0.5395419598,0.2649246156,-1.1747864485,-2.5680322647,,,
29.4804687500,0,-0.5646041632,0.0113295252,-0.9256784916,-2.3525919914,,,
29.4824218750,0,-0.5731356144,-0.2741720080,-0.7920603156,-1.9098081589,,,
29.4843750000,0,-0.5647607446,-0.5740584135,-0.8028092384,-1.3536392450,,,
29.4863281250,0,-0.5394085646,-0.8698552847,-0.9636125565,-0.8269119859,,,
29.4882812500,0,-0.4973143041,-1.1434170008,-1.2560465336,-0.4623172581,,,
29.4902343750,0,-0.4390152693,-1.3781855106,-1.6404145956,-0.3462010622,,,
29.4921875000,0,-0.3653413355,-1.5603380203,-2.0619013309,-0.4950729907,,,
29.4941406250,0,-0.2774006724,-1.6797436476,-2.4590859413,-0.8512684107,,,
29.4960937500,0,-0.1765601784,-1.7306634188,-2.7734885216,-1.2989518642,,,
29.4980468750,0,-0.0644217506,-1.7121428251,-2.9586610794,-1.6960735321,,,
29.5000000000,0,0.0572058335,-1.6280713081,-2.9874086380,-1.9135180712,,,
29.5019531250,0,0.1863385439,-1.4869037867,-2.8560178280,-1.8707153797,,,
29.5039062500,0,0.3208518028,-1.3010638952,-2.5848283768,-1.5579503775,,,
29.5058593750,0,0.4585176706,-1.0860704184,-2.2150659561,-1.0392549038,,,
29.5078125000,0,0.5970439315,-0.8594475389,-1.8024238348,-0.4350885451,,,
29.5097656250,0,0.7341141105,-0.6394959092,-1.4083963633,0.1104490682,,,
29.5117187500,0,0.8674281240,-0.4440092146,-1.0907120705,0.4688887000,,,
29.5136718750,0,0.9947425127,-0.2890261412,-0.8943582773,0.5623852611,,,
29.5156250000,0,1.1139098406,-0.1877050251,-0.8445933461,0.3848454654,,,
29.5175781250,0,1.2229160070,-0.1493992209,-0.9430364966,0.0034009246,,,
29.5195312500,0,1.3199161291,-0.1789981127,-1.1674422026,-0.4601748884,,,
29.5214843750,0,1.4032661915,-0.2765793502,-1.4751963615,-0.8630113602,,,
29.5234375000,0,1.4715526104,-0.4373969734,-1.8099875450,-1.0804519653,,,
29.5253906250,0,1.5236160755,-0.6522058845,-2.1106152534,-1.0403560400,,,
29.5273437500,0,1.5585728884,-0.9079003334,-2.3205630779,-0.7429897785,,,
29.5292968750,0,1.5758299828,-1.1884217262,-2.3968441486,-0.2610522807,,,
29.5312500000,0,1.5750951767,-1.4758727551,-2.3167433739,0.2801697552,,,
29.5332031250,0,1.5563830137,-1.7517595291,-2.0814032555,0.7370815277,,,
29.5351562500,0,1.5200136900,-1.9982761145,-1.7156969309,0.9870989919,,,
29.5371093750,0,1.4666085243,-2.1995408535,-1.2644057274,0.9622313380,,,
29.5390625000,0,1.3970783949,-2.3426992893,-0.7852995992,0.6677231789,,,
29.5410156250,0,1.3126080036,-2.4188156128,-0.3401935399,0.1806471199,,,
29.5429687500,0,1.2146356106,-2.4234910011,0.0146232918,-0.3711676300,,,
29.5449218750,0,1.1048274040,-2.3571677208,0.2370978594,-0.8440965414,,,
29.5468750000,0,0.9850490689,-2.2250928879,0.3059052527,-1.1179893017,,,
29.5488281250,0,0.8573325276,-2.0369503498,0.2237121314,-1.1289860010,,,
29.5507812500,0,0.7238410115,-1.8061820269,0.0167034492,-0.8868879676,,,
29.5527343750,0,0.5868309736,-1.5490469933,-0.2695536315,-0.4723216593,,,
29.5546875000,0,0.4486128390,-1.2834863663,-0.5772639513,-0.0144768264,,,
29.5566406250,0,0.3115107417,-1.0278693438,-0.8454621434,0.3444801271,,,
29.5585937500,0,0.1778217703,-0.7997107506,-1.0195631981,0.4885616601,,,
29.5605468750,0,0.0497760586,-0.6144483089,-1.0599174500,0.3599507809,,,
29.5625000000,0,-0.0705022514,-0.4843648970,-0.9480376840,-0.0249413289,,,
29.5644531250,0,-0.1810320020,-0.4177314937,-0.6895279288,-0.5797544122,,,
29.5664062500,0,-0.2800095677,-0.4182299078,-0.3132579923,-1.1716243029,,,
29.5683593750,0,-0.3658402860,-0.4846962094,0.1330889463,-1.6573709249,,,
29.5703125000,0,-0.4371662438,-0.6112020612,0.5904011726,-1.9225124121,,,
29.5722656250,0,-0.4928899109,-0.7874692082,0.9973065853,-1.9124166965,,,
29.5742187500,0,-0.5321930647,-0.9995868206,1.2996957302,-1.6470521688,,,
29.5761718750,0,-0.5545511842,-1.2309834957,1.4591176510,-1.2153000832,,,
29.5781250000,0,-0.5597422123,-1.4635843039,1.4587392807,-0.7503865361,,,
29.5800781250,0,-0.5478504896,-1.6790735722,1.3059422970,-0.3931718767,,,
29.5820312500,0,-0.5192649961,-1.8601745367,1.0311517715,-0.2533587813,,,
29.5839843750,0,-0.4746722281,-1.9918569326,0.6830791235,-0.3792537153,,,
29.5859375000,0,-0.4150443375,-2.0623884201,0.3211215436,-0.7443704009,,,
29.5878906250,0,-0.3416215777,-2.0641560555,0.0061005247,-1.2545486689,,,
29.5898437500,0,-0.2558905482,-1.9942013025,-0.2092174143,-1.7736383677,,,
29.5917968750,0,-0.1595580727,-1.8544300795,-0.2883411348,-2.1607117653,,,
29.5937500000,0,-0.0545208678,-1.6514848471,-0.2167364955,-2.3086044788,,,
29.5957031250,0,0.0571676381,-1.3962857723,-0.0040839333,-2.1732256413,,,
29.5976562500,0,0.1733335704,-1.1032744646,0.3172394335,-1.7856020927,,,
29.5996093750,0,0.2917208672,-0.7894120812,0.6972167492,-1.2433582544,,,
29.6015625000,0,0.4100309610,-0.4730025828,1.0759996176,-0.6839656234,,,
29.6035156250,0,0.5259632468,-0.1724216640,1.3932512999,-0.2470948547,,,
29.6054687500,0,0.6372554898,0.0951582417,1.5975695848,-0.0363866016,,,
29.6074218750,0,0.7417239547,0.3149591982,1.6545217037,-0.0911199823,,,
29.6093750000,0,0.8373013735,0.4756217897,1.5520390272,-0.3755417168,,,
29.6113281250,0,0.9220737219,0.5699904561,1.3023318052,-0.7887802720,,,
29.6132812500,0,0.9943138957,0.5956057310,0.9400252700,-1.1926267147,,,
29.6152343750,0,1.0525120497,0.5548684597,0.5168070793,-1.4495673180,,,
29.6171875000,0,1.0954023600,0.4548652172,0.0934196338,-1.4606429338,,,
29.6191406250,0,1.1219851971,0.3068669736,-0.2697555423,-1.1927571297,,,
29.6210937500,0,1.1315453053,0.1255354136,-0.5220552683,-0.6879482269,,,
29.6230468750,0,1.1236640215,-0.0721070096,-0.6303769946,-0.0520812236,,,
29.6250000000,0,1.0982271433,-0.2678716779,-0.5842839479,0.5739429593,,,
29.6269531250,0,1.0554271936,-0.4436799288,-0.3975793123,1.0525715351,,,
29.6289062500,0,0.9957599044,-0.5828316808,-0.1061038300,1.2870599031,,,
29.6308593750,0,0.9200162292,-0.6711775064,0.2379000038,1.2477430105,,,
29.6328125000,0,0.8292683363,-0.6981134415,0.5739782453,0.9799198508,,,
29.6347656250,0,0.7248513103,-0.6573282480,0.8429352045,0.5911926627,,,
29.6367187500,0,0.6083399057,-0.5472512245,0.9961066246,0.2217327654,,,
29.6386718750,0,0.4815211296,-0.3711695075,1.0029923916,0.0056240601,,,
