Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,Channel 15,Channel 16,Event Id,Event Date,Event Duration
9.0937500000,0,3265.3845214844,6423.4614257813,6618.2050781250,1504.4871826172,7129.3588867188,5755.8974609375,2231.2819824219,346.7948608398,3306.0256347656,6680.5126953125,6300.2563476563,6854.6152343750,7375.7690429688,6399.1025390625,4862.6923828125,6858.4614257813,,,
9.1015625000,0,1840.3846435547,7546.0258789063,2596.9230957031,1607.6922607422,3905.1281738281,3370.5129394531,2786.0256347656,1542.8205566406,8264.6152343750,359.1025695801,1623.3333740234,3343.9743652344,1535.2563476563,1152.3077392578,5993.4614257813,6373.0771484375,,,
9.1093750000,0,7826.9228515625,6595.2563476563,4707.3076171875,8020.1284179688,4685.2563476563,4893.4614257813,6260.7690429688,6800.2563476563,7999.2309570313,5905.1284179688,4206.4101562500,2056.6667480469,2561.2819824219,447.6922912598,4736.2822265625,7237.1796875000,,,
9.1171875000,0,2525.3845214844,5630.3847656250,7309.3588867188,8183.5898437500,5391.0258789063,5866.1538085938,2876.5385742188,6465.0000000000,3843.8461914063,2777.3076171875,6568.2050781250,7919.2309570313,583.2051391602,7027.5639648438,5009.2309570313,2747.3076171875,,,
9.1250000000,0,764.4871826172,1400.2563476563,7178.3334960938,3816.2819824219,2552.0512695313,7324.7436523438,3847.8205566406,2226.7949218750,1331.6666259766,2154.4870605469,4115.5126953125,1253.9743652344,1487.3077392578,8339.1025390625,5782.3076171875,7823.9746093750,,,
9.1328125000,0,3896.9230957031,3207.0512695313,7439.4873046875,8066.4101562500,4134.8715820313,4290.5126953125,5893.2050781250,3660.1281738281,2503.3332519531,4584.8715820313,7440.3847656250,670.1281738281,1186.5384521484,2576.0256347656,3280.6411132813,5714.2309570313,,,
9.1406250000,0,3177.1794433594,4952.8203125000,191.6666564941,2328.2050781250,7328.4614257813,4347.5639648438,2545.2563476563,7224.1025390625,5716.5385742188,3066.5385742188,1712.0512695313,1823.7178955078,4340.3847656250,6571.6665039063,8161.6665039063,1535.3846435547,,,
9.1484375000,0,2246.4101562500,1421.5384521484,4325.7690429688,6539.1025390625,23.7179393768,7426.2822265625,308.5897216797,1992.8205566406,6242.9487304688,2110.7692871094,5756.1538085938,4104.4873046875,2544.2307128906,2748.4614257813,7957.4360351563,5706.5385742188,,,
9.1562500000,0,4458.0771484375,7689.6152343750,2978.7180175781,7699.4873046875,6684.8715820313,2997.4357910156,2953.0769042969,7303.5898437500,7933.7177734375,4278.5898437500,812.0512695313,1161.9230957031,3076.0256347656,1591.2821044922,2036.9230957031,6444.4873046875,,,
9.1640625000,0,8026.0258789063,3802.3076171875,7096.0258789063,598.3333129883,5562.9487304688,5944.4873046875,4002.1794433594,7469.8715820313,363.3333129883,7977.0512695313,4949.7436523438,3130.2563476563,7048.4614257813,3750.7692871094,2501.1538085938,7616.2822265625,,,
9.1718750000,0,7072.1796875000,5969.1025390625,5766.5385742188,517.8204956055,92.6922988892,4743.3334960938,6926.7949218750,5218.8461914063,903.2051391602,6636.7949218750,3937.0512695313,4417.8203125000,7576.5385742188,340.8974304199,5183.0771484375,7605.2563476563,,,
9.1796875000,0,5699.3588867188,1735.0000000000,147.0512695313,5587.5639648438,2832.8205566406,3255.8974609375,6142.1796875000,260.1282043457,7087.6923828125,2216.2819824219,7241.1538085938,2825.5129394531,4634.7436523438,1575.2563476563,2980.5129394531,3933.0769042969,,,
9.1875000000,0,7665.1284179688,3815.0000000000,2927.0512695313,7616.5385742188,3228.9743652344,7310.7690429688,4780.1284179688,7604.4873046875,2937.1794433594,7150.3847656250,1387.4359130859,5671.0258789063,6122.6923828125,7121.0258789063,1268.7178955078,5911.6665039063,,,
9.1953125000,0,408.9743652344,5211.2822265625,4766.2822265625,1987.0512695313,3729.7436523438,3019.2307128906,4332.0512695313,2223.7180175781,5656.6665039063,3035.8974609375,6225.0000000000,79.1025543213,902.8204956055,6221.7949218750,1621.5384521484,1838.7178955078,,,
9.2031250000,0,4360.7690429688,446.1538391113,2357.3076171875,8153.5898437500,1435.1281738281,7166.1538085938,7209.3588867188,5663.5898437500,6715.0000000000,3140.8974609375,7789.3588867188,251.0256347656,4528.5898437500,6356.2822265625,1327.0512695313,171.4102478027,,,
9.2109375000,0,6551.2822265625,447.0512695313,2881.4101562500,926.6666870117,7358.2050781250,3632.0512695313,8348.5898437500,2528.7180175781,7004.8715820313,6233.4614257813,4162.8203125000,6925.2563476563,2925.5129394531,1937.3077392578,7799.1025390625,6266.1538085938,,,
9.2187500000,0,7616.6665039063,5656.6665039063,489.8717956543,1571.9230957031,3073.4614257813,3381.7949218750,5702.3076171875,1874.7435302734,5369.1025390625,7075.3847656250,4303.9741210938,8003.7177734375,2125.8974609375,3072.6923828125,4978.2050781250,6370.0000000000,,,
9.2265625000,0,7884.3588867188,2311.9230957031,7627.8203125000,453.5897216797,1126.2821044922,4740.1284179688,4992.6923828125,8326.0253906250,6068.9741210938,1957.8205566406,4080.8974609375,6898.0771484375,4203.9741210938,3709.6154785156,1296.4102783203,727.8204956055,,,
9.2343750000,0,891.2820434570,7436.5385742188,4765.2563476563,2510.1281738281,6273.5898437500,1742.3077392578,2692.1794433594,3913.2050781250,5686.9228515625,6571.4101562500,4621.6665039063,1421.5384521484,174.9999847412,525.5128173828,128.4615325928,1945.7691650391,,,
9.2421875000,0,3478.7180175781,2091.5385742188,4395.7690429688,5465.7690429688,8353.7177734375,6171.7949218750,901.4102783203,7092.4360351563,7648.7177734375,3686.7949218750,3124.4870605469,1800.6409912109,3706.2819824219,1049.8718261719,1611.1538085938,8395.7695312500,,,
9.2500000000,0,7688.4614257813,8072.1796875000,7492.5639648438,7826.0258789063,572.9487304688,7576.7949218750,4147.0512695313,2384.4870605469,2327.0512695313,8041.9228515625,2317.0512695313,8366.2822265625,4369.3588867188,1488.3333740234,3358.7180175781,6018.9741210938,,,
9.2578125000,0,1383.8461914063,6597.6923828125,2792.8205566406,4348.4614257813,5691.7949218750,7485.3847656250,6525.1284179688,8022.0512695313,918.4615478516,1705.8974609375,5407.0512695313,5288.7177734375,3814.8718261719,941.0256347656,6375.8974609375,909.7435913086,,,
9.2656250000,0,8101.9228515625,2785.3845214844,308.8461303711,509.2307739258,3126.6667480469,4395.5126953125,4972.0512695313,1604.4871826172,413.0769042969,1124.4871826172,368.7179260254,3313.5898437500,8285.3847656250,7339.1025390625,5217.9487304688,7401.1538085938,,,
9.2734375000,0,6258.8461914063,96.0256347656,5891.9228515625,1807.9487304688,193.4615325928,7420.0000000000,5381.9228515625,1154.1025390625,1448.5897216797,909.1025390625,4544.8715820313,7212.9487304688,676.9230957031,3048.0769042969,7897.4360351563,8356.1542968750,,,
9.2812500000,0,7459.3588867188,2294.8718261719,5944.6152343750,1238.7178955078,6792.6923828125,1666.5384521484,1947.0512695313,7903.5898437500,2596.0256347656,7862.9487304688,2696.5385742188,7568.2050781250,160.2564086914,2268.9743652344,4377.0512695313,8368.5898437500,,,
9.2890625000,0,4215.8974609375,4800.6411132813,237.1794738770,121.0256347656,4052.8205566406,1217.9487304688,2089.7436523438,8056.6665039063,7705.6411132813,1785.5128173828,7436.6665039063,2691.1538085938,3168.7180175781,2285.1281738281,1626.0256347656,4998.7177734375,,,
9.2968750000,0,2224.6154785156,8216.5380859375,7767.3076171875,4739.6152343750,5721.1538085938,6702.4360351563,902.6923217773,8074.7436523438,6180.8974609375,1999.6153564453,3143.7180175781,6579.1025390625,5448.5898437500,6628.9741210938,1884.2307128906,3173.4614257813,,,
9.3046875000,0,932.0512695313,4505.6411132813,1606.6666259766,7259.2309570313,8001.0258789063,7967.4360351563,5444.6152343750,7886.7949218750,3408.9743652344,7008.2050781250,6761.9228515625,7186.6665039063,3916.1538085938,890.2564086914,2137.9487304688,5383.0771484375,,,
9.3125000000,0,1110.8974609375,1348.2050781250,1304.4871826172,7314.3588867188,7970.7690429688,4704.1025390625,2210.6411132813,5622.9487304688,5930.0000000000,6663.9741210938,1447.6922607422,1107.4359130859,8183.3334960938,1916.2821044922,2171.2819824219,6556.7949218750,,,
9.3203125000,0,5815.7690429688,3974.1025390625,7985.2563476563,5285.2563476563,1710.2563476563,3509.3588867188,3531.6667480469,6954.6152343750,1094.2307128906,1515.3846435547,5164.6152343750,1128.8461914063,745.0000000000,7465.5126953125,3034.3588867188,1280.3846435547,,,
9.3281250000,0,3928.8461914063,7576.1538085938,4276.4101562500,7488.3334960938,5688.7177734375,475.1282043457,2200.1281738281,2519.4870605469,3199.1025390625,3472.4357910156,2941.5385742188,1802.0512695313,3761.2819824219,3271.5385742188,6732.0512695313,482.8204956055,,,
9.3359375000,0,693.0769042969,7939.7436523438,6631.0258789063,1138.9743652344,7505.1284179688,1040.6409912109,6757.9487304688,1414.3590087891,5872.3076171875,4564.2309570313,23.2051200867,5737.5639648438,491.2820434570,3853.7180175781,1937.6922607422,5745.6411132813,,,
9.3437500000,0,1142.4359130859,7318.8461914063,8236.9228515625,5522.0512695313,6227.6923828125,2668.7180175781,6503.3334960938,6418.2050781250,3480.6411132813,532.5640869141,1973.4615478516,5646.0258789063,4486.0258789063,3418.3332519531,6386.5385742188,8191.9228515625,,,
9.3515625000,0,4709.4873046875,2847.6923828125,927.8204956055,5378.2050781250,7805.6411132813,4334.1025390625,6162.6923828125,4263.8461914063,605.0000000000,8368.4619140625,3928.5898437500,4039.8718261719,8312.3076171875,3452.4357910156,6507.1796875000,5150.0000000000,,,
9.3593750000,0,5554.3588867188,94.3589630127,557.4359130859,2005.7691650391,7124.2309570313,3656.6667480469,5780.1284179688,4377.9487304688,1417.8205566406,6925.1284179688,4272.0512695313,6151.6665039063,5374.7436523438,7963.7177734375,4134.6152343750,3700.6411132813,,,
9.3671875000,0,2447.8205566406,7881.4101562500,6666.7949218750,3704.4870605469,8321.1542968750,6331.7949218750,2372.8205566406,1339.7435302734,2187.3076171875,1108.9743652344,4522.8203125000,5722.3076171875,7583.7177734375,6039.6152343750,3733.2050781250,4187.6923828125,,,
9.3750000000,0,7861.2822265625,7975.0000000000,6947.1796875000,6927.6923828125,4517.1796875000,2595.2563476563,1043.7178955078,5828.4614257813,5992.8203125000,130.6410217285,3961.2819824219,3361.5385742188,6999.3588867188,5891.5385742188,1189.2307128906,7293.5898437500,,,
9.3828125000,0,3866.2819824219,869.7435913086,8036.2822265625,1398.7178955078,7164.1025390625,1308.9743652344,2757.6923828125,3125.7692871094,5862.3076171875,1154.8718261719,4144.8715820313,1862.1794433594,6625.7690429688,4738.2050781250,6260.1284179688,5395.3847656250,,,
9.3906250000,0,5998.8461914063,8037.4360351563,3087.1794433594,436.4102478027,1060.8974609375,4960.5126953125,205.7692260742,2585.0000000000,3593.7180175781,2505.0000000000,110.2564010620,3632.6923828125,2801.6667480469,2287.8205566406,4643.4614257813,4846.7949218750,,,
9.3984375000,0,8339.8720703125,2821.5385742188,6265.3847656250,5187.6923828125,3061.2819824219,3698.7180175781,2893.5898437500,1115.3846435547,701.2820434570,860.5128173828,3775.5129394531,5569.6152343750,7390.6411132813,5700.0000000000,3198.4614257813,552.6923217773,,,
9.4062500000,0,6094.8715820313,679.6153564453,7166.7949218750,5953.7177734375,3248.7180175781,5750.5126953125,757.0512695313,4811.5385742188,290.6410217285,1192.1794433594,940.6409912109,2964.3588867188,6601.1538085938,2203.3332519531,3374.3588867188,5069.3588867188,,,
9.4140625000,0,4506.7949218750,3537.0512695313,5841.5385742188,875.6409912109,6842.0512695313,4749.3588867188,2481.0256347656,8086.1538085938,4944.3588867188,3199.7436523438,2288.2050781250,1930.0000000000,3693.7180175781,2247.8205566406,4174.1025390625,2023.9743652344,,,
9.4218750000,0,3493.9743652344,427.1794738770,5501.7949218750,10.8974266052,7498.2050781250,4268.2050781250,2810.7692871094,5512.9487304688,7395.8974609375,3246.5385742188,7153.0771484375,4755.3847656250,6921.4101562500,7599.3588867188,5841.5385742188,606.6666870117,,,
9.4296875000,0,1443.5897216797,2325.8974609375,473.9743652344,5722.3076171875,5365.1284179688,5079.7436523438,2976.4101562500,2286.7949218750,924.4871826172,3399.8718261719,6018.2050781250,3321.4101562500,99.3589630127,2413.9743652344,2684.3588867188,3876.9230957031,,,
9.4375000000,0,7003.4614257813,3255.5129394531,391.1538391113,8392.0517578125,7926.2822265625,5819.6152343750,6686.9228515625,1330.6409912109,6594.4873046875,3011.7949218750,3891.5385742188,4992.8203125000,6842.3076171875,7977.9487304688,7565.1284179688,4198.5898437500,,,
9.4453125000,0,6117.3076171875,2722.5642089844,1684.1025390625,5206.1538085938,7445.2563476563,837.6923217773,7404.6152343750,5542.8203125000,2655.3845214844,924.2307739258,7367.0512695313,4427.3076171875,4947.5639648438,3907.0512695313,670.1281738281,974.7435913086,,,
9.4531250000,0,1591.4102783203,4347.9487304688,1842.1794433594,94.9999923706,1875.6409912109,3901.4101562500,99.4871673584,8086.9228515625,2052.8205566406,1772.5640869141,4185.3847656250,3036.2819824219,8184.7436523438,4087.5642089844,2813.0769042969,6563.5898437500,,,
9.4609375000,0,7882.1796875000,3111.4101562500,2463.0769042969,554.7435913086,835.6409912109,3350.8974609375,3223.0769042969,157.4358825684,3334.1025390625,5294.8715820313,5070.2563476563,8366.2822265625,2381.7949218750,1894.6153564453,1956.9230957031,2869.4870605469,,,
9.4687500000,0,4518.2050781250,7102.6923828125,1333.9743652344,4852.3076171875,7306.1538085938,2703.5898437500,4077.6923828125,1955.1281738281,3928.4614257813,2109.1025390625,4016.6667480469,4283.9741210938,1608.0769042969,6699.8715820313,6437.0512695313,720.8973999023,,,
9.4765625000,0,2460.6411132813,6953.4614257813,6396.5385742188,8062.9487304688,3230.7692871094,2365.2563476563,3374.6154785156,3917.5642089844,6265.3847656250,4065.6411132813,1383.3333740234,6674.1025390625,7209.1025390625,1424.2307128906,4876.6665039063,967.5640869141,,,
9.4843750000,0,2751.6667480469,6093.0771484375,7747.9487304688,5946.5385742188,2111.4101562500,5122.3076171875,354.4871826172,1843.4615478516,5237.8203125000,3632.5642089844,2797.4357910156,2736.6667480469,7329.6152343750,3210.1281738281,4260.2563476563,5400.1284179688,,,
9.4921875000,0,3193.3332519531,4783.8461914063,7532.4360351563,6877.8203125000,7069.8715820313,6711.5385742188,4575.6411132813,7248.5898437500,7022.4360351563,3437.9487304688,2112.6923828125,31.7948627472,1194.1025390625,6508.2050781250,1988.5897216797,6899.1025390625,,,
9.5000000000,0,8216.7949218750,5045.8974609375,2428.8461914063,5808.0771484375,5561.7949218750,5536.2822265625,352.8204956055,470.5128173828,3210.5129394531,6257.1796875000,1742.9487304688,2656.5385742188,3923.3332519531,8006.7949218750,1114.3590087891,6665.0000000000,,,
9.5078125000,0,3098.0769042969,6908.7177734375,2015.5128173828,782.6923217773,1931.6666259766,8140.6411132813,2631.5385742188,5153.2050781250,6018.9741210938,1556.2821044922,7399.3588867188,7539.1025390625,3624.3588867188,1310.5128173828,5701.0258789063,3019.3588867188,,,
9.5156250000,0,3732.8205566406,6765.2563476563,7011.5385742188,2401.7949218750,620.7692260742,1585.0000000000,3138.3332519531,5497.8203125000,3371.0256347656,7714.8715820313,193.8461456299,1249.2307128906,7470.0000000000,2112.1794433594,1510.6409912109,2433.2050781250,,,
9.5234375000,0,4102.0512695313,7935.5126953125,628.3333129883,6537.0512695313,7612.6923828125,4344.3588867188,7529.8715820313,5513.5898437500,5482.0512695313,4954.2309570313,690.0000000000,2067.0512695313,3188.9743652344,3577.1794433594,2215.5126953125,3211.9230957031,,,
9.5312500000,0,4788.4614257813,2861.4101562500,2830.5129394531,7255.6411132813,1142.5640869141,5939.8715820313,5766.4101562500,4823.5898437500,8007.1796875000,4642.8203125000,2838.3332519531,8315.5126953125,5633.7177734375,3731.5385742188,5270.1284179688,4009.8718261719,,,
9.5390625000,0,3245.5129394531,1119.6153564453,8240.7695312500,1292.3077392578,6711.9228515625,1915.7691650391,1046.6666259766,3555.5129394531,1476.6666259766,2857.9487304688,4691.7949218750,8096.5385742188,6023.3334960938,5424.3588867188,1236.2821044922,6505.7690429688,,,
9.5468750000,0,1513.4615478516,7692.9487304688,3110.8974609375,5172.8203125000,7860.6411132813,1742.1794433594,7905.2563476563,2177.6923828125,1794.3590087891,1573.7178955078,4099.1025390625,1620.0000000000,6694.8715820313,71.7948608398,5255.8974609375,4208.4614257813,,,
9.5546875000,0,5114.7436523438,6826.4101562500,65.2564010620,2814.1025390625,2310.3845214844,4893.2050781250,6398.2050781250,3930.0000000000,4384.8715820313,6678.9741210938,5057.6923828125,5782.9487304688,3624.4870605469,6243.3334960938,7227.9487304688,4384.6152343750,,,
9.5625000000,0,7784.6152343750,6137.9487304688,3143.2050781250,5718.5898437500,5520.8974609375,3723.8461914063,3933.5898437500,1034.6153564453,5817.6923828125,6624.3588867188,1876.2821044922,1128.7178955078,7695.1284179688,1258.9743652344,1067.6922607422,1984.8718261719,,,
9.5703125000,0,3857.3076171875,8348.4619140625,5626.0258789063,3166.2819824219,6550.8974609375,7334.3588867188,2339.1025390625,7269.2309570313,4011.4101562500,3812.0512695313,6261.0258789063,4907.4360351563,5141.4101562500,4072.6923828125,7205.7690429688,4638.8461914063,,,
9.5781250000,0,4279.3588867188,5042.6923828125,3939.7436523438,2500.7692871094,2333.9743652344,353.5897216797,4656.2822265625,7311.9228515625,250.8974304199,5893.2050781250,56.9230690002,6408.8461914063,6754.2309570313,6706.5385742188,6410.1284179688,892.9487304688,,,
9.5859375000,0,7346.7949218750,3589.1025390625,8355.2568359375,5770.6411132813,7979.7436523438,493.5897216797,7981.4101562500,5269.2309570313,3735.7692871094,3160.3845214844,695.2564086914,6120.2563476563,6661.5385742188,3906.0256347656,3925.2563476563,1581.5384521484,,,
9.5937500000,0,7441.1538085938,5000.5126953125,1682.4359130859,4769.6152343750,2266.9230957031,7110.3847656250,1805.8974609375,4502.4360351563,3260.6411132813,1154.1025390625,6747.5639648438,1742.9487304688,4758.2050781250,5326.6665039063,5196.7949218750,5232.8203125000,,,
9.6015625000,0,7176.6665039063,2416.9230957031,3608.2050781250,7524.7436523438,69.7435836792,2274.2307128906,8309.2304687500,8182.0512695313,6072.4360351563,5523.2050781250,7223.0771484375,5117.5639648438,761.5384521484,1904.7435302734,3186.0256347656,8334.4873046875,,,
9.6093750000,0,1862.1794433594,7875.5126953125,1674.4871826172,5781.0258789063,969.6153564453,4311.2822265625,2511.7949218750,621.2820434570,6229.6152343750,7681.5385742188,6624.1025390625,5855.7690429688,1297.6922607422,6775.5126953125,3213.7180175781,261.0256347656,,,
9.6171875000,0,1596.2821044922,566.5384521484,4697.9487304688,388.9743652344,662.5640869141,2689.7436523438,4280.3847656250,7720.7690429688,5198.8461914063,3847.8205566406,7988.5898437500,4297.3076171875,3796.9230957031,282.1794738770,6293.8461914063,5235.6411132813,,,
9.6250000000,0,162.8205108643,6962.8203125000,4148.5898437500,3511.2819824219,4533.5898437500,6672.9487304688,3612.4357910156,2756.9230957031,1237.1794433594,3789.8718261719,5362.5639648438,6863.2050781250,1033.0769042969,7002.4360351563,6956.6665039063,7058.7177734375,,,
9.6328125000,0,5202.3076171875,870.8973999023,5865.5126953125,4207.6923828125,3406.0256347656,7325.1284179688,3487.6923828125,8110.3847656250,7416.5385742188,7114.1025390625,3665.0000000000,7572.1796875000,6908.9741210938,960.3845825195,3904.3588867188,8097.3076171875,,,
9.6406250000,0,8103.2050781250,323.5897216797,266.5384521484,995.8973999023,2219.3588867188,5451.6665039063,5624.3588867188,5794.4873046875,2723.2050781250,8376.5380859375,6981.7949218750,226.4102478027,3726.7949218750,4419.7436523438,5818.8461914063,8378.4619140625,,,
9.6484375000,0,2367.8205566406,5659.1025390625,2391.4101562500,395.3846130371,6434.8715820313,7928.4614257813,6939.7436523438,1588.4615478516,7122.5639648438,4164.8715820313,7481.0258789063,4412.4360351563,5824.3588867188,7387.6923828125,7785.0000000000,6137.4360351563,,,
9.6562500000,0,1068.4615478516,7286.9228515625,7137.9487304688,7008.8461914063,175.6410217285,6570.1284179688,4277.9487304688,4017.9487304688,2941.0256347656,6466.2822265625,4883.5898437500,7149.1025390625,7265.8974609375,6179.8715820313,5983.9741210938,4244.3588867188,,,
9.6640625000,0,225.7692260742,7247.4360351563,1523.7178955078,2527.5642089844,4816.7949218750,6997.0512695313,4074.2307128906,5310.6411132813,371.1538391113,8389.3593750000,1429.6153564453,3101.7949218750,137.8205108643,4982.8203125000,6024.4873046875,8169.8715820313,,,
9.6718750000,0,3789.3588867188,2394.4870605469,4784.4873046875,6402.5639648438,558.9743652344,2764.2307128906,2950.1281738281,4472.3076171875,2041.6666259766,2335.0000000000,3336.2819824219,5928.2050781250,1163.9743652344,248.4615325928,7361.6665039063,7510.7690429688,,,
9.6796875000,0,5047.9487304688,7690.6411132813,2580.3845214844,4802.9487304688,3433.2050781250,1107.9487304688,1538.5897216797,1963.2050781250,5043.3334960938,6844.7436523438,2892.5642089844,7968.2050781250,1957.9487304688,2651.9230957031,2788.7180175781,2829.1025390625,,,
9.6875000000,0,8365.6406250000,7372.5639648438,1703.7178955078,7448.8461914063,557.3076782227,326.2820434570,5576.5385742188,2090.3845214844,816.0256347656,7652.1796875000,6787.8203125000,7814.8715820313,1997.0512695313,4653.4614257813,6204.7436523438,6614.4873046875,,,
9.6953125000,0,4764.6152343750,715.1281738281,8335.0000000000,8332.9482421875,1848.0769042969,6687.5639648438,208.8461456299,1091.4102783203,7220.0000000000,7985.0000000000,2354.2307128906,5186.1538085938,810.6409912109,7397.0512695313,1342.1794433594,3723.8461914063,,,
9.7031250000,0,7698.2050781250,6251.1538085938,6150.3847656250,2752.8205566406,4322.3076171875,6426.0258789063,1095.3846435547,1698.0769042969,7534.1025390625,7640.3847656250,4365.5126953125,6310.6411132813,2152.1794433594,6264.3588867188,2081.1538085938,5214.3588867188,,,
9.7109375000,0,7726.5385742188,6310.0000000000,226.5384521484,1859.2307128906,5188.2050781250,4595.0000000000,8270.0000000000,7755.6411132813,4692.5639648438,5902.4360351563,4351.6665039063,5260.2563476563,962.0512695313,278.5897216797,5372.6923828125,2022.1794433594,,,
9.7187500000,0,3507.8205566406,2763.5898437500,6983.3334960938,2059.1025390625,2105.1281738281,7113.2050781250,720.8973999023,1747.3077392578,1095.6409912109,606.5384521484,922.9487304688,1983.4615478516,7901.0258789063,4537.6923828125,8400.6406250000,4900.6411132813,,,
9.7265625000,0,6744.4873046875,4601.4101562500,4135.2563476563,6096.9228515625,1618.3333740234,8098.5898437500,4375.7690429688,5550.3847656250,372.5640869141,5990.5126953125,6555.8974609375,1595.0000000000,7975.5126953125,1276.9230957031,1122.3077392578,1303.8461914063,,,
9.7343750000,0,7840.2563476563,1999.3590087891,3003.9743652344,461.2820434570,3989.3588867188,5655.5126953125,6674.4873046875,670.0000000000,5708.4614257813,4755.1284179688,3886.4101562500,588.7179565430,8044.7436523438,6000.1284179688,1376.1538085938,8006.5385742188,,,
9.7421875000,0,4390.2563476563,5378.5898437500,3886.1538085938,3581.9230957031,7437.1796875000,1929.8718261719,7400.8974609375,4632.1796875000,4063.5898437500,838.8461303711,154.7435760498,4449.2309570313,4146.1538085938,89.4871673584,359.3589782715,6144.7436523438,,,
9.7500000000,0,8204.6152343750,4354.8715820313,1993.3333740234,7525.1284179688,5672.0512695313,6789.1025390625,5760.3847656250,1180.1281738281,2433.2050781250,7326.0258789063,2817.5642089844,5896.0258789063,5682.9487304688,3452.9487304688,8080.2563476563,4572.5639648438,,,
9.7578125000,0,1188.5897216797,346.1538391113,8319.1025390625,3552.8205566406,5125.2563476563,2683.3332519531,1878.0769042969,3279.2307128906,3494.7436523438,7644.2309570313,5061.1538085938,6610.5126953125,5292.0512695313,4168.3334960938,6889.2309570313,5437.4360351563,,,
9.7656250000,0,7534.8715820313,1825.3846435547,5733.0771484375,7744.8715820313,4773.8461914063,8204.1025390625,991.9230957031,6975.6411132813,5044.4873046875,4521.4101562500,1891.6666259766,3872.1794433594,4664.3588867188,8335.3847656250,6970.6411132813,7816.5385742188,,,
9.7734375000,0,5779.3588867188,5763.2050781250,7397.6923828125,4769.2309570313,2192.5642089844,6361.2822265625,6107.4360351563,644.6153564453,5091.9228515625,789.4871826172,131.0256347656,5445.8974609375,259.1025695801,2365.5126953125,1439.1025390625,5581.6665039063,,,
