Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,Reference,Reference.1,Label,Mode of Stimulus,Stage
5.1171875,0,3466.2819824219,3659.8718261719,5165.2563476563,1339.3590087891,5320.5126953125,5988.4614257813,528.717956543,4461.1538085938,1403.3333740234,8108.7177734375,7161.6665039063,894.4871826172,6912.1796875,5317.3076171875,1134.1025390625,2290.6411132813,Lamp,audio,start_slide
5.125,0,7206.6665039063,3913.0769042969,1781.794921875,6294.7436523438,4991.6665039063,1179.6153564453,856.7948608398,6628.58984375,1325.1281738281,7667.9487304688,7008.9741210938,4517.9487304688,2994.3588867188,1768.0769042969,717.1795043945,2519.1025390625,Lamp,audio,start_slide
5.1328125,0,8094.4873046875,6461.41015625,6982.9487304688,8245.76953125,6689.4873046875,128.8461456299,7791.2822265625,6888.9741210938,7406.5385742188,591.6666870117,1062.3077392578,5162.6923828125,3189.4870605469,1136.0256347656,3053.9743652344,7420.5126953125,Lamp,audio,start_slide
5.140625,0,3800.6411132813,1908.205078125,6162.1796875,5571.1538085938,1055.1281738281,7794.8715820313,3370.2563476563,2727.8205566406,5277.4360351563,1147.5640869141,290.2564086914,4483.205078125,2342.5642089844,7244.2309570313,1707.4359130859,3870.3845214844,Lamp,audio,start_slide
5.1484375,0,814.6153564453,8222.435546875,5376.0258789063,2076.41015625,235.3846130371,2670.1281738281,129.7435760498,4199.3588867188,4573.9741210938,3565.7692871094,393.7179260254,7038.8461914063,1024.6153564453,5408.58984375,6998.9741210938,8264.615234375,Lamp,audio,start_slide
5.15625,0,176.6666564941,5745.0,5402.1796875,2510.6411132813,7564.615234375,7444.8715820313,1546.4102783203,6842.5639648438,6653.58984375,7996.2822265625,4767.4360351563,8326.794921875,455.7692260742,2116.41015625,5077.6923828125,4386.6665039063,Lamp,audio,start_slide
5.1640625,0,7548.974609375,5437.5639648438,5921.794921875,6741.794921875,5637.3076171875,6194.1025390625,5454.8715820313,4470.384765625,1692.0512695313,2174.4870605469,7782.3076171875,5738.8461914063,4643.0771484375,6887.0512695313,5816.1538085938,1354.4871826172,Lamp,audio,start_slide
5.171875,0,4046.794921875,6024.2309570313,612.0512695313,3337.3076171875,3776.41015625,6149.8715820313,2429.4870605469,1336.1538085938,3846.5385742188,2579.1025390625,6522.0512695313,3568.4614257813,2825.7692871094,1295.6409912109,133.5897369385,151.1538391113,Lamp,audio,start_slide
5.1796875,0,3444.2307128906,2260.0,5379.4873046875,3011.5385742188,3291.0256347656,2190.8974609375,3815.0,114.230758667,8223.205078125,2706.1538085938,5468.7177734375,1910.0,3257.4357910156,5773.3334960938,4775.2563476563,1728.205078125,Lamp,audio,start_slide
5.1875,0,3680.3845214844,6753.205078125,7240.6411132813,6773.205078125,3102.1794433594,7447.8203125,5606.1538085938,2456.0256347656,3390.0,3559.6154785156,2844.2307128906,4039.8718261719,7192.1796875,7723.58984375,13.9743499756,460.8974304199,Lamp,audio,start_slide
5.1953125,0,1853.8461914063,736.9230957031,3238.9743652344,3283.3332519531,6844.2309570313,8187.5639648438,6864.3588867188,1869.2307128906,2792.4357910156,7133.9741210938,4330.2563476563,6570.5126953125,8302.435546875,6370.1284179688,4491.5385742188,111.5384521484,Lamp,audio,start_slide
5.203125,0,5009.1025390625,2733.9743652344,437.6922912598,1367.6922607422,1486.0256347656,1431.4102783203,7842.5639648438,4960.384765625,4968.3334960938,1007.1795043945,7789.3588867188,6665.5126953125,1057.6922607422,5152.5639648438,1522.9487304688,5857.4360351563,Lamp,audio,start_slide
5.2109375,0,7415.2563476563,5893.0771484375,7521.9228515625,5246.5385742188,4773.0771484375,7631.1538085938,4745.1284179688,3581.5385742188,5964.615234375,2935.1281738281,4526.1538085938,7589.615234375,1972.3077392578,7896.794921875,7744.615234375,4510.7690429688,Lamp,audio,start_slide
5.21875,0,1257.8205566406,6324.3588867188,8073.7177734375,3582.3076171875,3030.3845214844,3451.794921875,5879.1025390625,8399.23046875,6927.0512695313,300.5128173828,4361.6665039063,549.3589477539,8219.4873046875,6155.7690429688,7152.4360351563,1397.8205566406,Lamp,audio,start_slide
5.2265625,0,2678.3332519531,2401.9230957031,7351.6665039063,400.8974304199,70.7692184448,7210.8974609375,28.3333244324,5147.6923828125,7471.6665039063,3399.6154785156,6060.5126953125,7052.6923828125,6000.5126953125,645.2564086914,4733.205078125,7116.794921875,Lamp,audio,start_slide
5.234375,0,70.5128097534,6362.1796875,6956.794921875,3445.7692871094,6516.41015625,1091.9230957031,542.8204956055,6403.205078125,2898.4614257813,5337.8203125,2393.9743652344,5103.0771484375,1970.5128173828,2989.4870605469,192.6923065186,6202.9487304688,Lamp,audio,start_slide
5.2421875,0,5069.4873046875,382.9486999512,4761.1538085938,359.3589782715,1117.5640869141,8217.1796875,0.2564013004,4840.5126953125,1373.3333740234,286.9230651855,716.282043457,5803.205078125,1230.5128173828,2589.2307128906,3219.7436523438,333.8461303711,Lamp,audio,start_slide
5.25,0,2994.2307128906,2053.9743652344,5417.1796875,2486.41015625,3988.9743652344,6873.4614257813,7641.1538085938,3630.1281738281,6356.2822265625,1179.8718261719,2822.9487304688,3881.9230957031,4225.5126953125,4545.5126953125,1346.0256347656,4781.0258789063,Lamp,audio,start_slide
5.2578125,0,3282.6923828125,6606.41015625,2671.794921875,7700.5126953125,867.6923217773,4179.615234375,661.5384521484,7030.7690429688,7225.1284179688,7850.2563476563,5562.9487304688,7091.41015625,3622.6923828125,5656.2822265625,2845.1281738281,3604.6154785156,Lamp,audio,start_slide
5.265625,0,800.3845825195,8236.9228515625,4813.3334960938,92.6922988892,764.1025390625,1405.2563476563,775.2564086914,6281.6665039063,3138.58984375,3277.0512695313,3321.9230957031,5652.6923828125,4048.58984375,3045.3845214844,5220.6411132813,5942.6923828125,Lamp,audio,start_slide
5.2734375,0,2887.4357910156,2568.4614257813,2729.4870605469,5923.205078125,5283.8461914063,6051.41015625,4519.2309570313,759.1025390625,2612.6923828125,3845.3845214844,1057.3077392578,7882.3076171875,1256.6666259766,1376.6666259766,1194.8718261719,4547.9487304688,Lamp,audio,start_slide
5.28125,0,6046.0258789063,3645.7692871094,3446.6667480469,8108.974609375,844.4871826172,5500.8974609375,3397.1794433594,5447.0512695313,1787.9487304688,8007.6923828125,317.3076782227,8008.205078125,7394.3588867188,7657.4360351563,6811.794921875,3873.4614257813,Lamp,audio,start_slide
5.2890625,0,2078.3332519531,5381.2822265625,6136.5385742188,2311.2819824219,7142.1796875,1913.7178955078,6892.6923828125,215.7692260742,4151.0258789063,1639.8718261719,777.0512695313,7648.3334960938,5410.2563476563,3770.3845214844,6704.3588867188,777.5640869141,Lamp,audio,start_slide
5.296875,0,3258.0769042969,3510.0,6169.8715820313,4430.8974609375,2885.7692871094,4071.794921875,5248.58984375,7831.794921875,1491.1538085938,6248.3334960938,4157.5639648438,827.5640869141,7450.5126953125,4282.1796875,5009.615234375,4616.1538085938,Lamp,audio,start_slide
5.3046875,0,7355.8974609375,1245.5128173828,1842.1794433594,7881.0258789063,603.2051391602,8120.8974609375,5395.1284179688,3460.3845214844,8202.6923828125,1500.7691650391,5096.0258789063,4430.2563476563,5136.2822265625,839.1025390625,2000.2563476563,323.8461303711,Lamp,audio,start_slide
5.3125,0,1472.1794433594,7188.58984375,6887.5639648438,44.7435798645,7841.41015625,3171.9230957031,460.0,5817.0512695313,2196.1538085938,1822.5640869141,2771.0256347656,10.5128116608,6786.5385742188,1316.2821044922,5278.7177734375,1200.1281738281,Lamp,audio,start_slide
5.3203125,0,4499.8715820313,1406.9230957031,1978.7178955078,6368.4614257813,3285.8974609375,2361.41015625,972.4359130859,5.1281962395,7382.6923828125,1273.3333740234,5198.8461914063,6377.4360351563,7815.7690429688,3738.4614257813,7132.3076171875,2357.4357910156,Lamp,audio,start_slide
5.328125,0,4620.2563476563,3368.0769042969,5905.6411132813,5662.5639648438,7451.2822265625,7952.0512695313,5591.1538085938,380.1282043457,7054.7436523438,4988.7177734375,8279.359375,3042.3076171875,4329.8715820313,6517.9487304688,7441.6665039063,959.4871826172,Lamp,audio,start_slide
5.3359375,0,7165.0,1314.4871826172,2946.41015625,3452.4357910156,3387.3076171875,763.3333129883,2842.5642089844,6391.5385742188,3989.3588867188,5022.1796875,137.5640869141,6012.3076171875,8188.974609375,6152.0512695313,7180.0,7979.4873046875,Lamp,audio,start_slide
5.34375,0,4173.7177734375,2631.6667480469,114.3589630127,6230.384765625,3568.7180175781,7896.1538085938,283.8461303711,3540.5129394531,1749.3590087891,3077.1794433594,6609.3588867188,7178.4614257813,936.4102783203,423.5897216797,3258.205078125,5901.794921875,Lamp,audio,start_slide
5.3515625,0,346.9230651855,1629.1025390625,4749.3588867188,4161.0258789063,2513.0769042969,4462.1796875,123.5897369385,2831.2819824219,3920.3845214844,4180.5126953125,3566.6667480469,2096.0256347656,5878.205078125,2240.0,2191.794921875,8054.4873046875,Lamp,audio,start_slide
5.359375,0,6344.3588867188,7833.8461914063,7284.615234375,2798.7180175781,707.5640869141,6730.2563476563,2251.794921875,2119.8718261719,3395.6411132813,8274.23046875,5971.6665039063,1528.7178955078,6342.3076171875,4710.6411132813,3936.2819824219,2393.0769042969,Lamp,audio,start_slide
5.3671875,0,4311.0258789063,140.2564086914,6918.9741210938,4173.0771484375,4964.7436523438,3968.4614257813,5631.5385742188,2988.0769042969,4318.9741210938,7686.1538085938,438.9743652344,4360.7690429688,4878.3334960938,7272.8203125,2925.7692871094,2274.4870605469,Lamp,audio,start_slide
5.375,0,3968.58984375,7162.6923828125,5942.6923828125,6797.8203125,7635.7690429688,3912.6923828125,5622.8203125,4072.6923828125,6555.7690429688,5260.5126953125,8038.8461914063,6058.7177734375,1730.6409912109,2183.0769042969,3336.9230957031,144.230758667,Lamp,audio,start_slide
5.3828125,0,1766.0256347656,4287.4360351563,5286.1538085938,8355.76953125,2180.7692871094,4417.4360351563,5472.9487304688,4159.8715820313,1546.0256347656,3404.7436523438,947.1795043945,7052.3076171875,598.4615478516,4233.8461914063,2875.0,7597.5639648438,Lamp,audio,start_slide
5.390625,0,701.4102783203,3440.0,5152.9487304688,217.3076782227,1299.7435302734,1286.0256347656,4567.9487304688,4813.0771484375,4906.794921875,2444.4870605469,347.4358825684,5319.2309570313,584.6153564453,7214.1025390625,4537.1796875,1781.5384521484,Lamp,audio,start_slide
5.3984375,0,6114.1025390625,2067.4357910156,7395.7690429688,7008.205078125,7545.8974609375,6927.8203125,2129.6154785156,5797.5639648438,2669.7436523438,2360.8974609375,7151.5385742188,7744.4873046875,7042.4360351563,3534.3588867188,3537.9487304688,6126.794921875,Lamp,audio,start_slide
5.40625,0,168.9743499756,3785.0,7420.5126953125,7440.8974609375,5339.8715820313,1684.1025390625,5530.384765625,6153.205078125,3769.3588867188,1471.6666259766,6048.0771484375,7225.1284179688,2697.8205566406,4557.4360351563,5014.8715820313,3679.6154785156,Lamp,audio,start_slide
5.4140625,0,1804.3590087891,5385.2563476563,758.2051391602,5684.1025390625,7048.8461914063,889.1025390625,2572.3076171875,3226.41015625,2012.3077392578,1815.5128173828,2644.1025390625,3883.3332519531,5531.0258789063,8380.640625,5836.1538085938,3309.8718261719,Lamp,audio,start_slide
5.421875,0,284.2307739258,6425.1284179688,5643.205078125,4899.2309570313,5300.1284179688,7773.205078125,4982.1796875,7927.8203125,4127.4360351563,4830.2563476563,3114.8718261719,5550.0,735.5128173828,1661.1538085938,7646.6665039063,5007.8203125,Lamp,audio,start_slide
5.4296875,0,941.4102783203,6108.8461914063,4911.0258789063,1872.1794433594,8385.5126953125,6406.5385742188,4610.7690429688,2686.41015625,4175.7690429688,729.8717651367,7535.5126953125,5541.794921875,606.6666870117,6565.5126953125,7028.3334960938,7530.5126953125,Lamp,audio,start_slide
5.4375,0,8037.1796875,6041.5385742188,1903.8461914063,3390.1281738281,1167.9487304688,2962.1794433594,7049.3588867188,1141.1538085938,4674.615234375,6685.8974609375,3054.4870605469,2887.1794433594,4766.0258789063,5701.0258789063,762.9487304688,2505.0,Lamp,audio,start_slide
5.4453125,0,4642.8203125,3062.4357910156,1151.4102783203,1290.2563476563,2767.3076171875,346.0256347656,5332.9487304688,6283.9741210938,3495.2563476563,5914.7436523438,5670.6411132813,765.3845825195,5234.615234375,7172.6923828125,8212.1796875,3675.7692871094,Lamp,audio,start_slide
5.453125,0,3873.3332519531,4322.3076171875,3453.58984375,4791.0258789063,2547.9487304688,1521.4102783203,4150.384765625,1508.205078125,5780.8974609375,5358.9741210938,4438.0771484375,7416.41015625,7266.5385742188,6445.5126953125,5913.58984375,4294.1025390625,Lamp,audio,start_slide
5.4609375,0,5228.58984375,6642.8203125,8321.6669921875,3494.4870605469,8101.9228515625,3901.41015625,783.2051391602,5951.1538085938,995.1281738281,50.5128097534,4643.58984375,7044.1025390625,127.4358901978,7161.5385742188,4446.0258789063,6933.7177734375,Lamp,audio,start_slide
5.46875,0,4681.5385742188,6683.7177734375,3029.7436523438,2144.2307128906,4166.41015625,2000.8974609375,2129.8718261719,1807.1794433594,6773.7177734375,6570.1284179688,1659.6153564453,4558.3334960938,4264.7436523438,2042.5640869141,1580.0,6584.7436523438,Lamp,audio,start_slide
5.4765625,0,490.8974304199,4258.58984375,5525.7690429688,6712.8203125,111.7948608398,4560.1284179688,6303.205078125,2982.1794433594,6398.205078125,343.461517334,7057.8203125,6889.8715820313,5315.2563476563,2915.7692871094,4634.615234375,243.5897369385,Lamp,audio,start_slide
5.484375,0,3948.58984375,3151.41015625,3265.7692871094,1299.8718261719,4670.5126953125,4324.1025390625,8101.0258789063,2951.9230957031,1771.794921875,182.94871521,5206.1538085938,1560.8974609375,3609.8718261719,7318.58984375,3240.7692871094,6852.0512695313,Lamp,audio,start_slide
5.4921875,0,5372.3076171875,2161.2819824219,2165.8974609375,2717.6923828125,3337.4357910156,7482.1796875,3827.5642089844,4143.7177734375,3517.9487304688,1363.7178955078,7004.615234375,4941.5385742188,3247.6923828125,4448.205078125,7407.0512695313,921.6666870117,Lamp,audio,start_slide
5.5,0,419.7435913086,1692.5640869141,6230.6411132813,6411.794921875,2570.6411132813,1494.2307128906,6863.0771484375,4589.3588867188,1005.0,5.1281962395,225.3846130371,628.0769042969,7261.9228515625,3886.41015625,7081.1538085938,7115.384765625,Lamp,audio,start_slide
5.5078125,0,4395.1284179688,6040.1284179688,4528.7177734375,1935.2563476563,332.179473877,1694.2307128906,3627.8205566406,7932.4360351563,1503.5897216797,3399.8718261719,3990.8974609375,7791.41015625,7017.0512695313,5565.8974609375,6013.9741210938,6167.1796875,Lamp,audio,start_slide
5.515625,0,1057.6922607422,3245.0,4923.8461914063,880.3845825195,2467.6923828125,5703.205078125,206.4102478027,7704.8715820313,2083.7180175781,6736.2822265625,2481.9230957031,3409.8718261719,2118.7180175781,2924.4870605469,5153.0771484375,1862.5640869141,Lamp,audio,start_slide
5.5234375,0,6508.0771484375,16.5384521484,6629.7436523438,6660.6411132813,5914.3588867188,7414.2309570313,6138.205078125,6196.41015625,5940.384765625,8230.2568359375,6553.0771484375,6834.4873046875,1243.3333740234,4109.1025390625,4699.1025390625,4968.0771484375,Lamp,audio,start_slide
5.53125,0,3906.41015625,2409.6154785156,7758.7177734375,2058.58984375,7622.0512695313,7267.9487304688,8145.384765625,5662.4360351563,4611.41015625,8147.9487304688,607.8204956055,4279.2309570313,3958.7180175781,5234.2309570313,4883.0771484375,3888.205078125,Lamp,audio,start_slide
5.5390625,0,1551.6666259766,3277.5642089844,74.6153793335,3584.6154785156,7742.0512695313,493.2051086426,7003.7177734375,883.5897216797,3982.8205566406,7441.9228515625,2824.8718261719,8102.5639648438,2536.1538085938,4391.0258789063,7927.5639648438,8273.58984375,Lamp,audio,start_slide
5.546875,0,7848.0771484375,5206.0258789063,2050.8974609375,4631.9228515625,5470.2563476563,5425.6411132813,7221.794921875,3155.8974609375,6883.4614257813,482.4358825684,4809.4873046875,3653.205078125,266.7948608398,5249.615234375,1618.0769042969,3561.5385742188,Lamp,audio,start_slide
5.5546875,0,268.7179260254,5873.0771484375,4620.384765625,7714.3588867188,1812.3077392578,4135.6411132813,429.4871826172,3291.2819824219,5649.8715820313,4765.2563476563,6815.384765625,5980.1284179688,353.8461303711,6355.5126953125,4580.6411132813,6348.205078125,Lamp,audio,start_slide
5.5625,0,6857.3076171875,6722.6923828125,1062.8205566406,1582.9487304688,5199.1025390625,6774.3588867188,2587.5642089844,6051.2822265625,3259.1025390625,424.8717956543,6027.9487304688,233.0769195557,2453.9743652344,3671.5385742188,2946.1538085938,5258.8461914063,Lamp,audio,start_slide
5.5703125,0,4152.3076171875,4108.58984375,2271.9230957031,3619.4870605469,5373.3334960938,213.4615325928,8154.2309570313,8222.0517578125,4998.3334960938,1646.1538085938,359.3589782715,2579.1025390625,3315.7692871094,8287.564453125,811.6666870117,5456.2822265625,Lamp,audio,start_slide
5.578125,0,713.8461303711,8132.0512695313,7392.6923828125,7462.3076171875,3535.7692871094,5636.0258789063,5887.8203125,4778.58984375,1082.3077392578,6937.1796875,1822.6922607422,3322.9487304688,1238.4615478516,1421.6666259766,263.461517334,1575.7691650391,Lamp,audio,start_slide
5.5859375,0,4478.3334960938,7279.4873046875,2920.1281738281,589.2307739258,3529.8718261719,1118.205078125,7606.2822265625,6053.8461914063,2624.2307128906,2680.8974609375,2050.8974609375,916.6666870117,5096.1538085938,1766.794921875,852.1795043945,3619.6154785156,Lamp,audio,start_slide
5.59375,0,2.9487090111,5528.7177734375,7192.3076171875,4595.384765625,80.256401062,7995.384765625,4667.9487304688,7616.9228515625,2085.8974609375,2222.5642089844,1971.1538085938,5137.3076171875,1019.7435913086,5990.384765625,1076.2821044922,2815.2563476563,Lamp,audio,start_slide
5.6015625,0,799.2307739258,7258.0771484375,1509.6153564453,2627.8205566406,2153.205078125,6575.6411132813,2698.3332519531,6168.9741210938,7564.2309570313,7528.7177734375,5625.5126953125,7025.1284179688,3689.8718261719,558.0769042969,7355.2563476563,5095.7690429688,Lamp,audio,start_slide
5.609375,0,1916.9230957031,3980.1281738281,1014.4871826172,536.1538085938,6526.9228515625,111.9230651855,156.0256347656,8357.1796875,5826.41015625,2587.8205566406,3103.4614257813,5947.1796875,6801.5385742188,2722.3076171875,5897.5639648438,1565.1281738281,Lamp,audio,start_slide
5.6171875,0,4249.615234375,4073.4614257813,1075.5128173828,8199.1025390625,2511.0256347656,5413.58984375,7301.0258789063,3333.0769042969,3364.2307128906,7740.1284179688,2891.2819824219,6228.7177734375,8248.205078125,7334.8715820313,2427.0512695313,3245.6411132813,Lamp,audio,start_slide
5.625,0,4753.205078125,1412.3077392578,5607.0512695313,3276.2819824219,1196.9230957031,6090.5126953125,480.5128173828,2276.5385742188,14.6153755188,3878.7180175781,3445.6411132813,1856.5384521484,5999.7436523438,6428.4614257813,3549.7436523438,8132.6923828125,Lamp,audio,start_slide
5.6328125,0,916.4102783203,4342.1796875,1056.9230957031,7311.41015625,5952.4360351563,6166.5385742188,2663.58984375,4651.41015625,6702.4360351563,4656.794921875,5996.1538085938,7014.1025390625,815.8973999023,362.5640869141,3231.41015625,891.9230957031,Lamp,audio,start_slide
5.640625,0,7342.3076171875,3395.5129394531,7282.1796875,6956.5385742188,1159.4871826172,5956.9228515625,1462.6922607422,6830.1284179688,1210.2563476563,2102.9487304688,4028.8461914063,4741.2822265625,1227.6922607422,4967.4360351563,7761.2822265625,5881.5385742188,Lamp,audio,start_slide
5.6484375,0,7838.205078125,5787.8203125,4125.7690429688,6504.7436523438,7348.7177734375,6737.5639648438,1016.5384521484,7090.1284179688,1889.2307128906,4308.205078125,3296.9230957031,1247.0512695313,513.3333129883,370.8974304199,2257.5642089844,3132.4357910156,Lamp,audio,start_slide
5.65625,0,7369.3588867188,7927.9487304688,5430.384765625,26.6666584015,1278.9743652344,6262.6923828125,2408.205078125,8166.6665039063,3106.2819824219,4387.8203125,59.1025543213,1484.2307128906,6478.0771484375,783.717956543,1875.2563476563,5238.205078125,Lamp,audio,start_slide
5.6640625,0,1586.5384521484,2576.41015625,4835.7690429688,2161.0256347656,6471.41015625,28.8461456299,1103.205078125,6036.2822265625,3374.8718261719,5658.8461914063,7185.5126953125,7760.1284179688,3769.2307128906,2066.6667480469,8330.76953125,2470.8974609375,Lamp,audio,start_slide
5.671875,0,4357.3076171875,1588.9743652344,3376.9230957031,3229.4870605469,2085.3845214844,3455.1281738281,2756.6667480469,1536.794921875,5801.6665039063,3620.0,2470.5126953125,2868.4614257813,933.4615478516,8377.3076171875,2099.7436523438,7315.6411132813,Lamp,audio,start_slide
5.6796875,0,1320.1281738281,8047.0512695313,609.8717651367,8074.4873046875,4558.4614257813,5049.4873046875,2940.3845214844,5677.6923828125,8198.7177734375,1557.0512695313,3094.6154785156,1641.4102783203,2051.41015625,3588.4614257813,57.1794776917,1711.2821044922,Lamp,audio,start_slide
5.6875,0,8114.8715820313,7737.0512695313,1001.4102783203,3535.7692871094,7619.8715820313,4509.1025390625,7786.9228515625,5953.4614257813,4890.384765625,5469.8715820313,4011.0256347656,5423.3334960938,2939.4870605469,7842.3076171875,4050.0,2571.9230957031,Lamp,audio,start_slide
5.6953125,0,6985.5126953125,1001.282043457,8322.1796875,5958.205078125,513.2051391602,1464.1025390625,6411.0258789063,1652.4359130859,5784.1025390625,221.0256347656,945.6409912109,6951.5385742188,7963.58984375,4173.205078125,6796.5385742188,6971.2822265625,Lamp,audio,start_slide
5.703125,0,935.8973999023,4052.1794433594,3498.0769042969,2813.205078125,6147.6923828125,4540.0,3638.8461914063,4074.7436523438,4000.1281738281,5628.3334960938,6178.0771484375,5392.1796875,821.7948608398,7890.1284179688,7818.58984375,2481.2819824219,Lamp,audio,start_slide
5.7109375,0,7461.1538085938,7393.205078125,4987.0512695313,1762.3077392578,3673.8461914063,332.3076782227,5869.7436523438,3939.2307128906,7559.615234375,6486.0258789063,7721.6665039063,5637.4360351563,5221.2822265625,6199.615234375,267.4358825684,6271.9228515625,Lamp,audio,start_slide
5.71875,0,4367.0512695313,2913.0769042969,4975.6411132813,4785.384765625,3395.7692871094,1928.7178955078,5257.6923828125,2762.3076171875,7313.58984375,6385.0,5561.1538085938,6071.5385742188,4031.6667480469,7218.58984375,3130.1281738281,2305.0,Lamp,audio,start_slide
5.7265625,0,48.4615287781,2188.8461914063,979.4871826172,4984.3588867188,4147.1796875,1923.205078125,2557.0512695313,6875.6411132813,6913.7177734375,6256.0258789063,5428.9741210938,4978.7177734375,2681.6667480469,4193.58984375,4683.4614257813,1741.794921875,Lamp,audio,start_slide
5.734375,0,6566.6665039063,3175.5129394531,4872.6923828125,2262.9487304688,239.6153717041,5917.4360351563,3484.3588867188,3123.58984375,3965.2563476563,1914.6153564453,8254.4873046875,4752.8203125,6008.7177734375,2860.6411132813,3599.2307128906,1858.7178955078,Lamp,audio,start_slide
5.7421875,0,927.3076782227,1106.4102783203,5703.205078125,6575.6411132813,617.0512695313,2401.6667480469,5877.5639648438,8180.384765625,2633.3332519531,5656.6665039063,250.3846130371,1688.7178955078,4205.384765625,872.1795043945,1650.2563476563,3004.7436523438,Lamp,audio,start_slide
